"","vote16","reltrad","age"
"46931","Hillary Clinton","No Faith",69
"46932","Donald Trump","No Faith",75
"46933","Hillary Clinton","No Faith",74
"46934","Donald Trump","No Faith",76
"46935","Hillary Clinton","No Faith",66
"46936","Hillary Clinton","No Faith",71
"46937","Hillary Clinton","No Faith",56
"46938","Hillary Clinton","No Faith",48
"46939","Hillary Clinton","No Faith",32
"46940","Donald Trump","No Faith",70
"46941",NA,"No Faith",70
"46942","Donald Trump","No Faith",62
"46943","Donald Trump","No Faith",61
"46944","Hillary Clinton","No Faith",63
"46945","Hillary Clinton","No Faith",62
"46946","Hillary Clinton","No Faith",58
"46947","Donald Trump","No Faith",49
"46948","Hillary Clinton","No Faith",46
"46949","Donald Trump","No Faith",62
"46950","Hillary Clinton","No Faith",58
"46951","Hillary Clinton","No Faith",57
"46952","Donald Trump","No Faith",65
"46953","Donald Trump","No Faith",70
"46954","Hillary Clinton","No Faith",70
"46955","Jill Stein","No Faith",69
"46956","Hillary Clinton","No Faith",69
"46957","Hillary Clinton","No Faith",68
"46958","Hillary Clinton","No Faith",64
"46959","Hillary Clinton","No Faith",61
"46960","Hillary Clinton","No Faith",49
"46961",NA,"No Faith",53
"46962","Hillary Clinton","No Faith",61
"46963","Hillary Clinton","No Faith",29
"46964","Donald Trump","No Faith",60
"46965","Hillary Clinton","No Faith",58
"46966","Hillary Clinton","No Faith",36
"46967","Gary Johnson","No Faith",56
"46968","Hillary Clinton","No Faith",75
"46969","Hillary Clinton","No Faith",64
"46970",NA,"No Faith",48
"46971",NA,"No Faith",50
"46972","Donald Trump","No Faith",53
"46973",NA,"No Faith",38
"46974","Hillary Clinton","No Faith",52
"46975","Hillary Clinton","No Faith",51
"46976",NA,"No Faith",36
"46977","Donald Trump","No Faith",57
"46978","Hillary Clinton","No Faith",58
"46979","Hillary Clinton","No Faith",29
"46980","Hillary Clinton","No Faith",60
"46981","Hillary Clinton","No Faith",52
"46982","Hillary Clinton","No Faith",67
"46983","Hillary Clinton","No Faith",33
"46984","Hillary Clinton","No Faith",42
"46985","Donald Trump","No Faith",68
"46986","Hillary Clinton","No Faith",58
"46987",NA,"No Faith",55
"46988","Donald Trump","No Faith",63
"46989","Donald Trump","No Faith",76
"46990","Hillary Clinton","No Faith",73
"46991","Hillary Clinton","No Faith",70
"46992","Hillary Clinton","No Faith",81
"46993","Hillary Clinton","No Faith",45
"46994",NA,"No Faith",57
"46995","Donald Trump","No Faith",57
"46996",NA,"No Faith",28
"46997","Hillary Clinton","No Faith",66
"46998","Donald Trump","No Faith",70
"46999","Hillary Clinton","No Faith",23
"47000","Hillary Clinton","No Faith",55
"47001",NA,"No Faith",26
"47002",NA,"No Faith",62
"47003","Hillary Clinton","No Faith",38
"47004","Hillary Clinton","No Faith",42
"47005","Donald Trump","No Faith",45
"47006","Hillary Clinton","No Faith",63
"47007","Hillary Clinton","No Faith",62
"47008","Hillary Clinton","No Faith",63
"47009","Donald Trump","No Faith",64
"47010","Hillary Clinton","No Faith",29
"47011","Hillary Clinton","No Faith",60
"47012","Donald Trump","No Faith",50
"47013","Gary Johnson","No Faith",46
"47014",NA,"No Faith",59
"47015","Donald Trump","No Faith",70
"47016","Hillary Clinton","No Faith",66
"47017","Donald Trump","No Faith",78
"47018",NA,"No Faith",34
"47019","Hillary Clinton","No Faith",48
"47020","Hillary Clinton","No Faith",52
"47021","Hillary Clinton","No Faith",56
"47022","Hillary Clinton","No Faith",56
"47023","Donald Trump","No Faith",54
"47024","Hillary Clinton","No Faith",63
"47025","Gary Johnson","No Faith",40
"47026","Donald Trump","No Faith",61
"47027","Hillary Clinton","No Faith",34
"47028","Hillary Clinton","No Faith",33
"47029","Hillary Clinton","No Faith",46
"47030","Donald Trump","No Faith",49
"47031","Donald Trump","No Faith",59
"47032","Hillary Clinton","No Faith",32
"47033","Donald Trump","No Faith",56
"47034","Hillary Clinton","No Faith",79
"47035","Hillary Clinton","No Faith",57
"47036","Hillary Clinton","No Faith",44
"47037","Hillary Clinton","No Faith",35
"47038","Hillary Clinton","No Faith",26
"47039","Hillary Clinton","No Faith",68
"47040","Hillary Clinton","No Faith",72
"47041","Hillary Clinton","No Faith",31
"47042","Hillary Clinton","No Faith",67
"47043",NA,"No Faith",72
"47044",NA,"No Faith",24
"47045","Hillary Clinton","No Faith",59
"47046","Hillary Clinton","No Faith",63
"47047","Hillary Clinton","No Faith",62
"47048","Hillary Clinton","No Faith",46
"47049","Donald Trump","No Faith",57
"47050","Hillary Clinton","No Faith",67
"47051","Hillary Clinton","No Faith",85
"47052","Donald Trump","No Faith",80
"47053",NA,"No Faith",66
"47054","Donald Trump","No Faith",69
"47055","Hillary Clinton","No Faith",76
"47056","Hillary Clinton","No Faith",68
"47057","Hillary Clinton","No Faith",76
"47058","Hillary Clinton","No Faith",61
"47059",NA,"No Faith",26
"47060","Hillary Clinton","No Faith",37
"47061","Hillary Clinton","No Faith",65
"47062",NA,"No Faith",18
"47063","Hillary Clinton","No Faith",51
"47064","Jill Stein","No Faith",36
"47065","Hillary Clinton","No Faith",34
"47066","Hillary Clinton","No Faith",36
"47067",NA,"No Faith",46
"47068","Donald Trump","No Faith",63
"47069","Hillary Clinton","No Faith",62
"47070","Hillary Clinton","No Faith",61
"47071","Hillary Clinton","No Faith",63
"47072","Hillary Clinton","No Faith",53
"47073","Hillary Clinton","No Faith",59
"47074",NA,"No Faith",25
"47075",NA,"No Faith",66
"47076","Donald Trump","No Faith",70
"47077","Hillary Clinton","No Faith",80
"47078","Hillary Clinton","No Faith",75
"47079","Donald Trump","No Faith",67
"47080","Hillary Clinton","No Faith",66
"47081","Hillary Clinton","No Faith",83
"47082","Gary Johnson","No Faith",65
"47083","Hillary Clinton","No Faith",53
"47084","Donald Trump","No Faith",62
"47085",NA,"No Faith",55
"47086","Hillary Clinton","No Faith",53
"47087","Hillary Clinton","No Faith",55
"47088","Hillary Clinton","No Faith",63
"47089","Hillary Clinton","No Faith",49
"47090","Hillary Clinton","No Faith",62
"47091","Hillary Clinton","No Faith",53
"47092","Hillary Clinton","No Faith",64
"47093","Hillary Clinton","No Faith",61
"47094","Hillary Clinton","No Faith",47
"47095","Donald Trump","No Faith",36
"47096","Hillary Clinton","No Faith",59
"47097","Donald Trump","No Faith",48
"47098",NA,"No Faith",57
"47099",NA,"No Faith",55
"47100",NA,"No Faith",60
"47101","Hillary Clinton","No Faith",31
"47102","Hillary Clinton","No Faith",30
"47103","Hillary Clinton","No Faith",31
"47104","Hillary Clinton","No Faith",48
"47105","Hillary Clinton","No Faith",44
"47106","Hillary Clinton","No Faith",40
"47107","Gary Johnson","No Faith",33
"47108","Donald Trump","No Faith",44
"47109",NA,"No Faith",31
"47110","Hillary Clinton","No Faith",31
"47111","Hillary Clinton","No Faith",53
"47112","Hillary Clinton","No Faith",49
"47113",NA,"No Faith",60
"47114","Donald Trump","No Faith",55
"47115","Hillary Clinton","No Faith",74
"47116","Hillary Clinton","No Faith",75
"47117","Hillary Clinton","No Faith",67
"47118","Hillary Clinton","No Faith",76
"47119","Hillary Clinton","No Faith",54
"47120","Hillary Clinton","No Faith",47
"47121","Donald Trump","No Faith",46
"47122","Other","No Faith",51
"47123","Hillary Clinton","No Faith",55
"47124",NA,"No Faith",48
"47125","Hillary Clinton","No Faith",58
"47126","Hillary Clinton","No Faith",33
"47127","Other","No Faith",36
"47128","Other","No Faith",30
"47129","Gary Johnson","No Faith",41
"47130",NA,"No Faith",54
"47131",NA,"No Faith",74
"47132","Hillary Clinton","No Faith",51
"47133","Donald Trump","No Faith",59
"47134","Donald Trump","No Faith",47
"47135","Hillary Clinton","No Faith",61
"47136","Donald Trump","No Faith",64
"47137","Hillary Clinton","No Faith",64
"47138","Donald Trump","No Faith",63
"47139","Other","No Faith",61
"47140","Hillary Clinton","No Faith",52
"47141","Hillary Clinton","No Faith",51
"47142","Hillary Clinton","No Faith",26
"47143","Hillary Clinton","No Faith",54
"47144","Hillary Clinton","No Faith",62
"47145","Donald Trump","No Faith",52
"47146","Hillary Clinton","No Faith",63
"47147","Hillary Clinton","No Faith",62
"47148","Donald Trump","No Faith",62
"47149","Donald Trump","No Faith",58
"47150","Hillary Clinton","No Faith",54
"47151","Hillary Clinton","No Faith",60
"47152","Donald Trump","No Faith",82
"47153","Hillary Clinton","No Faith",75
"47154","Hillary Clinton","No Faith",34
"47155","Hillary Clinton","No Faith",75
"47156","Hillary Clinton","No Faith",74
"47157",NA,"No Faith",39
"47158",NA,"No Faith",32
"47159","Donald Trump","No Faith",51
"47160","Hillary Clinton","No Faith",53
"47161","Jill Stein","No Faith",64
"47162","Hillary Clinton","No Faith",60
"47163","Hillary Clinton","No Faith",63
"47164","Jill Stein","No Faith",33
"47165","Hillary Clinton","No Faith",53
"47166","Hillary Clinton","No Faith",36
"47167","Hillary Clinton","No Faith",33
"47168","Hillary Clinton","No Faith",44
"47169","Hillary Clinton","No Faith",46
"47170",NA,"No Faith",41
"47171","Hillary Clinton","No Faith",35
"47172","Hillary Clinton","No Faith",42
"47173","Donald Trump","No Faith",62
"47174",NA,"No Faith",34
"47175","Hillary Clinton","No Faith",34
"47176","Hillary Clinton","No Faith",66
"47177","Hillary Clinton","No Faith",73
"47178","Hillary Clinton","No Faith",47
"47179","Donald Trump","No Faith",63
"47180","Hillary Clinton","No Faith",45
"47181",NA,"No Faith",52
"47182","Hillary Clinton","No Faith",50
"47183",NA,"No Faith",52
"47184","Donald Trump","No Faith",52
"47185",NA,"No Faith",51
"47186","Hillary Clinton","No Faith",70
"47187","Other","No Faith",68
"47188","Donald Trump","No Faith",72
"47189","Hillary Clinton","No Faith",79
"47190","Hillary Clinton","No Faith",65
"47191","Hillary Clinton","No Faith",82
"47192","Hillary Clinton","No Faith",73
"47193","Hillary Clinton","No Faith",46
"47194","Gary Johnson","No Faith",63
"47195","Hillary Clinton","No Faith",58
"47196",NA,"No Faith",63
"47197","Hillary Clinton","No Faith",28
"47198","Other","No Faith",31
"47199","Hillary Clinton","No Faith",41
"47200","Hillary Clinton","No Faith",59
"47201",NA,"No Faith",35
"47202",NA,"No Faith",70
"47203","Donald Trump","No Faith",54
"47204",NA,"No Faith",48
"47205","Hillary Clinton","No Faith",59
"47206","Jill Stein","No Faith",23
"47207","Hillary Clinton","No Faith",56
"47208",NA,"No Faith",60
"47209",NA,"No Faith",50
"47210",NA,"No Faith",58
"47211",NA,"No Faith",50
"47212","Donald Trump","No Faith",69
"47213","Hillary Clinton","No Faith",67
"47214","Hillary Clinton","No Faith",71
"47215","Donald Trump","No Faith",86
"47216","Hillary Clinton","No Faith",66
"47217","Hillary Clinton","No Faith",67
"47218","Hillary Clinton","No Faith",59
"47219","Hillary Clinton","No Faith",69
"47220",NA,"No Faith",52
"47221","Donald Trump","No Faith",64
"47222",NA,"No Faith",43
"47223","Jill Stein","No Faith",23
"47224","Hillary Clinton","No Faith",31
"47225","Hillary Clinton","No Faith",57
"47226","Hillary Clinton","No Faith",55
"47227","Hillary Clinton","No Faith",64
"47228","Hillary Clinton","No Faith",62
"47229","Hillary Clinton","No Faith",19
"47230",NA,"No Faith",47
"47231","Donald Trump","No Faith",41
"47232","Donald Trump","No Faith",44
"47233","Hillary Clinton","No Faith",40
"47234","Donald Trump","No Faith",75
"47235","Hillary Clinton","No Faith",28
"47236","Jill Stein","No Faith",23
"47237","Hillary Clinton","No Faith",47
"47238","Other","No Faith",58
"47239","Hillary Clinton","No Faith",62
"47240",NA,"No Faith",46
"47241","Other","No Faith",62
"47242","Donald Trump","No Faith",63
"47243","Hillary Clinton","No Faith",50
"47244","Donald Trump","No Faith",63
"47245","Hillary Clinton","No Faith",56
"47246","Donald Trump","No Faith",47
"47247",NA,"No Faith",49
"47248","Donald Trump","No Faith",79
"47249","Hillary Clinton","No Faith",67
"47250","Hillary Clinton","No Faith",69
"47251","Jill Stein","No Faith",67
"47252","Hillary Clinton","No Faith",67
"47253","Hillary Clinton","No Faith",85
"47254","Donald Trump","No Faith",52
"47255","Gary Johnson","No Faith",54
"47256","Hillary Clinton","No Faith",63
"47257","Hillary Clinton","No Faith",28
"47258","Hillary Clinton","No Faith",29
"47259","Hillary Clinton","No Faith",33
"47260","Hillary Clinton","No Faith",72
"47261","Donald Trump","No Faith",60
"47262","Donald Trump","No Faith",55
"47263","Donald Trump","No Faith",56
"47264","Hillary Clinton","No Faith",61
"47265","Hillary Clinton","No Faith",60
"47266",NA,"No Faith",27
"47267","Hillary Clinton","No Faith",26
"47268","Jill Stein","No Faith",49
"47269","Hillary Clinton","No Faith",69
"47270","Hillary Clinton","No Faith",76
"47271","Hillary Clinton","No Faith",79
"47272","Hillary Clinton","No Faith",66
"47273","Donald Trump","No Faith",66
"47274","Hillary Clinton","No Faith",72
"47275","Hillary Clinton","No Faith",52
"47276","Gary Johnson","No Faith",59
"47277",NA,"No Faith",61
"47278",NA,"No Faith",47
"47279","Hillary Clinton","No Faith",55
"47280","Hillary Clinton","No Faith",54
"47281","Hillary Clinton","No Faith",59
"47282","Hillary Clinton","No Faith",70
"47283",NA,"No Faith",39
"47284","Hillary Clinton","No Faith",34
"47285","Donald Trump","No Faith",33
"47286","Gary Johnson","No Faith",42
"47287","Hillary Clinton","No Faith",53
"47288","Hillary Clinton","No Faith",42
"47289","Donald Trump","No Faith",63
"47290","Donald Trump","No Faith",67
"47291","Hillary Clinton","No Faith",64
"47292","Hillary Clinton","No Faith",54
"47293","Hillary Clinton","No Faith",61
"47294","Hillary Clinton","No Faith",58
"47295","Hillary Clinton","No Faith",40
"47296",NA,"No Faith",33
"47297",NA,"No Faith",69
"47298","Hillary Clinton","No Faith",27
"47299","Hillary Clinton","No Faith",28
"47300","Donald Trump","No Faith",56
"47301","Gary Johnson","No Faith",58
"47302","Donald Trump","No Faith",47
"47303","Donald Trump","No Faith",65
"47304","Hillary Clinton","No Faith",65
"47305","Hillary Clinton","No Faith",70
"47306","Hillary Clinton","No Faith",69
"47307","Hillary Clinton","No Faith",77
"47308","Hillary Clinton","No Faith",83
"47309",NA,"No Faith",65
"47310","Donald Trump","No Faith",34
"47311","Hillary Clinton","No Faith",49
"47312","Hillary Clinton","No Faith",41
"47313",NA,"No Faith",26
"47314",NA,"No Faith",33
"47315","Hillary Clinton","No Faith",40
"47316",NA,"No Faith",35
"47317","Gary Johnson","No Faith",39
"47318","Hillary Clinton","No Faith",54
"47319","Hillary Clinton","No Faith",64
"47320","Donald Trump","No Faith",52
"47321","Hillary Clinton","No Faith",46
"47322","Hillary Clinton","No Faith",59
"47323","Hillary Clinton","No Faith",78
"47324","Donald Trump","No Faith",65
"47325","Hillary Clinton","No Faith",65
"47326",NA,"No Faith",32
"47327","Donald Trump","No Faith",59
"47328","Donald Trump","No Faith",61
"47329","Donald Trump","No Faith",57
"47330","Hillary Clinton","No Faith",48
"47331","Donald Trump","No Faith",53
"47332","Hillary Clinton","No Faith",38
"47333",NA,"No Faith",22
"47334","Hillary Clinton","No Faith",40
"47335",NA,"No Faith",41
"47336","Hillary Clinton","No Faith",47
"47337",NA,"No Faith",22
"47338","Donald Trump","No Faith",55
"47339","Hillary Clinton","No Faith",41
"47340","Hillary Clinton","No Faith",63
"47341","Hillary Clinton","No Faith",23
"47342","Hillary Clinton","No Faith",52
"47343","Hillary Clinton","No Faith",35
"47344","Donald Trump","No Faith",75
"47345","Hillary Clinton","No Faith",25
"47346","Hillary Clinton","No Faith",25
"47347","Hillary Clinton","No Faith",45
"47348","Donald Trump","No Faith",45
"47349","Hillary Clinton","No Faith",60
"47350","Gary Johnson","No Faith",68
"47351","Hillary Clinton","No Faith",48
"47352","Hillary Clinton","No Faith",64
"47353","Donald Trump","No Faith",59
"47354","Hillary Clinton","No Faith",56
"47355","Jill Stein","No Faith",48
"47356",NA,"No Faith",61
"47357","Hillary Clinton","No Faith",70
"47358",NA,"No Faith",42
"47359","Hillary Clinton","No Faith",37
"47360","Hillary Clinton","No Faith",77
"47361",NA,"No Faith",69
"47362","Hillary Clinton","No Faith",75
"47363",NA,"No Faith",61
"47364","Donald Trump","No Faith",51
"47365","Hillary Clinton","No Faith",48
"47366","Hillary Clinton","No Faith",52
"47367","Hillary Clinton","No Faith",63
"47368","Hillary Clinton","No Faith",29
"47369",NA,"No Faith",47
"47370","Donald Trump","No Faith",22
"47371","Hillary Clinton","No Faith",85
"47372","Hillary Clinton","No Faith",35
"47373","Hillary Clinton","No Faith",44
"47374","Hillary Clinton","No Faith",37
"47375","Hillary Clinton","No Faith",53
"47376","Donald Trump","No Faith",73
"47377","Donald Trump","No Faith",58
"47378","Donald Trump","No Faith",59
"47379","Hillary Clinton","No Faith",55
"47380","Hillary Clinton","No Faith",23
"47381","Hillary Clinton","No Faith",58
"47382","Donald Trump","No Faith",60
"47383","Hillary Clinton","No Faith",25
"47384",NA,"No Faith",52
"47385",NA,"No Faith",55
"47386","Hillary Clinton","No Faith",66
"47387",NA,"No Faith",80
"47388","Hillary Clinton","No Faith",66
"47389",NA,"No Faith",32
"47390","Hillary Clinton","No Faith",47
"47391","Hillary Clinton","No Faith",60
"47392","Donald Trump","No Faith",57
"47393","Hillary Clinton","No Faith",58
"47394","Donald Trump","No Faith",55
"47395","Hillary Clinton","No Faith",58
"47396",NA,"No Faith",59
"47397","Hillary Clinton","No Faith",58
"47398","Donald Trump","No Faith",59
"47399","Donald Trump","No Faith",50
"47400","Donald Trump","No Faith",56
"47401",NA,"No Faith",29
"47402",NA,"No Faith",26
"47403",NA,"No Faith",29
"47404","Donald Trump","No Faith",55
"47405",NA,"No Faith",49
"47406","Hillary Clinton","No Faith",36
"47407",NA,"No Faith",45
"47408","Hillary Clinton","No Faith",50
"47409","Hillary Clinton","No Faith",34
"47410","Hillary Clinton","No Faith",39
"47411","Hillary Clinton","No Faith",50
"47412","Hillary Clinton","No Faith",65
"47413","Hillary Clinton","No Faith",69
"47414","Donald Trump","No Faith",68
"47415","Donald Trump","No Faith",63
"47416","Hillary Clinton","No Faith",35
"47417","Other","No Faith",33
"47418","Hillary Clinton","No Faith",20
"47419",NA,"No Faith",70
"47420","Hillary Clinton","No Faith",68
"47421",NA,"No Faith",49
"47422","Hillary Clinton","No Faith",55
"47423","Hillary Clinton","No Faith",65
"47424","Hillary Clinton","No Faith",45
"47425","Hillary Clinton","No Faith",51
"47426","Hillary Clinton","No Faith",58
"47427","Hillary Clinton","No Faith",63
"47428","Donald Trump","No Faith",72
"47429","Hillary Clinton","No Faith",72
"47430","Donald Trump","No Faith",72
"47431","Hillary Clinton","No Faith",68
"47432","Hillary Clinton","No Faith",68
"47433","Hillary Clinton","No Faith",68
"47434","Hillary Clinton","No Faith",50
"47435","Donald Trump","No Faith",54
"47436","Hillary Clinton","No Faith",56
"47437","Donald Trump","No Faith",60
"47438",NA,"No Faith",46
"47439","Hillary Clinton","No Faith",63
"47440","Hillary Clinton","No Faith",26
"47441","Gary Johnson","No Faith",56
"47442",NA,"No Faith",64
"47443","Donald Trump","No Faith",47
"47444","Hillary Clinton","No Faith",50
"47445","Hillary Clinton","No Faith",63
"47446","Hillary Clinton","No Faith",51
"47447","Hillary Clinton","No Faith",46
"47448","Hillary Clinton","No Faith",52
"47449","Hillary Clinton","No Faith",45
"47450","Hillary Clinton","No Faith",51
"47451","Other","No Faith",53
"47452","Hillary Clinton","No Faith",47
"47453",NA,"No Faith",27
"47454",NA,"No Faith",31
"47455","Hillary Clinton","No Faith",57
"47456","Hillary Clinton","No Faith",31
"47457",NA,"No Faith",32
"47458","Hillary Clinton","No Faith",71
"47459","Hillary Clinton","No Faith",53
"47460","Hillary Clinton","No Faith",38
"47461",NA,"No Faith",55
"47462","Hillary Clinton","No Faith",49
"47463","Donald Trump","No Faith",46
"47464",NA,"No Faith",45
"47465","Hillary Clinton","No Faith",43
"47466",NA,"No Faith",53
"47467","Hillary Clinton","No Faith",58
"47468","Hillary Clinton","No Faith",53
"47469","Donald Trump","No Faith",49
"47470","Hillary Clinton","No Faith",46
"47471","Hillary Clinton","No Faith",50
"47472","Donald Trump","No Faith",65
"47473","Hillary Clinton","No Faith",71
"47474","Hillary Clinton","No Faith",51
"47475",NA,"No Faith",52
"47476",NA,"No Faith",58
"47477","Hillary Clinton","No Faith",29
"47478","Hillary Clinton","No Faith",28
"47479","Hillary Clinton","No Faith",40
"47480","Hillary Clinton","No Faith",42
"47481","Donald Trump","No Faith",70
"47482","Donald Trump","No Faith",59
"47483","Hillary Clinton","No Faith",67
"47484","Hillary Clinton","No Faith",57
"47485","Donald Trump","No Faith",63
"47486","Hillary Clinton","No Faith",60
"47487","Hillary Clinton","No Faith",64
"47488","Hillary Clinton","No Faith",52
"47489","Donald Trump","No Faith",60
"47490","Hillary Clinton","No Faith",59
"47491",NA,"No Faith",26
"47492","Hillary Clinton","No Faith",74
"47493","Hillary Clinton","No Faith",72
"47494","Donald Trump","No Faith",65
"47495","Hillary Clinton","No Faith",70
"47496",NA,"No Faith",36
"47497","Hillary Clinton","No Faith",49
"47498","Hillary Clinton","No Faith",48
"47499","Donald Trump","No Faith",62
"47500",NA,"No Faith",25
"47501",NA,"No Faith",42
"47502",NA,"No Faith",39
"47503","Hillary Clinton","No Faith",25
"47504","Hillary Clinton","No Faith",65
"47505","Hillary Clinton","No Faith",41
"47506",NA,"No Faith",35
"47507","Hillary Clinton","No Faith",66
"47508","Hillary Clinton","No Faith",44
"47509","Hillary Clinton","No Faith",46
"47510",NA,"No Faith",51
"47511","Jill Stein","No Faith",33
"47512","Donald Trump","No Faith",59
"47513","Donald Trump","No Faith",31
"47514",NA,"No Faith",41
"47515",NA,"No Faith",38
"47516",NA,"No Faith",44
"47517",NA,"No Faith",44
"47518","Hillary Clinton","No Faith",34
"47519","Hillary Clinton","No Faith",26
"47520","Hillary Clinton","No Faith",63
"47521","Hillary Clinton","No Faith",59
"47522","Hillary Clinton","No Faith",61
"47523","Hillary Clinton","No Faith",64
"47524","Hillary Clinton","No Faith",51
"47525","Hillary Clinton","No Faith",62
"47526","Donald Trump","No Faith",61
"47527","Donald Trump","No Faith",45
"47528","Donald Trump","No Faith",68
"47529","Donald Trump","No Faith",70
"47530","Hillary Clinton","No Faith",66
"47531",NA,"No Faith",70
"47532","Donald Trump","No Faith",75
"47533","Hillary Clinton","No Faith",74
"47534","Hillary Clinton","No Faith",83
"47535","Hillary Clinton","No Faith",56
"47536","Donald Trump","No Faith",57
"47537","Hillary Clinton","No Faith",28
"47538","Hillary Clinton","No Faith",31
"47539","Donald Trump","No Faith",32
"47540","Hillary Clinton","No Faith",35
"47541","Hillary Clinton","No Faith",57
"47542","Hillary Clinton","No Faith",30
"47543","Hillary Clinton","No Faith",31
"47544","Hillary Clinton","No Faith",71
"47545","Hillary Clinton","No Faith",62
"47546","Hillary Clinton","No Faith",69
"47547","Hillary Clinton","No Faith",62
"47548",NA,"No Faith",54
"47549",NA,"No Faith",47
"47550","Hillary Clinton","No Faith",55
"47551","Hillary Clinton","No Faith",58
"47552","Jill Stein","No Faith",58
"47553","Hillary Clinton","No Faith",53
"47554","Hillary Clinton","No Faith",47
"47555","Hillary Clinton","No Faith",46
"47556","Donald Trump","No Faith",50
"47557","Gary Johnson","No Faith",61
"47558","Hillary Clinton","No Faith",66
"47559","Hillary Clinton","No Faith",34
"47560","Hillary Clinton","No Faith",54
"47561","Donald Trump","No Faith",57
"47562","Hillary Clinton","No Faith",62
"47563","Hillary Clinton","No Faith",57
"47564","Hillary Clinton","No Faith",48
"47565",NA,"No Faith",68
"47566","Hillary Clinton","No Faith",58
"47567","Gary Johnson","No Faith",44
"47568","Hillary Clinton","No Faith",36
"47569","Donald Trump","No Faith",59
"47570","Hillary Clinton","No Faith",64
"47571","Donald Trump","No Faith",44
"47572","Hillary Clinton","No Faith",26
"47573","Hillary Clinton","No Faith",58
"47574","Hillary Clinton","No Faith",76
"47575","Hillary Clinton","No Faith",78
"47576","Other","No Faith",74
"47577","Hillary Clinton","No Faith",29
"47578","Hillary Clinton","No Faith",36
"47579","Hillary Clinton","No Faith",50
"47580","Hillary Clinton","No Faith",20
"47581","Hillary Clinton","No Faith",34
"47582",NA,"No Faith",40
"47583","Hillary Clinton","No Faith",32
"47584","Hillary Clinton","No Faith",73
"47585","Hillary Clinton","No Faith",63
"47586","Donald Trump","No Faith",55
"47587","Hillary Clinton","No Faith",56
"47588","Hillary Clinton","No Faith",50
"47589","Hillary Clinton","No Faith",60
"47590","Hillary Clinton","No Faith",61
"47591","Hillary Clinton","No Faith",71
"47592","Hillary Clinton","No Faith",78
"47593","Donald Trump","No Faith",44
"47594","Hillary Clinton","No Faith",58
"47595","Hillary Clinton","No Faith",61
"47596","Hillary Clinton","No Faith",35
"47597",NA,"No Faith",29
"47598",NA,"No Faith",44
"47599","Hillary Clinton","No Faith",32
"47600",NA,"No Faith",63
"47601",NA,"No Faith",48
"47602","Hillary Clinton","No Faith",62
"47603","Donald Trump","No Faith",64
"47604","Donald Trump","No Faith",58
"47605","Donald Trump","No Faith",58
"47606","Donald Trump","No Faith",59
"47607","Hillary Clinton","No Faith",53
"47608","Donald Trump","No Faith",61
"47609","Hillary Clinton","No Faith",29
"47610","Hillary Clinton","No Faith",57
"47611","Hillary Clinton","No Faith",62
"47612","Hillary Clinton","No Faith",64
"47613",NA,"No Faith",57
"47614","Donald Trump","No Faith",48
"47615",NA,"No Faith",62
"47616","Hillary Clinton","No Faith",33
"47617",NA,"No Faith",74
"47618","Donald Trump","No Faith",65
"47619","Hillary Clinton","No Faith",71
"47620",NA,"No Faith",30
"47621",NA,"No Faith",44
"47622","Hillary Clinton","No Faith",61
"47623","Hillary Clinton","No Faith",58
"47624","Hillary Clinton","No Faith",55
"47625","Donald Trump","No Faith",61
"47626","Donald Trump","No Faith",54
"47627","Donald Trump","No Faith",64
"47628","Donald Trump","No Faith",41
"47629","Not Sure","No Faith",38
"47630",NA,"No Faith",37
"47631","Hillary Clinton","No Faith",70
"47632","Hillary Clinton","No Faith",43
"47633","Donald Trump","No Faith",63
"47634","Hillary Clinton","No Faith",53
"47635","Hillary Clinton","No Faith",62
"47636","Hillary Clinton","No Faith",29
"47637","Donald Trump","No Faith",39
"47638","Hillary Clinton","No Faith",76
"47639","Donald Trump","No Faith",46
"47640","Hillary Clinton","No Faith",72
"47641","Hillary Clinton","No Faith",73
"47642","Hillary Clinton","No Faith",45
"47643","Other","No Faith",54
"47644","Donald Trump","No Faith",78
"47645","Hillary Clinton","No Faith",53
"47646","Donald Trump","No Faith",69
"47647","Hillary Clinton","No Faith",47
"47648","Hillary Clinton","No Faith",63
"47649","Donald Trump","No Faith",55
"47650","Donald Trump","No Faith",76
"47651","Hillary Clinton","No Faith",41
"47652","Gary Johnson","No Faith",35
"47653","Other","No Faith",52
"47654","Hillary Clinton","No Faith",63
"47655","Hillary Clinton","No Faith",63
"47656","Hillary Clinton","No Faith",61
"47657","Hillary Clinton","No Faith",71
"47658",NA,"No Faith",39
"47659","Donald Trump","No Faith",56
"47660","Hillary Clinton","No Faith",60
"47661","Hillary Clinton","No Faith",62
"47662","Not Vote","No Faith",63
"47663","Hillary Clinton","No Faith",28
"47664",NA,"No Faith",31
"47665","Hillary Clinton","No Faith",31
"47666","Gary Johnson","No Faith",39
"47667","Hillary Clinton","No Faith",66
"47668",NA,"No Faith",23
"47669","Hillary Clinton","No Faith",61
"47670","Hillary Clinton","No Faith",47
"47671","Hillary Clinton","No Faith",46
"47672","Hillary Clinton","No Faith",47
"47673",NA,"No Faith",61
"47674",NA,"No Faith",33
"47675","Hillary Clinton","No Faith",44
"47676","Hillary Clinton","No Faith",32
"47677","Donald Trump","No Faith",50
"47678","Hillary Clinton","No Faith",59
"47679","Hillary Clinton","No Faith",57
"47680",NA,"No Faith",60
"47681","Donald Trump","No Faith",56
