"","vote16","reltrad","age"
"1319","Donald Trump","Evangelical",71
"1320","Hillary Clinton","Evangelical",77
"1321","Hillary Clinton","Evangelical",66
"1322","Donald Trump","Evangelical",52
"1323","Donald Trump","Evangelical",47
"1324","Donald Trump","Evangelical",70
"1325","Donald Trump","Evangelical",67
"1326",NA,"Evangelical",51
"1327",NA,"Evangelical",62
"1328","Donald Trump","Evangelical",54
"1329","Donald Trump","Evangelical",54
"1330",NA,"Evangelical",51
"1331","Hillary Clinton","Evangelical",47
"1332","Hillary Clinton","Evangelical",79
"1333","Donald Trump","Evangelical",80
"1334","Donald Trump","Evangelical",74
"1335","Hillary Clinton","Evangelical",75
"1336","Donald Trump","Evangelical",74
"1337","Donald Trump","Evangelical",58
"1338","Donald Trump","Evangelical",57
"1339","Hillary Clinton","Evangelical",66
"1340","Donald Trump","Evangelical",71
"1341","Donald Trump","Evangelical",52
"1342","Donald Trump","Evangelical",63
"1343","Donald Trump","Evangelical",57
"1344","Donald Trump","Evangelical",53
"1345",NA,"Evangelical",27
"1346","Hillary Clinton","Evangelical",58
"1347","Donald Trump","Evangelical",53
"1348","Gary Johnson","Evangelical",55
"1349","Donald Trump","Evangelical",73
"1350","Donald Trump","Evangelical",69
"1351","Donald Trump","Evangelical",84
"1352","Donald Trump","Evangelical",52
"1353",NA,"Evangelical",58
"1354","Donald Trump","Evangelical",55
"1355","Donald Trump","Evangelical",56
"1356","Donald Trump","Evangelical",52
"1357","Hillary Clinton","Evangelical",67
"1358","Hillary Clinton","Evangelical",76
"1359","Donald Trump","Evangelical",31
"1360","Donald Trump","Evangelical",60
"1361","Donald Trump","Evangelical",73
"1362","Donald Trump","Evangelical",75
"1363","Donald Trump","Evangelical",65
"1364",NA,"Evangelical",36
"1365","Hillary Clinton","Evangelical",61
"1366","Hillary Clinton","Evangelical",64
"1367","Donald Trump","Evangelical",46
"1368","Donald Trump","Evangelical",52
"1369","Hillary Clinton","Evangelical",84
"1370","Donald Trump","Evangelical",60
"1371","Hillary Clinton","Evangelical",62
"1372","Hillary Clinton","Evangelical",42
"1373","Donald Trump","Evangelical",56
"1374","Hillary Clinton","Evangelical",61
"1375","Donald Trump","Evangelical",41
"1376","Donald Trump","Evangelical",44
"1377","Donald Trump","Evangelical",28
"1378","Donald Trump","Evangelical",53
"1379","Hillary Clinton","Evangelical",40
"1380","Hillary Clinton","Evangelical",72
"1381","Hillary Clinton","Evangelical",66
"1382","Hillary Clinton","Evangelical",50
"1383","Hillary Clinton","Evangelical",52
"1384","Donald Trump","Evangelical",43
"1385","Donald Trump","Evangelical",82
"1386","Donald Trump","Evangelical",82
"1387","Donald Trump","Evangelical",60
"1388","Donald Trump","Evangelical",50
"1389",NA,"Evangelical",51
"1390","Hillary Clinton","Evangelical",45
"1391","Donald Trump","Evangelical",58
"1392",NA,"Evangelical",51
"1393","Donald Trump","Evangelical",74
"1394","Donald Trump","Evangelical",65
"1395","Donald Trump","Evangelical",52
"1396","Hillary Clinton","Evangelical",66
"1397",NA,"Evangelical",42
"1398","Donald Trump","Evangelical",70
"1399","Donald Trump","Evangelical",61
"1400",NA,"Evangelical",63
"1401",NA,"Evangelical",62
"1402","Donald Trump","Evangelical",49
"1403","Hillary Clinton","Evangelical",81
"1404","Donald Trump","Evangelical",67
"1405","Donald Trump","Evangelical",68
"1406","Donald Trump","Evangelical",85
"1407","Donald Trump","Evangelical",53
"1408","Donald Trump","Evangelical",45
"1409","Hillary Clinton","Evangelical",64
"1410","Donald Trump","Evangelical",73
"1411","Donald Trump","Evangelical",44
"1412","Donald Trump","Evangelical",60
"1413","Donald Trump","Evangelical",42
"1414","Donald Trump","Evangelical",51
"1415","Donald Trump","Evangelical",38
"1416","Donald Trump","Evangelical",35
"1417","Donald Trump","Evangelical",38
"1418","Donald Trump","Evangelical",34
"1419","Gary Johnson","Evangelical",30
"1420","Donald Trump","Evangelical",57
"1421","Donald Trump","Evangelical",63
"1422","Donald Trump","Evangelical",31
"1423","Donald Trump","Evangelical",81
"1424","Donald Trump","Evangelical",69
"1425","Gary Johnson","Evangelical",45
"1426","Donald Trump","Evangelical",40
"1427","Hillary Clinton","Evangelical",67
"1428","Donald Trump","Evangelical",30
"1429","Donald Trump","Evangelical",73
"1430","Donald Trump","Evangelical",68
"1431","Hillary Clinton","Evangelical",55
"1432","Other","Evangelical",55
"1433","Donald Trump","Evangelical",62
"1434","Hillary Clinton","Evangelical",79
"1435","Donald Trump","Evangelical",71
"1436","Donald Trump","Evangelical",74
"1437","Donald Trump","Evangelical",66
"1438","Hillary Clinton","Evangelical",36
"1439","Donald Trump","Evangelical",57
"1440",NA,"Evangelical",49
"1441","Evan McMullin","Evangelical",51
"1442","Hillary Clinton","Evangelical",45
"1443","Hillary Clinton","Evangelical",57
"1444","Donald Trump","Evangelical",51
"1445","Donald Trump","Evangelical",61
"1446","Donald Trump","Evangelical",60
"1447","Not Vote","Evangelical",60
"1448","Donald Trump","Evangelical",61
"1449","Hillary Clinton","Evangelical",51
"1450","Donald Trump","Evangelical",69
"1451","Donald Trump","Evangelical",70
"1452","Hillary Clinton","Evangelical",69
"1453",NA,"Evangelical",71
"1454","Donald Trump","Evangelical",81
"1455","Donald Trump","Evangelical",74
"1456","Donald Trump","Evangelical",79
"1457","Hillary Clinton","Evangelical",72
"1458","Donald Trump","Evangelical",61
"1459","Donald Trump","Evangelical",56
"1460","Donald Trump","Evangelical",62
"1461",NA,"Evangelical",55
"1462","Hillary Clinton","Evangelical",56
"1463",NA,"Evangelical",23
"1464","Donald Trump","Evangelical",27
"1465","Donald Trump","Evangelical",50
"1466","Hillary Clinton","Evangelical",48
"1467","Donald Trump","Evangelical",59
"1468","Hillary Clinton","Evangelical",65
"1469","Hillary Clinton","Evangelical",70
"1470","Hillary Clinton","Evangelical",30
"1471","Donald Trump","Evangelical",77
"1472","Other","Evangelical",31
"1473","Donald Trump","Evangelical",65
"1474","Donald Trump","Evangelical",70
"1475",NA,"Evangelical",21
"1476","Hillary Clinton","Evangelical",62
"1477","Donald Trump","Evangelical",53
"1478","Donald Trump","Evangelical",51
"1479","Donald Trump","Evangelical",59
"1480","Hillary Clinton","Evangelical",51
"1481",NA,"Evangelical",51
"1482","Donald Trump","Evangelical",57
"1483","Hillary Clinton","Evangelical",56
"1484","Hillary Clinton","Evangelical",70
"1485","Hillary Clinton","Evangelical",73
"1486","Donald Trump","Evangelical",70
"1487",NA,"Evangelical",48
"1488","Other","Evangelical",45
"1489","Donald Trump","Evangelical",58
"1490","Donald Trump","Evangelical",25
"1491","Donald Trump","Evangelical",33
"1492","Hillary Clinton","Evangelical",65
"1493","Hillary Clinton","Evangelical",64
"1494","Hillary Clinton","Evangelical",58
"1495","Donald Trump","Evangelical",72
"1496","Donald Trump","Evangelical",62
"1497","Donald Trump","Evangelical",79
"1498","Donald Trump","Evangelical",81
"1499","Donald Trump","Evangelical",73
"1500","Donald Trump","Evangelical",69
"1501",NA,"Evangelical",71
"1502","Donald Trump","Evangelical",72
"1503","Donald Trump","Evangelical",89
"1504","Donald Trump","Evangelical",56
"1505","Donald Trump","Evangelical",39
"1506","Donald Trump","Evangelical",34
"1507","Hillary Clinton","Evangelical",72
"1508","Donald Trump","Evangelical",80
"1509","Hillary Clinton","Evangelical",42
"1510",NA,"Evangelical",19
"1511","Other","Evangelical",29
"1512","Hillary Clinton","Evangelical",75
"1513","Other","Evangelical",33
"1514","Donald Trump","Evangelical",54
"1515",NA,"Evangelical",52
"1516","Gary Johnson","Evangelical",35
"1517","Donald Trump","Evangelical",67
"1518","Donald Trump","Evangelical",37
"1519","Donald Trump","Evangelical",41
"1520","Donald Trump","Evangelical",65
"1521","Gary Johnson","Evangelical",57
"1522","Hillary Clinton","Evangelical",54
"1523","Donald Trump","Evangelical",81
"1524","Donald Trump","Evangelical",90
"1525","Donald Trump","Evangelical",71
"1526","Other","Evangelical",49
"1527","Donald Trump","Evangelical",41
"1528","Hillary Clinton","Evangelical",30
"1529",NA,"Evangelical",57
"1530","Donald Trump","Evangelical",81
"1531",NA,"Evangelical",78
"1532","Donald Trump","Evangelical",60
"1533","Hillary Clinton","Evangelical",54
"1534","Donald Trump","Evangelical",55
"1535","Donald Trump","Evangelical",59
"1536","Donald Trump","Evangelical",53
"1537","Donald Trump","Evangelical",61
"1538","Hillary Clinton","Evangelical",42
"1539","Donald Trump","Evangelical",74
"1540","Donald Trump","Evangelical",73
"1541","Donald Trump","Evangelical",86
"1542","Donald Trump","Evangelical",85
"1543","Donald Trump","Evangelical",83
"1544","Other","Evangelical",57
"1545","Gary Johnson","Evangelical",54
"1546","Donald Trump","Evangelical",54
"1547","Donald Trump","Evangelical",55
"1548","Donald Trump","Evangelical",56
"1549","Donald Trump","Evangelical",50
"1550","Hillary Clinton","Evangelical",49
"1551","Donald Trump","Evangelical",77
"1552",NA,"Evangelical",54
"1553",NA,"Evangelical",38
"1554",NA,"Evangelical",74
"1555","Gary Johnson","Evangelical",31
"1556","Hillary Clinton","Evangelical",53
"1557","Donald Trump","Evangelical",83
"1558","Donald Trump","Evangelical",51
"1559","Hillary Clinton","Evangelical",57
"1560","Hillary Clinton","Evangelical",60
"1561","Donald Trump","Evangelical",68
"1562","Donald Trump","Evangelical",68
"1563","Donald Trump","Evangelical",67
"1564","Donald Trump","Evangelical",55
"1565","Gary Johnson","Evangelical",58
"1566","Hillary Clinton","Evangelical",53
"1567",NA,"Evangelical",70
"1568",NA,"Evangelical",52
"1569","Donald Trump","Evangelical",53
"1570","Donald Trump","Evangelical",58
"1571","Donald Trump","Evangelical",58
"1572","Donald Trump","Evangelical",60
"1573","Gary Johnson","Evangelical",64
"1574","Donald Trump","Evangelical",63
"1575","Donald Trump","Evangelical",52
"1576",NA,"Evangelical",60
"1577","Donald Trump","Evangelical",48
"1578","Donald Trump","Evangelical",84
"1579","Donald Trump","Evangelical",67
"1580","Donald Trump","Evangelical",76
"1581","Donald Trump","Evangelical",82
"1582","Hillary Clinton","Evangelical",48
"1583","Donald Trump","Evangelical",52
"1584","Donald Trump","Evangelical",60
"1585","Donald Trump","Evangelical",50
"1586","Donald Trump","Evangelical",55
"1587","Hillary Clinton","Evangelical",63
"1588","Donald Trump","Evangelical",73
"1589","Donald Trump","Evangelical",51
"1590",NA,"Evangelical",55
"1591","Other","Evangelical",63
"1592","Hillary Clinton","Evangelical",52
"1593","Hillary Clinton","Evangelical",66
"1594","Hillary Clinton","Evangelical",58
"1595","Donald Trump","Evangelical",62
"1596","Donald Trump","Evangelical",35
"1597","Donald Trump","Evangelical",73
"1598","Donald Trump","Evangelical",73
"1599","Hillary Clinton","Evangelical",63
"1600","Donald Trump","Evangelical",57
"1601","Donald Trump","Evangelical",64
"1602","Donald Trump","Evangelical",47
"1603","Donald Trump","Evangelical",47
"1604","Donald Trump","Evangelical",63
"1605","Donald Trump","Evangelical",90
"1606","Donald Trump","Evangelical",65
"1607","Donald Trump","Evangelical",65
"1608","Donald Trump","Evangelical",77
"1609","Donald Trump","Evangelical",77
"1610","Donald Trump","Evangelical",65
"1611","Donald Trump","Evangelical",41
"1612","Donald Trump","Evangelical",77
"1613","Donald Trump","Evangelical",82
"1614","Hillary Clinton","Evangelical",63
"1615","Donald Trump","Evangelical",46
"1616","Gary Johnson","Evangelical",53
"1617","Donald Trump","Evangelical",59
"1618","Hillary Clinton","Evangelical",27
"1619","Donald Trump","Evangelical",58
"1620","Hillary Clinton","Evangelical",64
"1621","Donald Trump","Evangelical",62
"1622","Hillary Clinton","Evangelical",69
"1623","Donald Trump","Evangelical",71
"1624","Donald Trump","Evangelical",66
"1625","Donald Trump","Evangelical",65
"1626","Donald Trump","Evangelical",67
"1627",NA,"Evangelical",79
"1628","Donald Trump","Evangelical",53
"1629","Donald Trump","Evangelical",56
"1630","Donald Trump","Evangelical",64
"1631","Hillary Clinton","Evangelical",46
"1632","Donald Trump","Evangelical",62
"1633","Donald Trump","Evangelical",76
"1634","Hillary Clinton","Evangelical",63
"1635","Donald Trump","Evangelical",53
"1636","Hillary Clinton","Evangelical",62
"1637","Donald Trump","Evangelical",55
"1638","Donald Trump","Evangelical",27
"1639",NA,"Evangelical",26
"1640","Donald Trump","Evangelical",40
"1641","Donald Trump","Evangelical",61
"1642","Hillary Clinton","Evangelical",74
"1643","Donald Trump","Evangelical",44
"1644","Hillary Clinton","Evangelical",29
"1645","Donald Trump","Evangelical",22
"1646","Donald Trump","Evangelical",69
"1647","Donald Trump","Evangelical",81
"1648","Donald Trump","Evangelical",66
"1649","Donald Trump","Evangelical",69
"1650","Donald Trump","Evangelical",56
"1651","Hillary Clinton","Evangelical",62
"1652","Hillary Clinton","Evangelical",53
"1653","Donald Trump","Evangelical",73
"1654","Donald Trump","Evangelical",73
"1655","Hillary Clinton","Evangelical",66
"1656","Donald Trump","Evangelical",68
"1657","Hillary Clinton","Evangelical",68
"1658","Donald Trump","Evangelical",66
"1659","Other","Evangelical",54
"1660","Hillary Clinton","Evangelical",77
"1661","Donald Trump","Evangelical",79
"1662","Hillary Clinton","Evangelical",45
"1663","Donald Trump","Evangelical",52
"1664","Hillary Clinton","Evangelical",54
"1665","Donald Trump","Evangelical",63
"1666","Hillary Clinton","Evangelical",59
"1667","Donald Trump","Evangelical",57
"1668","Donald Trump","Evangelical",56
"1669","Hillary Clinton","Evangelical",75
"1670","Donald Trump","Evangelical",71
"1671","Donald Trump","Evangelical",78
"1672","Donald Trump","Evangelical",74
"1673","Hillary Clinton","Evangelical",78
"1674","Donald Trump","Evangelical",77
"1675","Donald Trump","Evangelical",69
"1676","Gary Johnson","Evangelical",68
"1677","Donald Trump","Evangelical",68
"1678","Donald Trump","Evangelical",74
"1679","Hillary Clinton","Evangelical",80
"1680","Donald Trump","Evangelical",72
"1681","Donald Trump","Evangelical",51
"1682","Hillary Clinton","Evangelical",59
"1683","Donald Trump","Evangelical",45
"1684","Hillary Clinton","Evangelical",53
"1685","Donald Trump","Evangelical",55
"1686","Hillary Clinton","Evangelical",29
"1687",NA,"Evangelical",53
"1688","Hillary Clinton","Evangelical",64
"1689","Hillary Clinton","Evangelical",47
"1690","Donald Trump","Evangelical",72
"1691","Hillary Clinton","Evangelical",63
"1692","Donald Trump","Evangelical",60
"1693",NA,"Evangelical",35
"1694","Hillary Clinton","Evangelical",56
"1695","Donald Trump","Evangelical",44
"1696","Other","Evangelical",30
"1697","Hillary Clinton","Evangelical",30
"1698","Hillary Clinton","Evangelical",33
"1699","Donald Trump","Evangelical",80
"1700","Donald Trump","Evangelical",66
"1701","Donald Trump","Evangelical",54
"1702","Gary Johnson","Evangelical",46
"1703","Donald Trump","Evangelical",60
"1704","Hillary Clinton","Evangelical",70
"1705","Donald Trump","Evangelical",65
"1706","Donald Trump","Evangelical",71
"1707","Hillary Clinton","Evangelical",66
"1708","Donald Trump","Evangelical",71
"1709","Donald Trump","Evangelical",69
"1710","Donald Trump","Evangelical",47
"1711","Hillary Clinton","Evangelical",57
"1712","Donald Trump","Evangelical",46
"1713","Donald Trump","Evangelical",50
"1714","Hillary Clinton","Evangelical",42
"1715",NA,"Evangelical",30
"1716","Hillary Clinton","Evangelical",34
"1717","Donald Trump","Evangelical",39
"1718","Donald Trump","Evangelical",56
"1719","Donald Trump","Evangelical",59
"1720","Donald Trump","Evangelical",58
"1721","Donald Trump","Evangelical",81
"1722","Donald Trump","Evangelical",70
"1723","Donald Trump","Evangelical",77
"1724","Donald Trump","Evangelical",41
"1725","Donald Trump","Evangelical",44
"1726","Donald Trump","Evangelical",62
"1727","Other","Evangelical",37
"1728","Donald Trump","Evangelical",47
"1729","Donald Trump","Evangelical",61
"1730","Gary Johnson","Evangelical",37
"1731","Donald Trump","Evangelical",37
"1732","Donald Trump","Evangelical",26
"1733",NA,"Evangelical",51
"1734","Donald Trump","Evangelical",60
"1735",NA,"Evangelical",52
"1736","Donald Trump","Evangelical",57
"1737","Hillary Clinton","Evangelical",58
"1738","Other","Evangelical",60
"1739","Donald Trump","Evangelical",70
"1740","Donald Trump","Evangelical",76
"1741","Donald Trump","Evangelical",66
"1742","Donald Trump","Evangelical",64
"1743","Donald Trump","Evangelical",61
"1744","Hillary Clinton","Evangelical",55
"1745","Hillary Clinton","Evangelical",41
"1746","Donald Trump","Evangelical",76
"1747","Donald Trump","Evangelical",80
"1748","Donald Trump","Evangelical",63
"1749","Donald Trump","Evangelical",60
"1750","Hillary Clinton","Evangelical",59
"1751","Donald Trump","Evangelical",61
"1752","Hillary Clinton","Evangelical",57
"1753","Hillary Clinton","Evangelical",56
"1754","Gary Johnson","Evangelical",55
"1755","Donald Trump","Evangelical",58
"1756",NA,"Evangelical",60
"1757",NA,"Evangelical",50
"1758",NA,"Evangelical",54
"1759","Donald Trump","Evangelical",81
"1760","Donald Trump","Evangelical",77
"1761","Donald Trump","Evangelical",78
"1762","Donald Trump","Evangelical",71
"1763","Hillary Clinton","Evangelical",44
"1764","Donald Trump","Evangelical",58
"1765","Donald Trump","Evangelical",52
"1766","Donald Trump","Evangelical",60
"1767","Donald Trump","Evangelical",68
"1768","Donald Trump","Evangelical",62
"1769","Donald Trump","Evangelical",59
"1770","Donald Trump","Evangelical",48
"1771","Donald Trump","Evangelical",21
"1772","Donald Trump","Evangelical",51
"1773",NA,"Evangelical",43
"1774","Donald Trump","Evangelical",74
"1775","Donald Trump","Evangelical",35
"1776","Donald Trump","Evangelical",75
"1777","Hillary Clinton","Evangelical",63
"1778","Hillary Clinton","Evangelical",47
"1779","Donald Trump","Evangelical",62
"1780",NA,"Evangelical",64
"1781","Donald Trump","Evangelical",79
"1782","Hillary Clinton","Evangelical",75
"1783","Hillary Clinton","Evangelical",69
"1784","Donald Trump","Evangelical",67
"1785","Donald Trump","Evangelical",60
"1786","Donald Trump","Evangelical",54
"1787","Hillary Clinton","Evangelical",42
"1788","Donald Trump","Evangelical",76
"1789","Donald Trump","Evangelical",53
"1790","Donald Trump","Evangelical",51
"1791","Hillary Clinton","Evangelical",29
"1792","Donald Trump","Evangelical",49
"1793","Hillary Clinton","Evangelical",64
"1794","Hillary Clinton","Evangelical",66
"1795","Donald Trump","Evangelical",68
"1796","Donald Trump","Evangelical",80
"1797","Donald Trump","Evangelical",85
"1798","Donald Trump","Evangelical",49
"1799","Hillary Clinton","Evangelical",64
"1800","Hillary Clinton","Evangelical",59
"1801","Hillary Clinton","Evangelical",64
"1802","Donald Trump","Evangelical",45
"1803","Gary Johnson","Evangelical",46
"1804","Donald Trump","Evangelical",29
"1805",NA,"Evangelical",35
"1806","Donald Trump","Evangelical",67
"1807","Hillary Clinton","Evangelical",35
"1808","Hillary Clinton","Evangelical",65
"1809",NA,"Evangelical",54
"1810",NA,"Evangelical",35
"1811",NA,"Evangelical",33
"1812","Donald Trump","Evangelical",73
"1813","Donald Trump","Evangelical",67
"1814","Donald Trump","Evangelical",61
"1815","Hillary Clinton","Evangelical",60
"1816","Donald Trump","Evangelical",60
"1817","Donald Trump","Evangelical",64
"1818","Donald Trump","Evangelical",59
"1819","Donald Trump","Evangelical",60
"1820","Donald Trump","Evangelical",79
"1821","Hillary Clinton","Evangelical",69
"1822","Donald Trump","Evangelical",67
"1823","Hillary Clinton","Evangelical",83
"1824","Donald Trump","Evangelical",51
"1825","Gary Johnson","Evangelical",31
"1826","Hillary Clinton","Evangelical",62
"1827","Hillary Clinton","Evangelical",55
"1828","Donald Trump","Evangelical",71
"1829","Donald Trump","Evangelical",72
"1830","Donald Trump","Evangelical",58
"1831","Hillary Clinton","Evangelical",59
"1832",NA,"Evangelical",64
"1833","Donald Trump","Evangelical",64
"1834","Hillary Clinton","Evangelical",59
"1835","Donald Trump","Evangelical",84
"1836","Hillary Clinton","Evangelical",62
"1837","Donald Trump","Evangelical",55
"1838",NA,"Evangelical",55
"1839","Donald Trump","Evangelical",57
"1840","Other","Evangelical",60
"1841","Hillary Clinton","Evangelical",41
"1842","Donald Trump","Evangelical",57
"1843","Donald Trump","Evangelical",67
"1844","Donald Trump","Evangelical",31
"1845","Donald Trump","Evangelical",31
"1846",NA,"Evangelical",41
"1847",NA,"Evangelical",47
"1848","Donald Trump","Evangelical",51
"1849","Hillary Clinton","Evangelical",60
"1850","Donald Trump","Evangelical",54
"1851","Donald Trump","Evangelical",66
"1852","Donald Trump","Evangelical",80
"1853","Hillary Clinton","Evangelical",81
"1854","Hillary Clinton","Evangelical",73
"1855","Donald Trump","Evangelical",55
"1856","Donald Trump","Evangelical",48
"1857","Hillary Clinton","Evangelical",56
"1858","Donald Trump","Evangelical",55
"1859","Donald Trump","Evangelical",57
"1860","Other","Evangelical",53
"1861","Donald Trump","Evangelical",55
"1862","Donald Trump","Evangelical",77
"1863","Hillary Clinton","Evangelical",70
"1864",NA,"Evangelical",70
"1865","Donald Trump","Evangelical",70
"1866",NA,"Evangelical",64
"1867","Donald Trump","Evangelical",58
"1868","Donald Trump","Evangelical",56
"1869","Donald Trump","Evangelical",54
"1870",NA,"Evangelical",24
"1871","Evan McMullin","Evangelical",25
"1872","Donald Trump","Evangelical",57
"1873","Hillary Clinton","Evangelical",76
"1874","Donald Trump","Evangelical",66
"1875","Donald Trump","Evangelical",78
"1876","Hillary Clinton","Evangelical",65
"1877","Other","Evangelical",87
"1878","Hillary Clinton","Evangelical",76
"1879","Donald Trump","Evangelical",74
"1880","Donald Trump","Evangelical",61
"1881","Hillary Clinton","Evangelical",45
"1882","Donald Trump","Evangelical",56
"1883","Donald Trump","Evangelical",56
"1884",NA,"Evangelical",29
"1885","Donald Trump","Evangelical",44
"1886",NA,"Evangelical",29
"1887","Donald Trump","Evangelical",64
"1888","Hillary Clinton","Evangelical",26
"1889","Hillary Clinton","Evangelical",51
"1890","Hillary Clinton","Evangelical",24
"1891","Donald Trump","Evangelical",52
"1892","Hillary Clinton","Evangelical",48
"1893","Donald Trump","Evangelical",30
"1894","Donald Trump","Evangelical",37
"1895","Donald Trump","Evangelical",68
"1896",NA,"Evangelical",49
"1897","Hillary Clinton","Evangelical",58
"1898","Donald Trump","Evangelical",58
"1899","Donald Trump","Evangelical",64
"1900","Hillary Clinton","Evangelical",64
"1901","Donald Trump","Evangelical",59
"1902","Donald Trump","Evangelical",45
"1903","Donald Trump","Evangelical",47
"1904","Hillary Clinton","Evangelical",62
"1905","Donald Trump","Evangelical",77
"1906",NA,"Evangelical",79
"1907","Donald Trump","Evangelical",72
"1908","Donald Trump","Evangelical",78
"1909","Donald Trump","Evangelical",76
"1910","Donald Trump","Evangelical",72
"1911","Donald Trump","Evangelical",75
"1912","Donald Trump","Evangelical",80
"1913","Donald Trump","Evangelical",72
"1914","Donald Trump","Evangelical",57
"1915","Donald Trump","Evangelical",45
"1916","Hillary Clinton","Evangelical",79
"1917",NA,"Evangelical",29
"1918",NA,"Evangelical",41
"1919",NA,"Evangelical",31
"1920","Hillary Clinton","Evangelical",82
"1921","Hillary Clinton","Evangelical",61
"1922","Hillary Clinton","Evangelical",27
"1923","Donald Trump","Evangelical",63
"1924","Hillary Clinton","Evangelical",59
"1925","Other","Evangelical",68
"1926","Hillary Clinton","Evangelical",34
"1927","Donald Trump","Evangelical",57
"1928","Donald Trump","Evangelical",47
"1929","Hillary Clinton","Evangelical",55
"1930","Donald Trump","Evangelical",57
"1931","Other","Evangelical",54
"1932","Donald Trump","Evangelical",50
"1933","Hillary Clinton","Evangelical",59
"1934","Donald Trump","Evangelical",56
"1935","Hillary Clinton","Evangelical",62
"1936","Donald Trump","Evangelical",41
"1937","Donald Trump","Evangelical",75
"1938","Hillary Clinton","Evangelical",70
"1939","Donald Trump","Evangelical",93
"1940",NA,"Evangelical",67
"1941","Donald Trump","Evangelical",81
"1942",NA,"Evangelical",48
"1943","Donald Trump","Evangelical",59
"1944","Donald Trump","Evangelical",47
"1945","Hillary Clinton","Evangelical",57
"1946","Donald Trump","Evangelical",64
"1947",NA,"Evangelical",60
"1948","Hillary Clinton","Evangelical",68
"1949","Donald Trump","Evangelical",77
"1950","Donald Trump","Evangelical",80
"1951","Hillary Clinton","Evangelical",75
"1952","Gary Johnson","Evangelical",62
"1953","Donald Trump","Evangelical",53
"1954","Not Sure","Evangelical",63
"1955","Donald Trump","Evangelical",35
"1956","Hillary Clinton","Evangelical",70
"1957","Donald Trump","Evangelical",77
"1958","Hillary Clinton","Evangelical",58
"1959","Donald Trump","Evangelical",60
"1960","Donald Trump","Evangelical",61
"1961","Hillary Clinton","Evangelical",64
"1962","Donald Trump","Evangelical",46
"1963","Donald Trump","Evangelical",62
"1964","Donald Trump","Evangelical",64
"1965","Donald Trump","Evangelical",63
"1966","Donald Trump","Evangelical",65
"1967","Donald Trump","Evangelical",73
"1968","Donald Trump","Evangelical",79
"1969","Donald Trump","Evangelical",68
"1970","Gary Johnson","Evangelical",60
"1971","Donald Trump","Evangelical",53
"1972","Donald Trump","Evangelical",63
"1973","Donald Trump","Evangelical",64
"1974",NA,"Evangelical",24
"1975","Donald Trump","Evangelical",49
"1976","Hillary Clinton","Evangelical",43
"1977","Donald Trump","Evangelical",55
"1978","Donald Trump","Evangelical",59
"1979","Donald Trump","Evangelical",75
"1980",NA,"Evangelical",24
"1981","Gary Johnson","Evangelical",27
"1982","Donald Trump","Evangelical",57
"1983",NA,"Evangelical",62
"1984","Hillary Clinton","Evangelical",59
"1985",NA,"Evangelical",50
"1986","Donald Trump","Evangelical",64
"1987","Hillary Clinton","Evangelical",63
"1988","Hillary Clinton","Evangelical",85
"1989","Donald Trump","Evangelical",66
"1990","Donald Trump","Evangelical",79
"1991","Hillary Clinton","Evangelical",72
"1992","Donald Trump","Evangelical",68
"1993","Donald Trump","Evangelical",68
"1994","Hillary Clinton","Evangelical",60
"1995","Hillary Clinton","Evangelical",51
"1996","Other","Evangelical",24
"1997","Evan McMullin","Evangelical",30
"1998","Donald Trump","Evangelical",76
"1999","Donald Trump","Evangelical",81
"2000","Donald Trump","Evangelical",59
"2001","Hillary Clinton","Evangelical",58
"2002","Hillary Clinton","Evangelical",54
"2003","Hillary Clinton","Evangelical",59
"2004","Donald Trump","Evangelical",54
"2005","Donald Trump","Evangelical",71
"2006","Donald Trump","Evangelical",81
"2007","Donald Trump","Evangelical",79
"2008","Donald Trump","Evangelical",85
"2009","Donald Trump","Evangelical",64
"2010","Donald Trump","Evangelical",63
"2011","Donald Trump","Evangelical",51
"2012","Other","Evangelical",50
"2013",NA,"Evangelical",45
"2014","Donald Trump","Evangelical",82
"2015","Hillary Clinton","Evangelical",55
"2016","Donald Trump","Evangelical",45
"2017","Hillary Clinton","Evangelical",71
"2018","Donald Trump","Evangelical",55
"2019","Other","Evangelical",62
"2020","Donald Trump","Evangelical",77
"2021",NA,"Evangelical",35
"2022",NA,"Evangelical",41
"2023","Hillary Clinton","Evangelical",32
"2024","Donald Trump","Evangelical",44
"2025","Donald Trump","Evangelical",69
"2026","Donald Trump","Evangelical",26
"2027","Other","Evangelical",51
"2028","Hillary Clinton","Evangelical",48
"2029","Donald Trump","Evangelical",54
"2030","Hillary Clinton","Evangelical",62
"2031","Donald Trump","Evangelical",73
"2032","Hillary Clinton","Evangelical",79
"2033","Donald Trump","Evangelical",75
"2034",NA,"Evangelical",74
"2035","Hillary Clinton","Evangelical",73
"2036","Donald Trump","Evangelical",69
"2037","Donald Trump","Evangelical",70
"2038","Hillary Clinton","Evangelical",69
"2039","Donald Trump","Evangelical",53
"2040","Hillary Clinton","Evangelical",50
"2041",NA,"Evangelical",23
"2042","Donald Trump","Evangelical",42
"2043","Hillary Clinton","Evangelical",59
"2044","Hillary Clinton","Evangelical",68
"2045","Donald Trump","Evangelical",54
"2046","Donald Trump","Evangelical",62
"2047","Donald Trump","Evangelical",54
"2048","Hillary Clinton","Evangelical",59
"2049",NA,"Evangelical",74
