"","religpew","pew_bornagain","pid7","race"
"50557",2,2,1,1
"50558",2,2,2,1
"50559",9,2,4,1
"50560",11,2,2,1
"50561",5,2,3,1
"50562",11,2,7,1
"50563",1,2,4,2
"50564",1,1,6,1
"50565",2,2,3,1
"50566",1,2,1,2
"50567",4,8,2,1
"50568",1,2,4,1
"50569",11,2,2,1
"50570",9,2,8,1
"50571",11,1,7,1
"50572",2,2,1,1
"50573",11,2,4,1
"50574",10,2,3,1
"50575",1,1,2,1
"50576",1,2,2,1
"50577",1,2,2,1
"50578",4,2,1,1
"50579",2,2,2,2
"50580",1,1,6,1
"50581",2,2,7,1
"50582",9,2,4,4
"50583",1,2,4,1
"50584",2,2,2,4
"50585",1,1,7,1
"50586",2,2,2,1
"50587",1,1,5,1
"50588",1,2,2,1
"50589",5,2,3,3
"50590",12,2,4,1
"50591",9,2,4,1
"50592",10,2,2,1
"50593",9,2,3,1
"50594",1,1,1,1
"50595",1,1,7,1
"50596",1,1,2,1
"50597",2,2,5,1
"50598",1,1,7,1
"50599",9,2,4,1
"50600",12,2,3,1
"50601",12,1,2,3
"50602",11,2,3,1
"50603",11,2,6,6
"50604",9,2,4,1
"50605",10,2,1,1
"50606",1,2,5,1
"50607",2,2,4,1
"50608",1,2,4,1
"50609",12,2,1,1
"50610",2,2,7,1
"50611",1,2,2,1
"50612",9,2,1,1
"50613",1,1,7,1
"50614",2,2,7,1
"50615",2,1,7,1
"50616",10,2,2,1
"50617",1,1,6,1
"50618",2,1,7,1
"50619",11,2,4,6
"50620",11,1,1,2
"50621",11,2,4,1
"50622",2,2,8,1
"50623",2,2,2,1
"50624",2,1,1,1
"50625",1,2,6,1
"50626",2,2,2,1
"50627",11,2,7,1
"50628",11,2,4,7
"50629",2,2,3,1
"50630",1,2,4,1
"50631",1,1,7,1
"50632",1,2,1,1
"50633",9,2,1,1
"50634",11,2,2,1
"50635",2,1,7,1
"50636",2,1,1,3
"50637",10,2,1,1
"50638",2,2,6,1
"50639",2,2,1,3
"50640",1,1,6,1
"50641",11,1,4,1
"50642",1,1,4,1
"50643",1,1,1,2
"50644",9,2,6,1
"50645",1,2,6,1
"50646",2,2,7,1
"50647",1,2,6,1
"50648",1,1,4,2
"50649",12,2,6,1
"50650",9,2,2,4
"50651",1,1,7,1
"50652",1,2,4,1
"50653",9,2,1,1
"50654",2,2,6,1
"50655",2,2,2,1
"50656",2,2,1,1
"50657",1,1,7,1
"50658",10,2,3,6
"50659",11,2,2,1
"50660",1,2,7,1
"50661",1,1,3,1
"50662",2,2,3,1
"50663",1,1,4,1
"50664",3,2,7,1
"50665",11,2,6,1
"50666",11,2,8,1
"50667",1,1,6,6
"50668",1,2,1,1
"50669",12,2,6,1
"50670",11,2,6,1
"50671",12,2,1,1
"50672",1,2,5,1
"50673",11,2,4,1
"50674",1,1,7,1
"50675",1,1,4,2
"50676",1,1,1,1
"50677",2,2,4,1
"50678",2,2,3,1
"50679",1,1,1,2
"50680",1,2,6,1
"50681",2,1,5,1
"50682",1,2,4,1
"50683",1,2,3,1
"50684",9,2,4,1
"50685",8,2,4,4
"50686",2,2,2,1
"50687",9,2,4,1
"50688",11,2,4,1
"50689",10,2,1,1
"50690",2,2,7,1
"50691",1,2,1,1
"50692",2,2,1,1
"50693",1,1,4,1
"50694",10,2,1,1
"50695",12,2,4,2
"50696",1,1,3,1
"50697",1,1,2,1
"50698",9,2,1,1
"50699",2,2,6,1
"50700",1,2,2,1
"50701",2,2,6,1
"50702",10,2,3,3
"50703",10,2,6,1
"50704",9,2,6,4
"50705",2,2,4,1
"50706",2,2,2,4
"50707",1,1,3,1
"50708",2,2,4,1
"50709",5,2,1,1
"50710",1,2,5,2
"50711",2,2,6,1
"50712",11,2,1,1
"50713",11,2,1,1
"50714",2,2,1,2
"50715",1,1,1,1
"50716",1,1,5,1
"50717",2,2,6,1
"50718",1,1,7,1
"50719",1,2,7,1
"50720",11,2,4,1
"50721",1,2,1,2
"50722",1,1,4,1
"50723",7,2,7,1
"50724",11,2,3,2
"50725",10,1,1,1
"50726",11,2,8,1
"50727",11,2,3,1
"50728",1,2,5,1
"50729",11,2,5,6
"50730",2,2,7,6
"50731",1,2,3,1
"50732",11,2,8,1
"50733",2,2,8,1
"50734",10,2,1,4
"50735",2,2,6,1
"50736",1,1,3,3
"50737",1,1,6,1
"50738",11,2,2,2
"50739",2,2,1,1
"50740",11,1,1,2
"50741",2,2,2,4
"50742",1,1,7,1
"50743",9,2,8,1
"50744",11,2,2,1
"50745",1,1,2,1
"50746",9,2,8,1
"50747",2,1,7,3
"50748",2,2,8,1
"50749",1,2,2,3
"50750",7,2,8,1
"50751",1,1,1,2
"50752",1,1,7,1
"50753",1,2,7,1
"50754",10,2,1,1
"50755",2,1,2,1
"50756",1,1,5,4
"50757",2,2,4,1
"50758",11,2,6,1
"50759",2,2,7,1
"50760",11,2,4,1
"50761",5,2,6,5
"50762",1,2,1,2
"50763",1,2,5,1
"50764",1,1,2,2
"50765",9,2,2,1
"50766",5,2,6,1
"50767",1,1,7,1
"50768",2,1,1,2
"50769",10,2,4,1
"50770",2,2,1,1
"50771",1,1,4,2
"50772",1,1,4,1
"50773",1,1,6,1
"50774",2,1,4,1
"50775",2,2,6,1
"50776",1,1,6,1
"50777",2,2,1,3
"50778",2,2,6,1
"50779",1,2,5,1
"50780",1,1,8,1
"50781",12,2,1,1
"50782",12,2,6,2
"50783",1,1,7,1
"50784",1,2,5,1
"50785",2,2,8,4
"50786",10,2,3,1
"50787",1,1,4,1
"50788",1,1,7,1
"50789",9,2,1,1
"50790",10,2,1,1
"50791",11,2,4,1
"50792",11,2,4,1
"50793",2,1,7,1
"50794",7,2,1,4
"50795",1,1,7,1
"50796",2,2,2,1
"50797",11,2,1,1
"50798",9,2,4,3
"50799",12,2,3,1
"50800",1,1,6,1
"50801",1,1,7,1
"50802",1,1,2,1
"50803",12,2,5,1
"50804",12,2,4,1
"50805",9,2,1,1
"50806",2,2,7,3
"50807",10,2,8,1
"50808",1,1,4,1
"50809",11,1,1,3
"50810",1,1,5,1
"50811",2,2,1,1
"50812",11,2,4,1
"50813",11,1,1,1
"50814",1,2,1,1
"50815",1,1,2,1
"50816",12,2,1,2
"50817",11,2,4,1
"50818",1,1,7,1
"50819",10,2,1,2
"50820",1,1,1,6
"50821",11,2,2,1
"50822",1,1,4,1
"50823",11,2,1,2
"50824",2,2,2,1
"50825",1,2,6,1
"50826",1,1,7,1
"50827",1,1,7,1
"50828",2,2,2,1
"50829",11,2,4,1
"50830",1,2,7,1
"50831",2,2,5,1
"50832",11,1,4,1
"50833",1,2,4,2
"50834",2,2,7,1
"50835",5,2,5,1
"50836",9,2,3,1
"50837",11,2,7,1
"50838",1,2,7,1
"50839",1,2,3,1
"50840",1,2,6,1
"50841",1,2,6,1
"50842",1,1,4,1
"50843",2,2,1,3
"50844",1,1,7,1
"50845",5,2,2,1
"50846",1,1,1,2
"50847",3,2,4,3
"50848",1,1,7,1
"50849",1,2,3,2
"50850",1,1,1,2
"50851",11,2,5,1
"50852",1,1,8,3
"50853",1,1,2,3
"50854",11,2,6,2
"50855",11,2,1,2
"50856",1,2,2,1
"50857",12,2,3,1
"50858",11,2,4,1
"50859",2,2,2,1
"50860",11,2,1,1
"50861",1,1,7,1
"50862",2,2,4,1
"50863",1,1,1,2
"50864",11,2,7,3
"50865",2,1,1,1
"50866",1,1,7,1
"50867",1,2,6,1
"50868",1,1,5,1
"50869",1,1,7,1
"50870",10,2,3,1
"50871",1,1,4,1
"50872",1,2,2,1
"50873",9,2,1,1
"50874",1,2,5,4
"50875",2,1,5,1
"50876",1,1,1,2
"50877",3,1,6,1
"50878",1,1,6,1
"50879",2,2,2,1
"50880",1,1,7,1
"50881",3,2,5,1
"50882",10,2,6,1
"50883",1,1,3,1
"50884",1,2,1,2
"50885",1,1,7,1
"50886",1,2,1,2
"50887",1,2,1,1
"50888",9,2,4,3
"50889",12,2,8,1
"50890",8,2,7,4
"50891",11,2,3,1
"50892",11,2,4,3
"50893",2,2,6,1
"50894",10,2,3,1
"50895",1,2,2,1
"50896",11,1,3,3
"50897",11,2,3,1
"50898",2,2,6,1
"50899",11,2,6,1
"50900",1,1,7,1
"50901",11,2,8,1
"50902",11,1,7,1
"50903",2,2,1,1
"50904",1,2,2,1
"50905",1,2,6,1
"50906",2,2,6,1
"50907",1,2,1,1
"50908",1,2,3,1
"50909",1,2,3,1
"50910",1,1,4,1
"50911",1,1,7,1
"50912",11,2,7,1
"50913",2,1,1,2
"50914",1,2,6,1
"50915",2,2,1,3
"50916",2,2,1,1
"50917",1,2,2,1
"50918",3,1,5,1
"50919",10,2,3,1
"50920",2,2,5,1
"50921",3,2,6,1
"50922",2,2,4,1
"50923",10,2,4,1
"50924",10,2,1,1
"50925",2,2,6,1
"50926",1,2,1,1
"50927",11,2,2,1
"50928",9,2,3,1
"50929",12,2,2,1
"50930",2,2,6,1
"50931",2,2,1,1
"50932",11,2,4,1
"50933",1,2,1,1
"50934",11,2,1,1
"50935",2,1,2,3
"50936",1,1,1,2
"50937",1,2,3,1
"50938",2,2,2,1
"50939",2,2,4,1
"50940",11,2,6,1
"50941",2,2,7,1
"50942",2,2,2,1
"50943",1,1,4,1
"50944",2,2,2,1
"50945",1,2,4,1
"50946",9,2,1,1
"50947",1,2,1,1
"50948",1,1,5,4
"50949",9,2,1,3
"50950",11,2,1,3
"50951",6,2,2,4
"50952",12,2,7,1
"50953",11,1,3,1
"50954",2,2,6,1
"50955",1,1,7,1
"50956",12,2,4,1
"50957",10,2,6,4
"50958",4,2,5,5
"50959",12,2,8,1
"50960",1,1,7,1
"50961",1,1,1,2
"50962",2,2,2,1
"50963",2,2,1,3
"50964",10,2,1,1
"50965",2,2,1,1
"50966",2,1,8,1
"50967",1,2,1,1
"50968",1,2,5,1
"50969",1,1,1,1
"50970",11,2,1,1
"50971",10,2,5,1
"50972",1,1,7,5
"50973",12,1,7,3
"50974",1,1,4,1
"50975",1,1,2,2
"50976",7,2,4,4
"50977",9,2,1,1
"50978",1,2,5,1
"50979",1,1,5,1
"50980",1,2,4,1
"50981",10,2,1,1
"50982",1,1,8,1
"50983",1,1,7,1
"50984",2,2,5,1
"50985",9,2,1,1
"50986",11,2,4,1
"50987",9,2,4,1
"50988",2,1,2,3
"50989",1,1,2,5
"50990",11,2,2,2
"50991",11,2,8,2
"50992",10,2,1,1
"50993",11,2,1,1
"50994",2,1,1,1
"50995",1,1,6,1
"50996",11,2,6,1
"50997",12,2,7,1
"50998",2,2,8,3
"50999",1,1,2,2
"51000",11,2,2,4
"51001",10,2,6,1
"51002",11,2,1,1
"51003",2,2,2,3
"51004",2,2,7,1
"51005",11,2,2,2
"51006",11,2,1,1
"51007",2,2,5,1
"51008",2,2,2,3
"51009",10,1,5,4
"51010",1,2,7,1
"51011",10,2,5,1
"51012",1,1,4,1
"51013",1,1,1,2
"51014",2,2,3,1
"51015",9,2,4,4
"51016",1,1,7,1
"51017",12,2,2,6
"51018",11,1,4,1
"51019",9,2,1,4
"51020",1,2,2,1
"51021",11,2,4,1
"51022",1,1,1,2
"51023",1,1,4,1
"51024",12,2,4,3
"51025",11,2,4,3
"51026",12,2,1,2
"51027",9,2,6,1
"51028",2,2,7,1
"51029",2,2,2,2
"51030",12,2,2,1
"51031",1,2,1,1
"51032",2,1,1,1
"51033",8,2,7,4
"51034",10,2,3,6
"51035",10,2,3,1
"51036",1,1,2,1
"51037",11,2,2,1
"51038",1,2,2,1
"51039",1,2,1,1
"51040",1,2,1,1
"51041",2,2,2,4
"51042",11,2,4,1
"51043",12,1,5,1
"51044",10,2,1,1
"51045",1,2,7,1
"51046",2,2,4,1
"51047",11,2,3,1
"51048",1,2,4,1
"51049",11,2,1,1
"51050",2,1,7,1
"51051",1,1,6,1
"51052",2,2,5,1
"51053",10,2,4,1
"51054",1,1,2,3
"51055",10,2,5,1
"51056",1,1,2,1
"51057",11,2,5,1
"51058",1,1,5,1
"51059",1,1,8,1
"51060",1,2,5,1
"51061",1,1,4,1
"51062",2,2,1,1
"51063",2,2,1,1
"51064",2,1,1,1
"51065",12,2,1,1
"51066",11,2,2,3
"51067",1,2,2,2
"51068",12,1,7,1
"51069",2,2,4,1
"51070",11,1,8,1
"51071",11,2,1,2
"51072",1,1,7,1
"51073",1,1,7,1
"51074",2,2,1,3
"51075",7,2,4,4
"51076",10,2,5,3
"51077",2,2,7,1
"51078",2,2,3,1
"51079",10,2,2,1
"51080",1,1,7,1
"51081",1,1,4,1
"51082",2,2,3,1
"51083",1,2,7,1
"51084",1,1,2,3
"51085",12,2,8,7
"51086",10,2,2,1
"51087",1,2,6,1
"51088",2,1,1,1
"51089",7,2,2,4
"51090",1,2,4,1
"51091",10,2,3,1
"51092",1,2,6,1
"51093",12,1,5,1
"51094",12,1,1,2
"51095",2,2,4,1
"51096",1,1,2,2
"51097",11,2,3,1
"51098",11,2,1,1
"51099",1,2,2,2
"51100",11,2,2,1
"51101",9,2,4,1
"51102",11,2,4,1
"51103",2,1,7,1
"51104",1,1,5,1
"51105",1,2,7,1
"51106",11,2,2,4
"51107",2,2,7,1
"51108",1,2,2,1
"51109",1,1,7,2
"51110",11,2,5,1
"51111",1,2,5,1
"51112",2,1,7,1
"51113",2,2,2,3
"51114",10,2,1,1
"51115",1,2,6,1
"51116",2,1,1,1
"51117",11,2,1,1
"51118",11,2,4,4
"51119",1,2,2,1
"51120",1,2,6,1
"51121",1,2,3,1
"51122",1,1,7,1
"51123",9,2,2,1
"51124",2,2,5,1
"51125",1,1,4,1
"51126",2,2,4,3
"51127",2,2,7,1
"51128",1,1,7,1
"51129",12,2,7,1
"51130",1,2,1,2
"51131",1,2,3,2
"51132",10,2,5,3
"51133",9,2,1,1
"51134",12,2,1,1
"51135",1,1,7,1
"51136",11,2,7,1
"51137",2,2,7,1
"51138",2,2,7,1
"51139",12,2,1,1
"51140",2,2,2,1
"51141",9,2,4,1
"51142",1,1,7,3
"51143",1,2,4,1
"51144",10,2,1,1
"51145",2,1,2,2
"51146",10,2,4,1
"51147",1,2,1,1
"51148",1,1,7,3
"51149",2,2,1,1
"51150",1,2,4,1
"51151",9,2,3,1
"51152",12,1,7,1
"51153",1,2,4,1
"51154",10,2,3,1
"51155",2,2,7,1
"51156",10,2,7,1
"51157",11,2,4,1
"51158",11,2,6,1
"51159",2,1,1,1
"51160",1,2,5,1
"51161",1,2,1,2
"51162",11,2,8,1
"51163",11,2,3,1
"51164",11,2,4,5
"51165",2,2,2,3
"51166",1,1,4,1
"51167",2,2,7,3
"51168",11,2,4,1
"51169",2,2,8,1
"51170",2,2,8,3
"51171",2,2,8,4
"51172",9,2,5,4
"51173",2,2,3,1
"51174",8,2,4,4
"51175",11,2,6,1
"51176",7,2,4,2
"51177",2,2,1,3
"51178",1,2,6,2
"51179",11,2,6,1
"51180",10,2,2,1
"51181",2,2,1,1
"51182",11,2,3,3
"51183",9,2,1,1
"51184",10,2,2,1
"51185",1,2,2,1
"51186",9,2,1,3
"51187",3,2,5,1
"51188",12,2,4,1
"51189",1,1,7,1
"51190",12,2,3,1
"51191",2,2,1,6
"51192",1,1,7,1
"51193",2,1,8,1
"51194",1,1,5,1
"51195",11,2,1,2
"51196",1,1,1,2
"51197",1,1,7,1
"51198",11,2,4,5
"51199",9,2,4,4
"51200",2,2,4,3
"51201",1,1,2,1
"51202",1,2,2,1
"51203",2,2,1,1
"51204",2,2,1,1
"51205",11,2,6,1
"51206",11,2,1,1
"51207",11,2,6,1
"51208",11,2,2,1
"51209",12,1,4,1
"51210",1,1,2,1
"51211",1,1,7,1
"51212",10,2,5,1
"51213",11,2,6,1
"51214",11,1,8,1
"51215",10,2,2,1
"51216",1,1,2,2
"51217",4,1,6,5
"51218",10,2,2,1
"51219",2,2,7,1
"51220",2,2,7,1
"51221",1,1,1,1
"51222",11,2,2,1
"51223",1,2,2,1
"51224",12,2,4,1
"51225",11,2,8,1
"51226",2,2,7,4
"51227",9,2,1,1
"51228",1,2,6,1
"51229",1,1,1,2
"51230",2,1,7,3
"51231",2,2,2,1
"51232",10,2,1,1
"51233",1,2,1,1
"51234",1,1,7,1
"51235",1,2,2,1
"51236",12,2,8,1
"51237",3,2,7,1
"51238",1,1,1,2
"51239",2,2,4,1
"51240",1,1,4,1
"51241",1,2,6,1
"51242",1,1,7,1
"51243",2,1,7,1
"51244",2,2,1,1
"51245",5,1,4,2
"51246",1,1,7,1
"51247",2,2,7,3
"51248",1,1,6,1
"51249",12,2,6,1
"51250",1,1,7,1
"51251",2,2,2,1
"51252",1,2,1,1
"51253",11,2,5,1
"51254",11,1,6,1
"51255",1,1,2,3
"51256",2,2,6,1
"51257",1,2,2,1
"51258",11,1,4,1
"51259",11,2,4,1
"51260",1,2,4,1
"51261",3,2,7,1
"51262",11,1,4,3
"51263",2,2,7,3
"51264",1,1,7,1
"51265",5,2,4,1
"51266",1,1,7,1
"51267",1,2,1,1
"51268",11,2,4,1
"51269",1,2,3,1
"51270",11,2,2,1
"51271",11,2,2,1
"51272",1,1,7,6
"51273",11,2,2,1
"51274",1,1,2,2
"51275",2,2,3,6
"51276",12,2,1,1
"51277",11,1,8,1
"51278",11,2,4,1
"51279",11,2,1,1
"51280",11,2,8,1
"51281",2,2,6,1
"51282",2,2,4,1
"51283",2,2,4,1
"51284",1,2,6,1
"51285",2,2,6,1
"51286",1,1,4,1
"51287",6,2,1,6
"51288",11,2,1,1
"51289",12,2,5,1
"51290",1,1,7,1
"51291",2,2,4,1
"51292",2,2,2,3
"51293",1,1,7,1
"51294",1,1,5,2
"51295",2,2,1,1
"51296",2,2,5,1
"51297",1,1,7,1
"51298",9,2,3,1
"51299",11,1,7,1
"51300",10,2,6,1
"51301",11,2,1,1
"51302",2,2,1,1
"51303",1,1,7,1
"51304",1,2,4,1
"51305",2,2,1,1
"51306",11,2,3,1
"51307",9,2,5,1
"51308",12,1,1,1
"51309",1,1,4,1
"51310",1,2,4,1
"51311",1,1,6,3
"51312",3,2,4,1
"51313",2,2,2,1
"51314",1,1,7,1
"51315",6,2,5,2
"51316",2,2,1,1
"51317",9,2,4,1
"51318",2,2,1,1
"51319",1,2,3,1
"51320",2,2,7,1
"51321",11,2,7,1
"51322",1,2,4,2
"51323",2,2,7,1
"51324",1,1,4,2
"51325",9,2,1,1
"51326",1,1,1,1
"51327",1,2,7,1
"51328",1,1,7,1
"51329",1,2,1,2
"51330",1,1,5,6
"51331",2,1,7,1
"51332",1,2,6,1
"51333",12,2,1,1
"51334",2,2,6,4
"51335",11,2,4,1
"51336",1,2,7,1
"51337",2,2,6,1
"51338",2,2,1,1
"51339",11,2,1,1
"51340",1,1,4,1
"51341",1,1,1,1
"51342",11,2,4,1
"51343",1,2,1,1
"51344",2,1,1,1
"51345",2,2,6,1
"51346",9,2,3,2
"51347",4,2,4,1
"51348",11,2,5,1
"51349",11,2,4,2
"51350",9,2,3,4
"51351",11,2,4,3
"51352",11,2,1,3
"51353",1,1,4,2
"51354",10,2,7,1
"51355",9,2,3,1
"51356",9,2,4,1
"51357",1,2,4,1
"51358",10,2,1,1
"51359",11,2,4,1
"51360",2,2,2,3
"51361",11,2,1,3
"51362",2,2,4,1
"51363",3,2,1,1
"51364",11,2,4,4
"51365",2,2,5,1
"51366",11,2,4,1
"51367",9,2,1,1
"51368",11,1,1,6
"51369",11,2,4,1
"51370",1,2,7,1
"51371",9,2,2,1
"51372",1,1,7,1
"51373",11,2,3,4
"51374",11,2,5,1
"51375",11,2,2,4
"51376",12,1,1,1
"51377",11,2,4,1
"51378",2,2,2,1
"51379",8,2,1,4
"51380",2,2,2,4
"51381",1,2,5,1
"51382",11,2,2,1
"51383",1,1,7,1
"51384",2,2,1,1
"51385",1,1,7,1
"51386",11,2,6,1
"51387",1,2,1,1
"51388",1,2,1,2
"51389",1,1,7,1
"51390",11,2,7,1
"51391",11,2,3,1
"51392",11,1,6,4
"51393",1,2,1,1
"51394",11,2,4,1
"51395",2,2,2,1
"51396",1,1,5,1
"51397",2,2,4,1
"51398",5,2,6,1
"51399",1,2,2,1
"51400",6,2,1,2
"51401",2,2,1,1
"51402",2,2,6,1
"51403",5,2,8,1
"51404",2,2,8,1
"51405",2,2,3,1
"51406",2,2,7,1
"51407",1,2,7,1
"51408",1,2,3,4
"51409",1,1,5,1
"51410",1,1,1,1
"51411",2,2,1,1
"51412",8,2,1,1
"51413",10,2,7,1
"51414",10,2,5,1
"51415",12,2,8,1
"51416",3,2,6,1
"51417",11,2,6,1
"51418",1,1,8,2
"51419",9,2,4,1
"51420",2,2,7,1
"51421",1,1,4,1
"51422",3,2,7,1
"51423",1,1,7,1
"51424",10,2,1,1
"51425",11,2,1,1
"51426",12,2,4,4
"51427",12,2,4,1
"51428",1,2,6,1
"51429",2,2,1,4
"51430",1,2,4,6
"51431",3,2,7,1
"51432",12,2,1,2
"51433",2,2,1,1
"51434",11,2,1,1
"51435",1,1,7,1
"51436",2,2,1,1
"51437",2,2,5,1
"51438",11,2,4,1
"51439",1,2,1,2
"51440",1,1,2,3
"51441",10,2,5,1
"51442",1,2,1,1
"51443",11,1,3,1
"51444",1,1,7,1
"51445",2,2,3,1
"51446",1,1,4,1
"51447",1,2,6,1
"51448",11,1,8,1
"51449",9,2,4,1
"51450",9,2,1,1
"51451",2,2,2,3
"51452",1,2,5,1
"51453",11,2,1,3
"51454",1,1,7,1
"51455",1,2,6,1
"51456",12,1,4,3
"51457",1,1,1,1
"51458",2,2,6,3
"51459",11,2,5,1
"51460",2,2,3,1
"51461",2,2,4,1
"51462",1,1,2,1
"51463",1,1,1,1
"51464",11,2,5,1
"51465",11,2,1,1
"51466",11,1,6,1
"51467",11,2,1,4
"51468",2,1,4,1
"51469",10,2,5,1
"51470",2,2,2,1
"51471",10,2,3,1
"51472",1,2,4,1
"51473",11,2,4,1
"51474",1,1,3,2
"51475",1,1,2,1
"51476",2,2,2,1
"51477",12,2,1,1
"51478",2,2,2,3
"51479",1,1,4,1
"51480",11,2,3,1
"51481",1,1,7,1
"51482",3,1,6,2
"51483",1,1,1,1
"51484",1,1,6,1
"51485",1,2,6,1
"51486",1,1,3,2
"51487",1,1,4,1
"51488",1,2,2,1
"51489",1,2,5,1
"51490",2,2,2,1
"51491",11,2,4,1
"51492",2,2,2,1
"51493",1,2,2,1
"51494",2,2,6,1
"51495",11,2,2,3
"51496",10,1,4,1
"51497",9,2,1,1
"51498",1,1,4,1
"51499",1,2,7,1
"51500",1,1,4,1
"51501",1,2,6,1
"51502",2,1,1,1
"51503",12,1,2,1
"51504",1,1,5,1
"51505",1,2,5,1
"51506",1,2,5,1
"51507",2,2,5,3
"51508",7,2,1,6
"51509",1,1,2,2
"51510",1,2,6,1
"51511",5,2,4,1
"51512",2,2,4,3
"51513",2,2,1,2
"51514",5,1,4,6
"51515",11,2,1,1
"51516",11,2,2,2
"51517",1,2,5,1
"51518",11,2,7,1
"51519",11,2,4,1
"51520",1,1,6,1
"51521",11,2,4,3
"51522",11,2,8,1
"51523",1,1,5,1
"51524",2,2,4,1
"51525",1,2,6,1
"51526",2,2,1,3
"51527",11,2,1,3
"51528",2,2,2,3
"51529",1,1,7,1
"51530",2,2,6,1
"51531",6,2,4,2
"51532",2,2,4,2
"51533",1,1,6,1
"51534",9,2,3,4
"51535",2,2,3,3
"51536",2,2,4,3
"51537",9,2,1,1
"51538",1,1,6,1
"51539",2,2,7,3
"51540",2,2,1,1
"51541",2,2,4,1
"51542",9,2,1,1
"51543",11,1,1,2
"51544",9,2,1,1
"51545",11,1,6,1
"51546",1,1,6,1
"51547",5,2,7,1
"51548",9,2,3,1
"51549",11,2,2,4
"51550",2,1,4,1
"51551",1,1,1,2
"51552",1,2,5,1
"51553",11,1,2,3
"51554",2,2,6,1
"51555",2,2,1,4
"51556",2,2,4,1
"51557",12,2,4,6
"51558",11,2,4,1
"51559",9,2,1,1
"51560",11,2,8,1
"51561",1,1,7,1
"51562",11,2,1,1
"51563",11,2,4,1
"51564",7,2,2,4
"51565",1,2,2,1
"51566",1,2,1,2
"51567",11,1,5,1
"51568",11,2,4,1
"51569",1,1,5,1
"51570",11,2,6,3
"51571",5,2,7,7
"51572",10,2,1,1
"51573",2,2,1,3
"51574",11,2,2,2
"51575",10,2,1,1
"51576",12,2,4,4
"51577",1,1,4,1
"51578",12,2,8,1
"51579",12,1,7,1
"51580",1,1,1,2
"51581",2,1,7,1
"51582",1,1,7,1
"51583",2,2,2,4
"51584",1,2,4,1
"51585",11,2,6,1
"51586",1,2,7,1
"51587",1,1,5,3
"51588",2,1,7,1
"51589",2,2,1,1
"51590",11,2,3,3
"51591",2,2,2,1
"51592",6,1,7,1
"51593",11,1,7,1
"51594",12,1,2,1
"51595",2,2,3,1
"51596",1,2,1,3
"51597",1,1,1,1
"51598",1,2,1,1
"51599",11,2,2,1
"51600",10,2,1,1
"51601",2,2,8,1
"51602",2,2,7,1
"51603",2,2,5,1
"51604",1,2,4,1
"51605",1,1,5,1
"51606",1,1,8,3
"51607",11,2,4,2
"51608",1,2,7,1
"51609",12,1,7,1
"51610",1,1,6,1
"51611",11,2,1,1
"51612",2,2,2,3
"51613",1,2,4,1
"51614",1,1,1,1
"51615",2,2,4,1
"51616",11,2,1,1
"51617",4,2,7,1
"51618",11,1,1,1
"51619",11,2,1,1
"51620",3,2,1,1
"51621",10,2,4,1
"51622",11,2,2,1
"51623",1,1,1,2
"51624",1,1,3,1
"51625",1,2,2,3
"51626",1,2,5,1
"51627",1,1,7,4
"51628",1,2,7,1
"51629",12,1,7,1
"51630",1,1,3,2
"51631",98,2,4,4
"51632",2,1,2,4
"51633",2,2,4,1
"51634",1,1,5,1
"51635",1,1,2,2
"51636",11,2,8,1
"51637",2,2,1,1
"51638",1,2,1,1
"51639",5,2,2,1
"51640",1,1,6,1
"51641",12,2,1,1
"51642",1,2,2,1
"51643",11,2,4,1
"51644",1,2,5,5
"51645",12,2,3,1
"51646",12,1,6,1
"51647",2,1,6,1
"51648",2,2,5,1
"51649",1,2,5,3
"51650",1,2,4,1
"51651",9,2,3,4
"51652",2,2,4,1
"51653",10,2,4,1
"51654",11,2,8,2
"51655",1,2,2,1
"51656",2,2,5,1
"51657",2,2,4,1
"51658",2,2,3,3
"51659",1,1,7,3
"51660",1,1,1,2
"51661",2,1,1,3
"51662",9,2,4,7
"51663",1,2,1,7
"51664",2,2,3,1
"51665",1,2,6,1
"51666",2,1,7,1
"51667",11,2,2,2
"51668",11,2,4,3
"51669",2,2,1,1
"51670",98,2,6,3
"51671",2,2,1,3
"51672",1,1,4,1
"51673",12,1,5,1
"51674",1,1,5,1
"51675",11,1,8,1
"51676",1,2,6,1
"51677",1,2,1,1
"51678",11,2,6,1
"51679",11,2,1,1
"51680",1,1,1,2
"51681",2,2,3,1
"51682",1,2,5,1
"51683",11,2,2,2
"51684",11,2,4,1
"51685",11,2,1,1
"51686",11,2,4,1
"51687",2,2,7,1
"51688",2,2,4,1
"51689",1,1,5,1
"51690",1,2,4,1
"51691",11,2,7,1
"51692",12,1,5,3
"51693",2,2,2,1
"51694",3,2,6,1
"51695",1,1,3,1
"51696",9,2,2,2
"51697",11,2,4,1
"51698",2,2,6,1
"51699",7,2,6,4
"51700",2,2,4,3
"51701",9,2,3,6
"51702",1,1,6,1
"51703",11,2,1,1
"51704",1,1,7,1
"51705",5,2,2,1
"51706",1,2,2,1
"51707",1,2,4,1
"51708",1,1,8,1
"51709",1,2,1,1
"51710",1,2,2,1
"51711",1,1,7,1
"51712",1,1,1,2
"51713",2,2,4,3
"51714",1,1,6,3
"51715",2,2,1,1
"51716",2,2,7,4
"51717",2,2,3,1
"51718",11,2,1,1
"51719",2,2,1,1
"51720",1,2,3,3
