"","religpew","pew_bornagain","pid7","race"
"9384",1,2,1,1
"9385",1,1,2,1
"9386",12,2,4,1
"9387",2,2,5,1
"9388",2,2,1,1
"9389",11,2,1,1
"9390",1,2,7,1
"9391",1,2,2,1
"9392",1,2,2,1
"9393",12,2,1,1
"9394",11,2,1,1
"9395",2,2,1,1
"9396",2,2,5,1
"9397",11,2,6,1
"9398",1,1,4,1
"9399",1,1,7,1
"9400",5,2,3,1
"9401",1,2,4,1
"9402",9,2,4,7
"9403",2,2,1,5
"9404",1,1,4,7
"9405",9,2,3,1
"9406",9,2,2,1
"9407",1,1,4,1
"9408",9,2,1,1
"9409",9,2,3,1
"9410",11,2,4,2
"9411",9,2,7,3
"9412",11,2,1,2
"9413",2,2,1,2
"9414",12,1,1,2
"9415",2,2,1,3
"9416",1,1,6,1
"9417",2,2,7,1
"9418",11,2,1,2
"9419",2,2,1,1
"9420",2,1,1,1
"9421",1,1,7,1
"9422",1,2,7,1
"9423",1,2,4,1
"9424",1,1,4,1
"9425",1,1,1,1
"9426",11,2,4,1
"9427",10,2,4,1
"9428",9,2,4,1
"9429",9,2,1,1
"9430",11,2,7,1
"9431",1,2,7,1
"9432",1,2,1,1
"9433",1,2,7,1
"9434",1,2,5,1
"9435",1,2,5,1
"9436",1,1,4,1
"9437",2,1,5,1
"9438",10,2,1,1
"9439",9,2,1,1
"9440",2,2,3,1
"9441",12,2,4,1
"9442",1,2,1,1
"9443",1,1,2,1
"9444",9,2,1,1
"9445",11,2,2,1
"9446",10,2,6,1
"9447",1,2,5,1
"9448",1,2,5,1
"9449",1,2,5,1
"9450",2,2,7,1
"9451",5,2,1,1
"9452",5,2,3,1
"9453",12,1,3,1
"9454",1,2,3,1
"9455",11,2,3,1
"9456",2,2,4,1
"9457",2,2,3,1
"9458",11,2,8,1
"9459",2,2,6,1
"9460",1,1,4,1
"9461",2,2,5,1
"9462",1,2,3,1
"9463",2,2,6,1
"9464",1,1,6,1
"9465",9,2,3,1
"9466",2,2,5,1
"9467",2,2,5,1
"9468",10,2,2,1
"9469",11,2,7,1
"9470",4,1,7,1
"9471",12,1,4,1
"9472",3,2,7,1
"9473",2,2,3,3
"9474",2,2,7,3
"9475",2,1,1,2
"9476",11,2,4,2
"9477",1,1,1,1
"9478",12,1,5,1
"9479",11,2,3,1
"9480",11,2,2,2
"9481",9,2,3,1
"9482",5,1,1,1
"9483",1,1,7,1
"9484",1,1,1,2
"9485",9,2,3,7
"9486",10,2,3,1
"9487",2,2,7,1
"9488",11,1,4,1
"9489",1,1,5,1
"9490",1,1,7,1
"9491",5,2,7,1
"9492",10,2,3,3
"9493",1,2,6,1
"9494",12,2,1,1
"9495",2,2,3,3
"9496",9,2,3,1
"9497",2,2,6,1
"9498",9,2,3,1
"9499",5,2,7,1
"9500",12,2,1,2
"9501",1,2,1,1
"9502",2,2,1,3
"9503",2,2,5,1
"9504",11,2,2,3
"9505",9,2,2,1
"9506",1,1,5,2
"9507",12,1,1,4
"9508",2,2,6,1
"9509",2,2,7,7
"9510",2,2,1,6
"9511",11,2,8,2
"9512",2,2,7,3
"9513",11,2,7,1
"9514",11,1,5,1
"9515",1,1,4,1
"9516",3,2,4,1
"9517",12,2,5,1
"9518",11,2,1,1
"9519",11,2,7,1
"9520",11,2,4,1
"9521",3,2,2,1
"9522",2,2,6,1
"9523",11,1,2,1
"9524",1,1,5,1
"9525",1,2,6,1
"9526",1,2,6,1
"9527",1,1,6,1
"9528",9,2,3,1
"9529",1,1,6,1
"9530",2,2,1,1
"9531",10,2,1,1
"9532",1,1,4,1
"9533",1,2,7,1
"9534",1,2,1,1
"9535",1,2,7,1
"9536",11,1,4,1
"9537",1,2,6,1
"9538",11,2,1,1
"9539",1,1,8,1
"9540",2,2,2,1
"9541",2,2,1,1
"9542",9,2,3,1
"9543",1,1,8,1
"9544",1,1,6,1
"9545",1,2,1,1
"9546",11,2,1,1
"9547",1,2,3,1
"9548",2,2,5,1
"9549",2,2,4,1
"9550",11,2,1,1
"9551",12,2,1,1
"9552",10,2,5,1
"9553",11,2,4,1
"9554",1,1,1,1
"9555",1,2,3,1
"9556",11,2,7,1
"9557",1,1,6,1
"9558",1,2,3,1
"9559",1,1,4,1
"9560",1,1,1,1
"9561",1,2,1,1
"9562",1,2,1,1
"9563",1,2,1,1
"9564",12,2,3,1
"9565",1,1,5,1
"9566",10,2,4,1
"9567",2,2,7,1
"9568",2,2,2,1
"9569",1,1,6,1
"9570",2,2,4,1
"9571",1,2,1,1
"9572",5,2,1,1
"9573",5,2,1,1
"9574",2,2,4,1
"9575",2,2,7,1
"9576",2,2,7,1
"9577",11,2,3,1
"9578",2,2,7,1
"9579",11,1,2,1
"9580",11,2,6,1
"9581",10,2,4,1
"9582",2,2,6,1
"9583",2,2,5,1
"9584",10,2,1,1
"9585",12,2,7,1
"9586",1,2,2,1
"9587",1,1,7,1
"9588",2,2,1,1
"9589",1,2,1,1
"9590",2,2,2,1
"9591",10,2,2,1
"9592",1,2,6,1
"9593",1,1,7,1
"9594",1,1,1,1
"9595",9,2,4,7
"9596",5,2,1,1
"9597",10,2,1,6
"9598",9,2,1,1
"9599",2,2,1,1
"9600",11,2,8,1
"9601",11,1,2,2
"9602",1,1,4,1
"9603",11,2,1,5
"9604",2,2,1,2
"9605",1,1,4,1
"9606",1,1,7,4
"9607",5,2,5,1
"9608",1,1,4,1
"9609",2,2,4,1
"9610",11,2,3,1
"9611",5,2,6,1
"9612",10,2,3,1
"9613",2,2,5,1
"9614",1,1,7,1
"9615",1,2,2,1
"9616",11,2,1,1
"9617",1,1,5,1
"9618",10,2,1,1
"9619",1,1,6,1
"9620",1,1,2,1
"9621",9,2,3,1
"9622",11,2,2,1
"9623",2,2,1,1
"9624",2,2,7,1
"9625",11,2,4,1
"9626",11,2,5,1
"9627",12,2,3,1
"9628",1,2,6,1
"9629",2,2,1,1
"9630",2,2,3,1
"9631",9,2,1,1
"9632",2,2,7,1
"9633",9,2,1,1
"9634",9,2,4,1
"9635",2,1,7,1
"9636",11,2,3,1
"9637",3,2,5,1
"9638",2,2,2,1
"9639",11,2,2,1
"9640",1,1,6,1
"9641",1,2,3,1
"9642",9,2,1,1
"9643",2,2,6,1
"9644",11,2,5,1
"9645",1,1,2,1
"9646",1,2,1,1
"9647",1,1,7,1
"9648",11,2,2,1
"9649",12,2,1,1
"9650",1,1,6,1
"9651",1,2,1,1
"9652",1,2,7,1
"9653",1,1,5,1
"9654",10,2,3,1
"9655",1,2,6,1
"9656",11,2,2,1
"9657",2,2,5,1
"9658",1,2,3,1
"9659",1,1,7,1
"9660",2,2,7,1
"9661",1,2,6,1
"9662",10,2,3,1
"9663",1,2,6,1
"9664",1,1,6,1
"9665",11,2,5,1
"9666",9,2,1,1
"9667",10,2,1,1
"9668",1,1,1,2
"9669",1,1,1,2
"9670",10,2,1,1
"9671",11,2,2,2
"9672",1,1,2,2
"9673",9,2,1,1
"9674",2,2,7,1
"9675",1,2,3,1
"9676",10,2,4,4
"9677",1,1,1,2
"9678",11,2,2,2
"9679",1,1,1,2
"9680",11,2,4,1
"9681",1,1,1,3
"9682",2,2,1,3
"9683",1,1,7,1
"9684",11,2,2,1
"9685",2,2,8,1
"9686",11,2,6,1
"9687",2,2,1,1
"9688",2,2,3,1
"9689",1,2,2,1
"9690",1,2,1,1
"9691",11,2,3,1
"9692",9,2,1,1
"9693",1,1,1,2
"9694",1,2,7,1
"9695",1,2,3,1
"9696",9,2,1,1
"9697",10,2,1,1
"9698",1,1,6,1
"9699",12,2,3,2
"9700",7,2,3,1
"9701",2,2,3,1
"9702",2,2,1,4
"9703",1,2,2,1
"9704",12,2,1,2
"9705",1,2,2,1
"9706",2,2,4,1
"9707",9,2,2,1
"9708",1,1,7,1
"9709",1,1,4,1
"9710",11,2,3,2
"9711",1,2,6,1
"9712",1,1,4,7
"9713",2,2,1,1
"9714",1,1,5,1
"9715",11,2,3,2
"9716",11,2,1,2
"9717",1,2,4,3
"9718",2,2,2,4
"9719",1,1,1,2
"9720",9,2,1,1
"9721",9,2,4,6
"9722",10,2,4,1
"9723",7,2,3,1
"9724",1,2,4,1
"9725",1,2,6,1
"9726",10,2,2,1
"9727",1,1,6,1
"9728",2,1,5,1
"9729",1,2,6,1
"9730",10,2,3,1
"9731",1,1,7,1
"9732",1,2,4,1
"9733",2,2,3,1
"9734",1,2,2,1
"9735",5,2,1,1
"9736",1,1,7,1
"9737",2,2,4,1
"9738",10,2,1,1
"9739",1,2,6,1
"9740",5,2,3,1
"9741",2,2,6,1
"9742",2,2,1,1
"9743",1,1,4,1
"9744",2,2,5,1
"9745",1,2,7,1
"9746",2,2,3,1
"9747",1,1,1,1
"9748",2,1,3,1
"9749",11,2,4,4
"9750",12,1,2,6
"9751",6,2,4,8
"9752",11,1,3,1
"9753",9,2,3,1
"9754",2,2,4,1
"9755",5,2,1,1
"9756",1,1,7,1
"9757",9,2,1,1
"9758",5,2,1,1
"9759",9,2,3,1
"9760",2,2,8,1
"9761",1,2,4,1
"9762",2,2,1,1
"9763",1,2,7,1
"9764",2,2,1,1
"9765",12,2,1,1
"9766",1,1,6,1
"9767",1,2,1,1
"9768",10,2,1,1
"9769",1,1,5,1
"9770",1,2,2,1
"9771",1,2,5,1
"9772",1,1,7,1
"9773",1,1,1,1
"9774",1,2,1,1
"9775",11,2,1,1
"9776",11,2,4,3
"9777",5,2,7,8
"9778",1,2,3,1
"9779",2,2,4,1
"9780",10,2,1,1
"9781",1,1,6,1
"9782",1,2,6,1
"9783",1,1,7,1
"9784",1,2,7,1
"9785",2,2,3,1
"9786",1,2,7,1
"9787",2,2,2,1
"9788",2,1,1,1
"9789",10,2,1,7
"9790",2,2,2,1
"9791",2,2,1,3
"9792",2,2,1,3
"9793",1,1,4,1
"9794",10,2,1,1
"9795",1,1,1,2
"9796",1,1,3,2
"9797",9,2,1,8
"9798",2,2,1,3
"9799",2,2,4,5
"9800",1,2,2,2
"9801",1,1,4,1
"9802",10,2,1,1
"9803",9,2,3,1
"9804",1,2,2,2
"9805",1,2,1,2
"9806",11,2,4,3
"9807",1,1,5,1
"9808",1,2,2,1
"9809",1,2,3,1
"9810",1,1,5,1
"9811",1,1,5,1
"9812",4,2,5,1
"9813",11,2,4,1
"9814",2,2,5,1
"9815",1,1,3,1
"9816",1,1,5,1
"9817",9,2,1,1
"9818",1,2,1,1
"9819",10,2,7,1
"9820",11,2,5,1
"9821",11,2,6,1
"9822",2,2,6,1
"9823",1,2,6,1
"9824",2,2,1,1
"9825",10,2,7,1
"9826",2,2,6,1
"9827",11,2,3,1
"9828",2,2,7,1
"9829",11,2,4,1
"9830",11,2,1,1
"9831",5,2,1,1
"9832",9,2,3,1
"9833",11,2,3,1
"9834",11,2,3,1
"9835",2,2,6,1
"9836",11,2,4,1
"9837",4,2,4,1
"9838",1,2,6,1
"9839",2,2,2,1
"9840",2,2,3,1
"9841",10,2,6,1
"9842",11,2,2,1
"9843",1,1,3,1
"9844",10,2,2,2
"9845",2,2,6,1
"9846",11,2,4,1
"9847",1,2,6,1
"9848",11,1,7,1
"9849",1,1,1,1
"9850",12,2,4,1
"9851",2,2,3,1
"9852",1,2,4,1
"9853",1,2,4,1
"9854",9,2,3,1
"9855",11,2,4,1
"9856",3,1,7,1
"9857",1,2,7,1
"9858",11,1,7,1
"9859",12,2,1,1
"9860",2,2,1,1
"9861",10,2,1,1
"9862",10,2,7,1
"9863",1,1,7,1
"9864",2,2,2,1
"9865",2,2,6,1
"9866",9,2,1,1
"9867",1,1,2,1
"9868",5,2,7,1
"9869",11,2,5,1
"9870",2,2,1,1
"9871",2,2,3,1
"9872",11,1,6,1
"9873",1,1,4,1
"9874",1,1,6,1
"9875",2,2,1,1
"9876",2,2,1,3
"9877",2,2,5,7
"9878",9,2,6,6
"9879",2,2,3,1
"9880",1,1,1,2
"9881",1,1,1,2
"9882",1,1,4,1
"9883",1,2,3,1
"9884",1,2,3,1
"9885",1,2,3,2
"9886",11,2,2,2
"9887",9,2,1,5
"9888",1,1,5,1
"9889",1,2,6,2
"9890",12,1,6,1
"9891",10,2,1,3
"9892",2,2,2,3
"9893",2,2,1,1
"9894",9,2,1,1
"9895",11,2,1,6
"9896",1,2,7,1
"9897",1,1,5,1
"9898",2,2,7,1
"9899",1,1,7,1
"9900",2,2,6,1
"9901",11,2,7,1
"9902",10,2,3,1
"9903",12,1,4,1
"9904",11,2,1,2
"9905",3,2,7,1
"9906",2,2,4,1
"9907",3,2,4,1
"9908",11,2,1,4
"9909",11,2,5,1
"9910",11,2,4,1
"9911",1,2,2,7
"9912",2,2,5,1
"9913",2,2,3,2
"9914",1,1,2,2
"9915",2,2,8,3
"9916",1,1,7,1
"9917",2,2,3,1
"9918",1,2,4,1
"9919",9,2,7,1
"9920",1,1,6,1
"9921",3,2,7,1
"9922",12,2,4,1
"9923",1,2,8,1
"9924",1,1,2,1
"9925",2,2,7,1
"9926",9,2,1,1
"9927",11,2,1,1
"9928",2,2,1,1
"9929",11,2,2,1
"9930",1,2,1,1
"9931",1,2,5,1
"9932",11,2,2,1
"9933",1,1,6,1
"9934",1,2,1,1
"9935",11,2,5,1
"9936",2,1,6,1
"9937",1,2,2,2
"9938",1,1,6,1
"9939",1,1,7,1
"9940",12,2,3,1
"9941",1,2,2,1
"9942",10,2,1,1
"9943",11,1,6,1
"9944",12,2,1,7
"9945",10,2,1,1
"9946",1,1,1,7
"9947",7,2,1,1
"9948",5,2,1,1
"9949",1,2,1,2
"9950",1,2,5,1
"9951",1,2,3,7
"9952",9,2,1,1
"9953",2,2,6,1
"9954",1,2,1,1
"9955",11,2,2,5
"9956",3,2,2,1
"9957",1,1,4,4
"9958",7,2,3,4
"9959",11,2,4,3
"9960",1,2,6,1
"9961",11,2,2,1
"9962",11,2,2,1
"9963",1,1,6,1
"9964",1,1,4,1
"9965",2,2,7,1
"9966",2,2,6,1
"9967",11,2,2,1
"9968",2,1,6,1
"9969",1,2,6,1
"9970",2,2,2,1
"9971",2,2,6,1
"9972",11,2,1,1
"9973",2,2,1,1
"9974",1,1,5,1
"9975",5,2,1,1
"9976",1,2,5,1
"9977",5,2,1,1
"9978",9,2,3,1
"9979",1,2,5,1
"9980",10,2,1,1
"9981",11,2,1,1
"9982",1,2,7,1
"9983",12,2,2,1
"9984",1,1,4,1
"9985",1,1,7,1
"9986",1,1,4,1
"9987",2,2,7,1
"9988",11,2,8,1
"9989",11,2,5,1
"9990",11,2,1,1
"9991",1,1,7,1
"9992",11,2,1,1
"9993",2,2,5,1
"9994",11,2,2,1
"9995",1,2,4,1
"9996",9,2,3,1
"9997",1,1,1,2
"9998",9,2,1,2
"9999",12,1,4,2
"10000",12,2,1,2
"10001",1,1,1,2
"10002",1,1,7,3
"10003",2,2,1,1
"10004",1,1,1,2
"10005",11,2,2,1
"10006",10,2,4,1
"10007",1,1,7,1
"10008",1,1,4,1
"10009",1,1,7,1
"10010",1,2,7,1
"10011",11,1,2,1
"10012",1,2,7,1
"10013",5,2,5,1
"10014",3,1,5,1
"10015",9,2,4,1
"10016",1,1,6,1
"10017",9,2,4,1
"10018",9,2,3,1
"10019",2,2,2,1
"10020",1,1,7,1
"10021",9,2,3,1
"10022",4,2,3,1
"10023",11,2,1,1
"10024",2,2,7,7
"10025",12,2,7,1
"10026",1,2,7,1
"10027",1,2,1,1
"10028",1,1,1,1
"10029",12,1,6,1
"10030",11,2,1,1
"10031",2,2,6,1
"10032",11,2,1,3
"10033",9,2,1,3
"10034",1,2,2,1
"10035",1,1,4,1
"10036",1,2,1,1
"10037",1,2,5,1
"10038",1,1,5,1
"10039",2,1,1,1
"10040",12,2,4,1
"10041",2,2,1,4
"10042",1,1,8,1
"10043",9,2,1,1
"10044",1,2,1,1
"10045",1,2,5,1
"10046",1,2,4,1
"10047",2,2,5,1
"10048",1,2,4,1
"10049",12,2,5,1
"10050",2,1,7,1
"10051",1,1,5,1
"10052",1,2,7,1
"10053",11,2,4,1
"10054",1,2,3,1
"10055",5,2,1,1
"10056",1,1,4,1
"10057",3,2,7,1
"10058",1,1,1,1
"10059",1,2,1,1
"10060",10,2,4,1
"10061",1,2,1,1
"10062",1,2,1,1
"10063",10,2,1,1
"10064",2,2,7,1
"10065",9,2,3,1
"10066",11,2,6,1
"10067",1,1,4,1
"10068",2,2,1,1
"10069",1,1,5,1
"10070",1,2,1,1
"10071",1,1,1,1
"10072",1,1,5,1
"10073",1,2,1,1
"10074",5,2,7,1
"10075",1,2,7,1
"10076",2,2,5,1
"10077",2,2,6,1
"10078",5,2,7,1
"10079",11,2,2,1
"10080",1,1,7,1
"10081",2,2,5,1
"10082",2,2,6,1
"10083",2,2,1,1
"10084",10,2,1,1
"10085",1,1,4,5
"10086",2,2,6,1
"10087",1,1,6,1
"10088",11,2,7,3
"10089",11,2,4,1
"10090",10,2,3,1
"10091",1,1,7,1
"10092",12,1,6,1
"10093",9,2,6,1
"10094",1,1,7,1
"10095",1,2,6,1
"10096",1,2,2,1
"10097",1,1,5,1
"10098",11,2,1,1
"10099",10,2,2,1
"10100",12,2,1,1
"10101",11,2,2,1
"10102",1,1,5,1
"10103",12,2,4,1
"10104",11,2,1,1
"10105",1,1,5,1
"10106",1,1,5,7
"10107",2,2,4,7
"10108",1,2,7,1
"10109",1,1,7,1
"10110",5,2,1,1
"10111",11,2,6,6
"10112",10,2,1,1
"10113",11,2,1,1
"10114",11,1,2,1
"10115",2,2,1,1
"10116",1,2,6,1
"10117",1,1,6,1
"10118",2,1,7,1
"10119",10,2,1,1
"10120",10,2,1,1
"10121",10,2,4,1
"10122",1,1,5,1
"10123",1,1,1,2
"10124",9,2,7,1
"10125",1,2,1,2
"10126",11,2,2,1
"10127",11,2,1,1
"10128",1,2,1,2
"10129",1,1,8,2
"10130",2,2,5,1
"10131",2,1,7,1
"10132",12,2,1,2
"10133",12,2,3,1
"10134",2,2,5,1
"10135",1,1,6,1
"10136",1,1,7,1
"10137",1,2,6,1
"10138",5,2,4,1
"10139",2,2,3,1
"10140",2,2,3,1
"10141",11,2,1,1
"10142",12,1,1,2
"10143",11,2,4,1
"10144",1,1,3,1
"10145",5,2,1,1
"10146",1,1,6,1
"10147",10,2,3,1
"10148",5,2,7,7
"10149",12,2,2,1
"10150",11,2,4,1
"10151",1,1,7,1
"10152",5,2,1,1
"10153",11,2,7,1
"10154",11,2,3,1
"10155",3,2,4,1
"10156",2,2,1,3
"10157",12,1,1,2
"10158",1,2,2,1
"10159",9,2,1,1
"10160",1,2,4,1
"10161",1,2,4,1
"10162",3,2,2,1
"10163",2,2,4,4
"10164",1,1,6,1
"10165",9,2,1,1
"10166",1,1,5,1
"10167",9,2,3,1
"10168",2,2,1,1
"10169",2,2,7,1
"10170",1,1,5,1
"10171",3,1,6,1
"10172",2,2,1,1
"10173",10,2,1,1
"10174",11,2,6,1
"10175",2,2,7,1
"10176",9,2,1,2
"10177",11,2,5,1
"10178",1,1,7,1
"10179",1,2,3,1
"10180",2,2,5,1
"10181",1,2,7,5
"10182",1,1,7,1
"10183",5,2,1,1
"10184",12,2,1,1
"10185",1,2,1,2
"10186",12,2,6,1
"10187",1,1,6,1
"10188",1,1,1,2
"10189",1,2,7,1
"10190",1,2,6,5
"10191",9,2,1,1
"10192",10,2,1,1
"10193",1,2,7,1
"10194",2,2,4,1
"10195",11,1,3,2
"10196",11,2,1,1
"10197",2,2,1,1
"10198",8,2,2,4
"10199",1,1,7,1
"10200",5,2,1,1
"10201",9,2,3,1
"10202",10,2,2,1
"10203",2,2,2,1
"10204",9,2,1,1
"10205",1,2,5,1
"10206",1,2,6,1
"10207",12,1,7,1
"10208",2,2,4,1
"10209",1,1,5,1
"10210",11,2,2,1
"10211",11,1,1,2
"10212",2,2,2,3
"10213",12,2,1,1
"10214",1,1,2,1
"10215",11,2,2,2
"10216",1,1,2,4
"10217",12,2,1,2
"10218",11,2,3,1
"10219",10,2,1,1
"10220",10,2,3,1
"10221",2,2,6,1
"10222",2,2,1,3
"10223",9,2,1,1
"10224",1,2,1,1
"10225",10,2,1,1
"10226",2,2,7,1
"10227",2,1,6,1
"10228",10,2,4,1
"10229",2,2,7,1
"10230",9,2,3,1
"10231",10,2,3,1
"10232",1,1,5,1
"10233",1,2,4,1
"10234",1,1,5,1
"10235",5,2,1,1
"10236",11,1,4,3
"10237",1,2,5,7
"10238",1,1,7,1
"10239",2,2,3,1
"10240",11,2,4,1
"10241",2,2,3,1
"10242",2,2,1,1
"10243",98,8,4,2
"10244",12,1,1,2
"10245",11,2,3,2
"10246",1,2,4,2
"10247",9,2,3,1
"10248",2,2,1,1
"10249",1,2,6,1
"10250",4,2,8,1
"10251",11,2,7,4
"10252",1,2,8,1
"10253",1,2,2,8
"10254",11,2,2,1
"10255",12,1,7,1
"10256",1,2,7,1
"10257",11,2,3,1
"10258",11,2,4,1
"10259",1,2,7,1
"10260",1,1,5,3
"10261",1,1,7,1
"10262",11,2,1,1
"10263",11,2,1,1
"10264",2,2,3,1
"10265",1,1,5,1
"10266",12,2,7,1
"10267",12,2,1,1
"10268",1,2,5,1
"10269",1,1,2,1
"10270",12,2,2,1
"10271",5,2,7,1
"10272",10,2,1,1
"10273",2,2,7,1
"10274",1,2,7,1
"10275",11,2,6,1
"10276",2,2,1,1
"10277",1,1,3,1
"10278",1,1,4,1
"10279",2,2,4,1
"10280",5,2,4,1
"10281",1,2,1,1
"10282",1,2,1,1
"10283",2,2,6,1
"10284",2,2,1,1
"10285",10,2,4,1
"10286",1,1,6,1
"10287",11,2,4,1
"10288",11,2,1,1
"10289",11,2,1,1
"10290",11,2,2,2
"10291",11,2,4,2
"10292",5,2,7,7
"10293",10,2,5,3
"10294",9,2,4,1
"10295",1,2,7,1
"10296",9,2,1,1
"10297",2,2,1,1
"10298",1,1,5,1
"10299",1,1,7,1
"10300",1,2,5,1
"10301",2,2,4,1
"10302",1,1,6,1
"10303",9,2,3,1
"10304",1,1,7,1
"10305",1,2,5,1
"10306",12,2,3,1
"10307",11,2,5,1
"10308",10,2,2,1
"10309",9,2,1,1
"10310",9,2,4,1
"10311",11,2,6,1
"10312",12,1,6,1
"10313",1,2,1,1
"10314",1,2,1,1
"10315",3,2,4,1
"10316",1,2,1,1
"10317",3,2,1,1
"10318",1,1,6,1
"10319",1,2,2,1
"10320",11,1,6,1
"10321",2,2,7,1
"10322",9,2,5,1
"10323",1,1,5,1
"10324",2,2,1,1
"10325",9,2,1,1
"10326",5,2,3,1
"10327",10,2,4,1
"10328",1,2,1,3
"10329",1,1,5,1
"10330",2,2,1,1
"10331",9,2,1,1
"10332",9,2,2,1
"10333",11,2,2,1
"10334",9,2,5,1
"10335",1,1,1,1
"10336",1,1,1,6
"10337",1,2,7,1
"10338",2,1,2,1
"10339",11,2,4,1
"10340",2,2,7,1
"10341",1,2,4,1
"10342",11,2,2,1
"10343",3,2,1,1
"10344",5,2,4,1
"10345",1,2,6,1
"10346",1,1,7,1
"10347",2,2,7,1
"10348",1,2,6,1
"10349",1,2,1,1
"10350",9,2,1,1
"10351",1,2,1,1
"10352",12,2,2,4
"10353",11,2,4,1
"10354",1,2,1,6
"10355",1,1,1,2
"10356",1,1,7,1
"10357",1,1,1,6
"10358",1,2,4,1
"10359",2,2,6,1
"10360",11,2,8,1
"10361",1,1,2,1
"10362",1,1,1,1
"10363",1,2,6,1
"10364",10,2,1,1
"10365",10,2,3,1
"10366",11,2,1,1
"10367",2,2,1,1
"10368",7,2,2,1
"10369",8,2,1,4
"10370",1,1,4,1
"10371",11,2,6,1
"10372",1,1,4,7
"10373",3,2,5,1
"10374",11,2,1,1
"10375",1,2,2,1
"10376",1,1,2,1
"10377",9,2,4,1
"10378",2,2,1,3
"10379",11,2,1,1
"10380",9,2,1,1
"10381",2,2,4,7
"10382",11,1,8,2
"10383",11,2,3,1
"10384",2,2,4,1
"10385",1,1,2,2
"10386",1,1,2,2
"10387",1,1,4,2
"10388",1,2,3,2
"10389",12,2,3,1
"10390",1,1,7,1
"10391",1,1,6,1
"10392",1,1,5,1
"10393",9,2,1,1
"10394",11,2,3,1
"10395",11,2,1,1
"10396",1,1,2,1
"10397",5,2,3,1
"10398",9,2,4,1
"10399",1,1,4,1
"10400",11,2,7,1
"10401",2,2,4,1
"10402",9,2,3,1
"10403",11,2,4,1
"10404",9,2,2,1
"10405",11,2,3,1
"10406",1,2,6,1
"10407",1,1,7,1
"10408",10,2,5,1
"10409",9,2,1,1
"10410",8,2,1,4
"10411",11,2,8,1
"10412",1,2,7,1
"10413",5,2,2,1
"10414",11,2,7,1
"10415",10,2,2,1
"10416",2,2,6,1
"10417",11,2,3,1
"10418",9,2,4,1
"10419",10,2,1,1
"10420",1,2,1,1
"10421",1,1,6,1
"10422",1,1,4,2
"10423",2,2,1,6
"10424",2,2,2,1
"10425",2,2,4,1
"10426",9,2,1,1
"10427",1,2,2,2
"10428",11,2,4,1
"10429",1,2,1,1
"10430",2,2,2,1
"10431",11,2,1,2
"10432",1,2,1,2
"10433",2,2,7,1
"10434",1,1,6,1
"10435",11,2,4,1
"10436",2,2,4,1
"10437",2,2,7,1
"10438",12,2,1,1
"10439",6,1,1,2
"10440",11,2,1,1
"10441",1,1,8,1
"10442",12,2,4,4
"10443",9,2,7,1
"10444",1,1,7,1
"10445",12,2,4,4
"10446",1,1,1,2
"10447",2,2,7,1
"10448",1,1,1,2
"10449",1,1,6,2
"10450",1,2,4,1
"10451",1,1,7,1
"10452",1,2,4,1
"10453",12,1,2,6
"10454",11,2,2,1
"10455",2,1,4,3
"10456",1,1,2,1
"10457",11,2,3,1
"10458",1,1,7,1
"10459",1,2,1,1
"10460",2,2,3,1
"10461",5,2,1,1
"10462",1,1,5,1
"10463",11,1,4,1
"10464",10,2,1,1
"10465",1,2,5,1
"10466",1,1,6,1
"10467",10,2,3,1
"10468",5,2,4,1
"10469",5,2,1,1
"10470",2,2,7,1
"10471",1,1,5,1
"10472",2,2,5,1
"10473",2,2,1,1
"10474",1,2,7,1
"10475",1,2,1,1
"10476",1,1,5,1
"10477",5,2,4,1
"10478",2,2,1,1
"10479",2,2,7,1
"10480",10,2,4,1
"10481",12,2,1,1
"10482",1,1,2,1
"10483",1,1,7,1
"10484",11,2,1,1
"10485",10,2,5,5
"10486",3,2,5,1
"10487",1,2,3,1
"10488",1,2,1,1
"10489",11,2,1,1
"10490",11,2,1,6
"10491",1,1,5,6
"10492",11,2,1,1
"10493",5,2,3,1
"10494",11,1,1,2
"10495",1,1,1,2
"10496",1,1,7,1
"10497",2,2,7,1
"10498",1,1,7,1
"10499",2,2,3,1
"10500",1,1,4,1
"10501",1,1,5,1
"10502",12,2,5,1
"10503",1,2,1,1
"10504",1,1,7,1
"10505",9,2,1,1
"10506",5,2,1,1
"10507",3,2,1,2
"10508",2,2,1,2
"10509",9,2,1,1
"10510",1,2,6,1
"10511",2,2,5,1
"10512",7,2,2,1
"10513",2,2,7,1
"10514",12,2,7,1
"10515",5,2,4,1
"10516",11,2,3,1
"10517",9,2,6,1
"10518",10,2,4,1
"10519",10,2,3,1
"10520",1,1,7,1
"10521",10,2,5,1
"10522",2,1,7,1
"10523",1,1,7,1
"10524",1,1,5,1
"10525",1,2,1,1
"10526",1,2,7,1
"10527",1,1,7,1
"10528",1,2,1,2
"10529",1,2,6,4
"10530",9,2,3,1
"10531",2,2,6,1
"10532",10,2,1,2
"10533",2,2,2,6
"10534",2,2,1,1
"10535",1,1,4,1
"10536",5,2,1,1
"10537",11,2,1,1
"10538",1,1,6,1
"10539",1,2,1,1
"10540",2,2,3,1
"10541",11,2,4,1
"10542",1,1,7,1
"10543",11,2,1,2
"10544",1,1,4,2
"10545",1,1,1,2
"10546",9,2,1,1
"10547",10,2,5,6
