"","religpew","pew_bornagain","pid7","race","inputstate","ideo5"
"926",1,2,5,1,39,3
"927",11,2,2,2,45,2
"928",1,1,3,1,39,3
"929",1,2,1,2,4,3
"930",2,2,4,1,27,3
"931",1,1,7,1,6,4
"932",1,1,7,1,21,4
"933",2,2,4,1,6,1
"934",2,2,6,1,17,3
"935",11,2,3,1,48,3
"936",12,2,7,1,48,4
"937",2,2,2,1,39,3
"938",9,2,5,1,12,4
"939",2,2,2,1,36,2
"940",5,2,1,1,39,2
"941",10,2,1,8,55,1
"942",1,1,7,1,41,4
"943",11,2,2,1,26,2
"944",2,2,1,7,34,4
"945",11,2,4,1,25,3
"946",9,2,1,1,39,1
"947",9,2,4,1,12,2
"948",1,1,4,1,20,3
"949",12,2,1,1,35,2
"950",7,1,4,1,42,6
"951",1,1,4,1,33,3
"952",1,2,7,1,51,5
"953",1,2,2,1,33,1
"954",1,1,1,1,6,1
"955",2,2,6,1,12,3
"956",1,1,2,1,48,3
"957",1,1,7,1,42,5
"958",1,1,4,1,13,4
"959",1,1,1,1,48,4
"960",12,2,4,1,37,6
"961",1,1,1,1,6,2
"962",5,2,6,1,12,4
"963",1,1,8,1,39,6
"964",1,2,2,1,42,2
"965",1,2,7,1,42,3
"966",1,1,1,2,28,2
"967",11,1,4,1,45,3
"968",2,2,7,1,33,3
"969",11,2,7,1,6,4
"970",11,2,4,1,9,4
"971",12,2,7,1,26,5
"972",10,2,1,1,24,1
"973",12,2,7,1,15,4
"974",2,2,5,7,53,4
"975",1,2,4,1,13,3
"976",2,2,8,1,25,3
"977",1,2,6,1,37,4
"978",1,1,6,1,13,3
"979",1,1,3,1,48,3
"980",1,1,7,1,12,3
"981",2,2,4,1,48,3
"982",5,2,1,1,9,2
"983",10,2,1,1,8,2
"984",1,1,7,1,48,5
"985",1,1,6,1,51,4
"986",10,2,1,1,21,2
"987",5,2,1,1,6,2
"988",11,2,5,6,27,4
"989",3,2,1,1,49,2
"990",1,1,5,1,37,4
"991",2,2,5,1,29,4
"992",10,2,3,1,42,3
"993",1,1,3,2,12,3
"994",1,1,8,1,37,3
"995",12,2,1,1,29,1
"996",10,2,2,2,47,3
"997",10,2,1,1,29,2
"998",9,2,3,1,19,2
"999",1,1,7,1,5,5
"1000",1,1,7,1,12,4
"1001",2,2,1,1,39,3
"1002",11,2,4,1,12,3
"1003",1,1,4,1,28,6
"1004",5,2,1,7,26,1
"1005",2,2,1,1,41,1
"1006",1,2,3,1,18,1
"1007",11,2,3,1,53,2
"1008",1,2,5,1,17,3
"1009",1,1,6,1,54,3
"1010",11,1,7,1,12,4
"1011",9,2,3,3,31,1
"1012",9,2,1,1,20,1
"1013",10,2,7,1,39,4
"1014",11,2,1,1,45,3
"1015",2,2,3,1,12,3
"1016",11,2,4,6,36,3
"1017",11,2,3,2,42,3
"1018",11,1,4,3,48,6
"1019",1,2,2,1,12,3
"1020",12,1,4,1,45,3
"1021",10,2,3,1,17,1
"1022",2,2,7,1,42,3
"1023",1,2,2,1,41,2
"1024",1,1,6,1,15,4
"1025",1,2,1,1,25,3
"1026",1,1,1,1,6,4
"1027",1,2,2,2,36,6
"1028",12,2,6,4,6,3
"1029",1,2,5,1,35,3
"1030",2,2,2,1,12,3
"1031",1,1,6,1,54,5
"1032",2,2,6,1,25,4
"1033",2,1,4,1,39,3
"1034",11,2,2,1,48,2
"1035",1,2,2,2,55,3
"1036",12,1,4,2,26,3
"1037",10,2,3,1,48,3
"1038",4,2,7,1,25,2
"1039",1,2,1,2,6,2
"1040",12,2,2,4,4,1
"1041",1,2,5,6,4,3
"1042",1,2,7,1,48,5
"1043",9,2,1,1,37,1
"1044",2,2,1,1,6,2
"1045",11,2,2,2,39,3
"1046",12,2,5,7,27,4
"1047",2,2,2,1,33,3
"1048",9,2,1,1,34,2
"1049",1,2,4,6,22,6
"1050",1,1,2,1,42,3
"1051",11,2,1,2,32,2
"1052",11,2,3,1,48,2
"1053",11,2,3,2,53,1
"1054",1,2,4,1,48,3
"1055",11,2,2,1,32,2
"1056",1,2,4,1,8,3
"1057",1,1,7,1,18,4
"1058",12,2,7,2,32,5
"1059",1,2,6,1,6,3
"1060",5,2,4,8,32,3
"1061",9,2,1,1,37,1
"1062",2,2,3,1,19,4
"1063",10,2,3,1,40,3
"1064",12,1,1,2,42,4
"1065",1,1,3,1,39,3
"1066",1,2,4,1,20,3
"1067",11,2,1,1,6,2
"1068",1,1,4,1,37,5
"1069",1,1,5,1,39,4
"1070",9,2,3,1,33,1
"1071",1,1,4,1,55,4
"1072",1,2,1,1,29,2
"1073",2,2,2,1,36,2
"1074",10,2,6,1,42,5
"1075",9,2,4,1,26,2
"1076",8,1,1,4,36,3
"1077",1,1,5,1,20,5
"1078",10,2,4,2,26,1
"1079",9,2,1,1,53,2
"1080",11,2,4,1,16,3
"1081",1,1,7,1,55,5
"1082",1,1,2,1,53,3
"1083",1,1,3,1,6,3
"1084",1,1,3,7,55,4
"1085",11,2,7,1,4,4
"1086",2,2,7,1,20,5
"1087",9,2,4,1,19,3
"1088",2,2,2,1,39,3
"1089",1,1,1,2,28,4
"1090",1,1,6,1,4,4
"1091",1,1,5,1,12,4
"1092",10,2,3,1,12,3
"1093",1,1,7,1,4,4
"1094",2,2,1,1,55,2
"1095",9,2,2,1,42,2
"1096",1,1,1,1,17,1
"1097",1,2,4,1,30,6
"1098",1,2,1,1,13,3
"1099",1,1,1,1,53,2
"1100",11,1,7,1,40,4
"1101",1,2,6,1,4,4
"1102",1,2,7,1,29,5
"1103",1,2,1,1,36,2
"1104",4,2,4,1,19,4
"1105",1,1,5,1,20,4
"1106",11,2,1,1,39,2
"1107",1,1,4,1,26,4
"1108",11,2,3,1,17,2
"1109",1,1,5,6,6,5
"1110",2,2,7,1,12,4
"1111",1,2,7,1,21,5
"1112",10,2,6,4,6,3
"1113",11,2,7,1,32,4
"1114",2,2,1,1,50,2
"1115",1,2,6,1,4,4
"1116",2,2,5,1,12,4
"1117",1,1,6,1,42,3
"1118",1,1,1,2,37,2
"1119",2,2,2,1,17,3
"1120",2,2,2,3,6,4
"1121",1,2,3,1,39,3
"1122",1,1,1,1,6,2
"1123",12,2,4,1,47,3
"1124",11,2,2,1,39,6
"1125",1,2,1,2,17,2
"1126",2,2,1,1,39,3
"1127",1,1,5,1,13,4
"1128",12,2,1,1,41,2
"1129",2,2,4,1,24,4
"1130",2,2,7,1,6,4
"1131",10,2,4,6,42,3
"1132",11,2,1,1,37,3
"1133",5,2,2,1,17,3
"1134",1,1,7,1,16,3
"1135",1,2,7,1,9,4
"1136",5,2,1,1,17,3
"1137",1,2,4,1,53,3
"1138",2,2,1,3,8,3
"1139",2,2,4,1,39,4
"1140",3,1,7,1,48,4
"1141",1,2,1,1,48,1
"1142",12,2,1,1,6,3
"1143",1,1,7,1,12,4
"1144",2,2,3,1,34,2
"1145",1,2,6,1,34,3
"1146",1,1,4,1,8,3
"1147",1,2,2,1,17,3
"1148",9,2,5,3,4,6
"1149",1,2,2,2,42,4
"1150",1,1,1,1,13,2
"1151",5,2,4,1,12,4
"1152",12,2,7,1,5,4
"1153",11,2,7,1,6,4
"1154",11,2,7,1,6,5
"1155",2,1,7,1,12,5
"1156",2,2,1,1,25,1
"1157",1,2,7,1,12,4
"1158",11,2,5,1,53,3
"1159",2,1,4,1,13,4
"1160",1,2,6,1,23,4
"1161",5,2,1,1,34,3
"1162",2,2,2,1,12,3
"1163",11,2,5,1,6,4
"1164",1,1,7,1,30,4
"1165",10,2,3,1,48,3
"1166",2,2,1,3,48,1
"1167",2,2,4,1,19,5
"1168",2,2,3,1,17,2
"1169",1,2,6,1,39,4
"1170",1,2,4,1,5,4
"1171",9,2,4,1,19,3
"1172",10,2,3,1,37,2
"1173",3,2,5,1,6,3
"1174",12,2,2,1,53,3
"1175",1,2,6,1,36,4
"1176",10,2,4,1,37,5
"1177",12,2,2,1,6,2
"1178",1,2,7,1,45,4
"1179",11,2,1,2,39,2
"1180",1,1,3,1,5,3
"1181",2,2,2,1,53,3
"1182",5,2,7,7,34,5
"1183",2,2,1,1,53,2
"1184",1,2,3,1,25,2
"1185",11,2,8,3,12,6
"1186",5,2,1,1,36,2
"1187",2,2,1,1,25,3
"1188",2,2,4,1,47,6
"1189",5,2,1,1,6,2
"1190",1,1,4,1,12,1
"1191",1,2,5,1,4,3
"1192",11,2,3,1,12,3
"1193",2,2,7,1,22,5
"1194",11,2,3,1,12,1
"1195",12,2,2,1,6,3
"1196",1,1,5,1,22,5
"1197",1,2,7,1,12,4
"1198",1,1,5,7,13,4
"1199",9,2,7,1,6,4
"1200",1,1,5,7,48,4
"1201",12,2,1,1,12,2
"1202",1,2,2,1,6,2
"1203",5,2,1,1,24,2
"1204",2,2,3,1,4,3
"1205",11,2,4,1,53,3
"1206",11,2,3,2,53,2
"1207",1,2,4,1,51,4
"1208",2,2,1,1,22,1
"1209",9,2,2,1,4,2
"1210",6,1,1,1,42,1
"1211",2,2,4,1,46,5
"1212",2,1,5,1,22,5
"1213",2,2,4,1,32,4
"1214",10,2,4,4,6,6
"1215",2,2,1,1,34,2
"1216",2,2,7,1,36,4
"1217",1,2,7,1,47,3
"1218",11,2,5,1,42,3
"1219",1,2,3,1,8,3
"1220",12,2,1,1,49,3
"1221",2,2,7,1,12,4
"1222",9,2,1,1,27,2
"1223",1,1,5,1,48,5
"1224",12,2,7,1,48,4
"1225",10,2,7,1,33,4
"1226",10,2,1,1,17,1
"1227",11,2,7,1,6,5
"1228",2,2,7,1,12,4
"1229",1,2,1,1,12,1
"1230",12,1,4,1,47,4
"1231",11,2,4,1,53,3
"1232",1,1,7,1,41,4
"1233",1,1,5,1,45,4
"1234",10,2,5,1,48,3
"1235",5,2,2,1,6,3
"1236",2,2,1,1,34,4
"1237",2,2,1,1,29,2
"1238",2,2,2,1,36,3
"1239",1,2,2,1,25,2
"1240",1,2,4,1,6,2
"1241",2,2,6,1,47,3
"1242",1,2,6,1,21,4
"1243",1,2,1,1,42,2
"1244",11,2,2,1,53,3
"1245",1,1,1,1,48,2
"1246",1,1,7,1,54,5
"1247",1,2,6,1,34,3
"1248",11,2,4,1,9,3
"1249",1,1,7,1,41,5
"1250",1,1,6,1,47,5
"1251",1,1,6,1,39,4
"1252",2,1,4,1,19,3
"1253",2,2,1,1,50,2
"1254",1,1,6,1,20,4
"1255",11,2,2,1,6,1
"1256",1,2,7,1,9,3
"1257",2,2,1,1,17,3
"1258",1,2,4,1,17,3
"1259",2,2,1,1,34,3
"1260",1,2,7,1,42,4
"1261",10,2,4,1,49,4
"1262",10,2,4,1,19,2
"1263",1,2,7,1,12,4
"1264",11,1,5,1,39,4
"1265",11,2,2,1,19,1
"1266",9,2,1,1,6,2
"1267",11,2,1,2,36,2
"1268",2,2,3,3,12,3
"1269",9,2,1,1,36,1
"1270",1,1,7,1,26,4
"1271",1,1,5,1,42,4
"1272",1,1,7,1,54,5
"1273",2,2,7,1,36,5
"1274",12,1,4,6,29,3
"1275",1,2,4,1,47,5
"1276",1,1,4,1,42,3
"1277",1,2,2,1,6,3
"1278",1,1,2,1,48,4
"1279",1,2,4,1,33,3
"1280",1,2,5,1,17,4
"1281",10,2,1,1,27,1
"1282",1,2,4,1,36,1
"1283",10,2,1,1,41,1
"1284",11,2,6,1,29,3
"1285",11,2,4,1,19,2
"1286",2,2,5,1,12,2
"1287",1,2,5,5,6,3
"1288",1,1,7,1,42,4
"1289",10,2,1,6,2,3
"1290",5,2,1,1,34,2
"1291",11,2,5,6,37,3
"1292",1,2,8,1,35,3
"1293",2,1,1,1,48,2
"1294",1,2,2,1,48,2
"1295",1,1,5,1,53,5
"1296",1,2,1,1,47,1
"1297",1,2,5,1,20,3
"1298",9,2,1,4,32,2
"1299",1,2,2,1,41,2
"1300",1,1,1,1,37,4
"1301",1,1,6,1,48,3
"1302",2,2,6,1,39,4
"1303",1,1,7,1,51,4
"1304",11,2,5,1,37,3
"1305",10,2,6,2,51,4
"1306",11,2,2,2,12,3
"1307",10,2,4,1,48,4
"1308",3,2,5,1,49,4
"1309",1,2,2,2,8,2
"1310",9,2,4,1,6,3
"1311",1,2,7,1,36,4
"1312",9,2,3,1,31,2
"1313",1,1,4,1,12,5
"1314",2,2,6,1,29,3
"1315",12,1,2,1,6,2
"1316",1,2,4,1,18,6
"1317",12,2,4,1,6,5
"1318",10,2,1,1,36,2
"1319",9,2,1,1,42,2
"1320",11,2,1,1,22,2
"1321",2,2,5,1,42,6
"1322",6,2,2,1,26,1
"1323",1,2,1,1,24,3
"1324",1,2,1,1,6,2
"1325",5,2,6,1,42,4
"1326",2,2,2,1,41,4
"1327",1,2,1,1,42,3
"1328",10,2,4,1,25,3
"1329",1,2,7,1,46,4
"1330",2,2,5,1,18,3
"1331",12,2,5,1,6,4
"1332",1,2,1,1,36,2
"1333",3,2,7,1,4,4
"1334",2,2,5,1,12,4
"1335",1,1,7,1,1,4
"1336",12,2,3,1,55,3
"1337",1,1,4,1,19,4
"1338",1,2,1,2,36,2
"1339",1,2,6,1,36,4
"1340",5,2,7,2,49,2
"1341",1,2,7,1,36,4
"1342",10,2,1,1,36,3
"1343",11,2,1,1,6,2
"1344",11,1,5,1,45,3
"1345",1,2,5,1,12,4
"1346",11,2,5,1,29,4
"1347",2,2,2,1,29,3
"1348",1,1,4,3,8,3
"1349",2,2,4,1,12,3
"1350",1,1,4,1,46,4
"1351",9,2,3,1,8,1
"1352",1,2,4,6,37,2
"1353",2,2,5,1,34,2
"1354",1,1,6,1,12,4
"1355",11,2,2,5,37,3
"1356",2,2,4,1,12,3
"1357",2,2,5,1,4,4
"1358",2,1,1,2,6,5
"1359",11,2,2,2,48,2
"1360",1,2,7,1,32,4
"1361",11,2,4,1,6,6
"1362",2,2,1,2,36,3
"1363",1,1,2,2,51,3
"1364",11,2,2,1,6,3
"1365",1,1,6,1,41,3
"1366",1,1,7,1,6,5
"1367",11,2,4,3,6,3
"1368",3,2,6,1,49,3
"1369",11,2,4,3,12,3
"1370",11,1,4,1,13,3
"1371",1,1,7,1,20,5
"1372",2,2,6,1,24,3
"1373",1,2,5,1,13,3
"1374",2,2,1,1,6,1
"1375",1,1,6,1,6,4
"1376",9,2,7,1,45,4
"1377",1,2,1,1,26,3
"1378",1,2,3,1,12,3
"1379",1,2,5,1,15,4
"1380",1,1,2,1,18,3
"1381",9,2,1,1,11,2
"1382",10,2,7,1,36,5
"1383",9,2,1,1,51,2
"1384",1,2,4,7,48,4
"1385",1,1,5,1,47,4
"1386",2,2,4,1,51,3
"1387",1,2,3,1,39,3
"1388",5,2,2,1,6,2
"1389",1,2,1,2,36,2
"1390",11,1,1,2,1,3
"1391",11,2,7,1,54,4
"1392",1,1,2,2,26,2
"1393",5,2,2,1,12,2
"1394",2,2,1,2,36,1
"1395",10,2,3,1,42,3
"1396",1,1,6,1,21,4
"1397",10,2,1,1,13,1
"1398",11,2,1,1,8,2
"1399",3,2,6,1,35,4
"1400",9,2,1,1,31,1
"1401",9,2,1,1,9,2
"1402",11,2,6,4,6,3
"1403",1,1,7,1,37,4
"1404",1,2,6,1,18,3
"1405",1,2,2,1,18,6
"1406",11,2,8,1,41,6
"1407",1,1,5,1,4,3
"1408",11,2,1,1,24,3
"1409",1,1,4,1,45,3
"1410",10,2,1,1,26,1
"1411",1,1,1,1,53,3
"1412",1,2,3,2,55,1
"1413",1,2,1,2,47,3
"1414",12,2,4,7,25,3
"1415",1,1,5,1,24,3
"1416",1,1,1,1,42,3
"1417",1,1,1,2,17,2
"1418",2,2,1,1,42,3
"1419",1,1,4,6,8,3
"1420",1,2,6,1,12,3
"1421",1,2,7,1,6,4
"1422",1,2,6,7,39,4
"1423",11,2,1,1,1,2
"1424",1,1,2,1,45,3
"1425",2,1,4,1,13,4
"1426",11,2,2,7,6,6
"1427",2,2,7,1,42,4
"1428",1,2,7,1,8,4
"1429",1,2,1,6,41,1
"1430",1,1,1,1,53,3
"1431",1,1,2,2,6,4
"1432",12,2,5,1,40,4
"1433",3,1,1,1,6,2
"1434",1,1,1,1,34,3
"1435",1,2,2,1,17,3
"1436",1,1,4,1,51,4
"1437",10,2,7,1,51,5
"1438",9,2,1,1,9,2
"1439",1,1,7,1,48,4
"1440",4,2,4,1,26,3
"1441",12,2,4,5,55,3
"1442",1,2,1,1,12,2
"1443",2,2,5,4,6,3
"1444",11,2,4,1,6,3
"1445",12,2,4,1,53,3
"1446",2,2,2,1,17,3
"1447",10,2,1,1,35,1
"1448",11,2,7,1,12,3
"1449",1,1,7,1,6,5
"1450",1,1,4,6,6,3
"1451",5,2,1,1,34,3
"1452",1,2,2,1,17,3
"1453",2,2,4,1,23,3
"1454",1,2,4,1,23,3
"1455",1,1,7,1,4,5
"1456",2,2,4,1,29,4
"1457",1,1,6,6,34,4
"1458",9,2,4,1,24,2
"1459",1,1,7,1,31,5
"1460",1,2,4,1,12,5
"1461",2,2,4,6,48,3
"1462",11,2,1,1,53,2
"1463",2,2,1,1,36,3
"1464",9,2,3,1,6,1
"1465",10,2,6,1,6,3
"1466",1,2,2,1,4,3
"1467",1,1,5,1,22,4
"1468",10,2,1,1,53,2
"1469",2,2,7,1,12,4
"1470",1,2,4,1,23,3
"1471",11,2,7,1,12,6
"1472",1,1,2,2,39,3
"1473",2,2,6,1,32,4
"1474",1,1,1,6,47,2
"1475",3,2,2,2,45,6
"1476",1,2,3,1,25,2
"1477",2,2,6,1,26,4
"1478",9,2,1,1,48,1
"1479",11,2,5,1,8,4
"1480",2,2,1,1,34,3
"1481",1,1,5,1,53,5
"1482",11,2,4,1,17,5
"1483",2,1,1,1,18,3
"1484",2,1,2,1,42,3
"1485",1,1,7,1,35,4
"1486",2,2,1,2,42,3
"1487",12,2,6,1,18,3
"1488",1,2,6,1,37,3
"1489",12,2,4,1,22,2
"1490",11,2,4,1,34,3
"1491",10,2,2,1,39,2
"1492",11,2,4,1,12,6
"1493",1,1,7,1,12,5
"1494",4,2,5,1,12,3
"1495",11,2,4,1,19,2
"1496",5,2,1,1,23,2
"1497",10,2,4,6,39,4
"1498",5,2,1,1,12,2
"1499",2,2,6,1,37,4
"1500",12,2,3,6,12,5
"1501",1,2,1,1,18,4
"1502",1,2,1,1,39,3
"1503",1,1,1,1,19,2
"1504",10,2,2,1,20,3
"1505",9,2,1,1,12,2
"1506",1,1,6,1,35,3
"1507",10,2,3,1,17,2
"1508",10,2,4,1,12,3
"1509",11,1,1,2,17,4
"1510",1,1,7,1,42,4
"1511",1,1,6,1,12,4
"1512",1,1,4,1,13,3
"1513",12,2,1,1,39,2
"1514",5,2,5,1,6,5
"1515",1,1,4,1,45,3
"1516",1,1,7,1,6,5
"1517",5,2,1,1,34,3
"1518",12,2,1,1,36,2
"1519",3,1,7,1,6,4
"1520",1,2,1,1,19,1
"1521",2,2,4,1,36,5
"1522",1,1,4,3,6,6
"1523",11,2,1,1,25,1
"1524",1,1,1,2,37,3
"1525",11,2,7,1,12,4
"1526",11,2,1,7,8,1
"1527",1,2,4,1,39,3
"1528",1,2,1,1,34,2
"1529",1,1,5,1,48,5
"1530",11,2,2,1,41,3
"1531",2,2,4,1,34,5
"1532",1,1,6,1,5,4
"1533",11,2,1,1,12,3
"1534",1,1,7,1,47,5
"1535",2,2,7,1,29,5
"1536",10,2,2,2,48,3
"1537",2,2,1,1,6,1
"1538",1,1,6,1,27,4
"1539",1,2,2,1,53,2
"1540",1,2,6,1,17,4
"1541",11,2,1,1,42,1
"1542",7,2,3,1,41,1
"1543",1,1,5,1,51,4
"1544",1,1,1,3,8,1
"1545",10,2,7,1,12,5
"1546",5,2,1,1,9,1
"1547",11,2,3,1,6,1
"1548",1,1,7,1,6,5
"1549",2,2,7,1,42,4
"1550",1,2,3,1,26,2
"1551",1,2,7,1,13,5
"1552",1,1,7,1,37,5
"1553",9,2,3,1,18,1
"1554",2,2,6,1,32,2
"1555",4,2,4,1,17,3
"1556",1,1,7,1,37,5
"1557",1,2,2,1,36,3
"1558",3,2,1,4,4,3
"1559",1,1,5,1,18,3
"1560",2,2,2,1,25,4
"1561",12,2,1,1,12,2
"1562",1,2,5,1,41,3
"1563",1,1,4,1,12,4
"1564",1,1,7,1,48,5
"1565",2,2,7,1,13,5
"1566",9,2,1,3,6,2
"1567",9,2,4,1,6,3
"1568",2,2,2,1,24,3
"1569",11,2,4,2,10,3
"1570",1,1,5,1,8,3
"1571",1,1,7,3,42,5
"1572",2,2,5,1,9,4
"1573",1,2,4,1,42,3
"1574",1,1,4,1,40,3
"1575",3,2,4,1,49,3
"1576",1,2,2,1,37,3
"1577",11,2,4,1,41,4
"1578",1,2,1,1,6,1
"1579",9,2,2,1,55,1
"1580",1,1,1,2,37,2
"1581",1,1,6,1,36,3
"1582",1,1,1,2,17,3
"1583",10,2,1,1,39,1
"1584",2,2,2,1,42,3
"1585",11,2,5,1,32,3
"1586",1,2,7,1,39,4
"1587",2,1,7,1,39,4
"1588",1,1,7,1,42,4
"1589",1,1,4,1,55,3
"1590",1,2,4,1,12,6
"1591",1,2,1,1,29,2
"1592",12,1,4,7,32,3
"1593",5,2,6,1,34,4
"1594",1,2,1,1,48,2
"1595",1,1,6,1,48,4
"1596",1,2,5,1,4,4
"1597",1,1,7,1,42,4
"1598",10,2,3,1,17,1
"1599",11,2,6,1,6,6
"1600",2,2,6,1,36,4
"1601",1,2,1,1,27,2
"1602",2,2,4,1,45,2
"1603",1,1,7,1,40,5
"1604",10,2,1,3,39,2
"1605",11,2,1,1,50,3
"1606",9,2,5,1,18,4
"1607",7,2,4,1,53,1
"1608",1,1,1,2,5,1
"1609",1,1,5,1,39,3
"1610",12,2,1,1,47,2
"1611",12,1,1,2,37,3
"1612",2,2,5,7,6,4
"1613",1,2,6,1,39,4
"1614",11,2,1,1,6,3
"1615",1,2,1,2,49,3
"1616",1,1,7,1,48,4
"1617",10,2,6,1,42,4
"1618",1,1,7,1,53,3
"1619",2,2,7,1,33,4
"1620",1,2,2,1,18,3
"1621",1,2,4,1,45,5
"1622",2,1,1,1,21,5
"1623",10,2,1,1,30,2
"1624",1,2,2,2,37,3
"1625",2,2,1,6,42,2
"1626",1,1,2,2,12,3
"1627",1,2,2,2,6,3
"1628",1,1,2,2,45,6
"1629",1,2,3,1,12,3
"1630",1,1,6,1,1,5
"1631",1,1,5,4,17,3
"1632",9,2,3,1,4,3
"1633",1,1,5,2,34,5
"1634",2,2,4,1,15,3
"1635",2,2,6,1,12,4
"1636",2,2,5,1,48,4
"1637",11,2,8,1,32,6
"1638",1,1,5,1,19,4
"1639",1,1,5,1,4,4
"1640",9,2,1,1,42,2
"1641",1,2,1,1,53,2
"1642",11,2,1,1,6,2
"1643",1,2,3,1,36,3
"1644",1,2,4,1,48,4
"1645",2,2,1,1,17,2
"1646",2,2,4,1,6,4
"1647",1,2,6,1,36,3
"1648",1,1,2,1,40,6
"1649",10,2,7,1,6,3
"1650",1,1,4,1,8,3
"1651",11,2,2,1,26,3
"1652",1,1,5,1,47,5
"1653",1,1,4,1,24,5
"1654",1,1,7,1,6,4
"1655",11,2,3,1,15,2
"1656",1,1,7,1,45,5
"1657",11,2,6,1,39,4
"1658",1,1,3,1,26,3
"1659",1,1,6,1,37,4
"1660",2,2,4,1,55,3
"1661",1,2,2,1,32,2
"1662",11,2,1,1,19,2
"1663",2,2,7,1,36,4
"1664",1,2,7,1,39,4
"1665",11,2,1,1,26,3
"1666",5,2,5,1,17,4
"1667",1,2,7,1,51,3
"1668",1,2,1,1,53,2
"1669",1,1,1,2,6,6
"1670",1,2,1,3,34,2
"1671",2,2,3,1,26,3
"1672",1,2,6,3,48,3
"1673",1,1,5,1,44,4
"1674",11,2,2,3,4,3
"1675",9,2,3,1,17,3
"1676",2,2,4,1,4,4
"1677",1,1,7,1,41,4
"1678",1,2,3,1,55,2
"1679",2,2,3,1,25,3
"1680",2,1,5,1,12,4
"1681",1,1,6,1,53,4
"1682",11,1,1,1,19,2
"1683",1,2,7,7,41,4
"1684",1,2,7,2,39,5
"1685",10,2,1,1,17,2
"1686",1,1,6,1,26,3
"1687",1,2,7,1,6,4
"1688",12,2,3,1,12,2
"1689",1,2,1,1,12,2
"1690",1,2,1,2,13,3
"1691",12,2,1,1,51,1
"1692",10,2,4,1,6,4
"1693",10,2,1,1,54,2
"1694",12,2,1,1,27,3
"1695",1,2,4,1,6,5
"1696",1,1,4,1,6,3
"1697",1,2,3,1,13,3
"1698",1,1,6,2,45,4
"1699",1,1,5,1,47,5
"1700",2,2,1,1,42,1
"1701",11,2,5,1,34,3
"1702",1,1,6,1,1,4
"1703",11,2,1,1,51,1
"1704",1,2,1,1,6,1
"1705",3,1,4,6,5,4
"1706",1,1,7,1,19,5
"1707",2,2,8,1,36,6
"1708",11,2,1,1,40,1
"1709",1,1,1,2,37,1
"1710",1,2,5,1,37,4
"1711",9,2,1,1,4,2
"1712",2,1,6,1,46,1
"1713",2,2,1,1,53,2
"1714",5,2,1,1,6,1
"1715",5,2,4,1,25,3
"1716",10,2,4,2,6,3
"1717",11,2,4,1,41,2
"1718",1,1,4,1,48,4
"1719",9,2,1,1,37,1
"1720",1,1,6,1,53,5
"1721",1,1,5,1,25,5
"1722",5,2,7,1,13,4
"1723",1,2,6,1,26,6
"1724",11,2,1,1,6,1
"1725",1,2,2,1,42,2
"1726",1,2,2,1,35,2
"1727",1,2,2,1,18,3
"1728",2,2,4,1,53,4
"1729",5,2,6,1,48,3
"1730",10,2,3,1,53,3
"1731",10,2,7,1,6,4
"1732",2,2,6,1,12,4
"1733",1,1,7,1,53,5
"1734",10,2,4,1,48,4
"1735",1,2,1,1,5,3
"1736",1,1,7,1,42,4
"1737",2,2,7,1,24,4
"1738",2,2,4,1,34,3
"1739",11,2,1,2,17,3
"1740",10,2,7,1,12,4
"1741",1,1,6,1,37,4
"1742",9,2,3,7,37,1
"1743",2,2,3,1,8,3
"1744",1,1,7,1,28,4
"1745",1,1,4,1,48,4
"1746",1,1,4,1,6,4
"1747",9,2,4,1,4,3
"1748",9,2,1,1,12,2
"1749",2,2,5,1,42,4
"1750",1,1,2,1,41,3
"1751",9,2,2,6,4,1
"1752",5,2,1,1,36,2
"1753",11,2,7,1,12,4
"1754",11,2,6,1,49,4
"1755",11,2,6,1,42,4
"1756",1,1,2,2,12,3
"1757",10,2,5,1,37,4
"1758",2,1,6,1,12,3
"1759",11,2,5,1,12,3
"1760",2,2,1,1,31,2
"1761",12,2,5,1,17,4
"1762",9,2,1,6,4,2
"1763",1,2,6,1,6,3
"1764",1,2,3,1,6,3
"1765",1,1,4,1,55,3
"1766",5,2,7,1,41,5
"1767",1,1,6,1,53,4
"1768",10,2,1,1,6,3
"1769",1,1,4,2,34,3
"1770",11,1,8,3,37,2
"1771",1,1,7,1,45,5
"1772",1,1,7,1,41,4
"1773",12,1,6,1,12,4
"1774",1,1,5,1,55,5
"1775",1,2,7,1,42,4
"1776",1,1,1,2,17,4
"1777",2,2,5,1,23,4
"1778",1,1,5,1,48,4
"1779",1,1,6,1,10,3
"1780",1,2,3,1,42,3
"1781",2,2,7,1,12,4
"1782",12,2,1,1,4,2
"1783",2,2,2,1,6,2
"1784",1,2,2,1,34,3
"1785",11,1,4,5,45,4
"1786",10,2,1,1,51,1
"1787",11,2,3,1,12,4
"1788",1,1,7,1,37,4
"1789",2,1,1,3,6,3
"1790",1,2,1,1,6,3
"1791",10,2,1,2,4,2
"1792",1,1,7,1,54,5
"1793",1,1,5,1,18,3
"1794",1,1,4,1,55,4
"1795",1,1,6,7,6,3
"1796",1,1,7,1,31,5
"1797",1,2,7,1,39,4
"1798",2,1,7,1,12,5
"1799",11,2,6,1,35,4
"1800",1,1,1,2,13,2
"1801",2,2,4,1,42,1
"1802",1,1,1,1,6,3
