"","evangelical","inputstate","pew_churatd"
"18615",1,48,1
"18616",0,27,2
"18617",0,4,5
"18618",0,36,6
"18619",0,36,2
"18620",0,51,6
"18621",1,5,5
"18622",0,6,6
"18623",0,9,4
"18624",0,41,6
"18625",1,45,1
"18626",0,1,6
"18627",0,25,6
"18628",1,27,5
"18629",0,47,6
"18630",0,12,3
"18631",0,50,6
"18632",0,6,6
"18633",0,17,1
"18634",0,18,6
"18635",0,36,5
"18636",0,12,5
"18637",1,36,1
"18638",0,18,2
"18639",0,13,6
"18640",1,48,1
"18641",0,19,2
"18642",0,42,2
"18643",0,45,6
"18644",0,42,6
"18645",0,26,6
"18646",0,33,4
"18647",0,12,4
"18648",0,12,5
"18649",0,25,6
"18650",0,27,4
"18651",1,1,6
"18652",0,27,6
"18653",0,29,4
"18654",0,13,5
"18655",1,6,2
"18656",1,48,6
"18657",1,22,5
"18658",1,24,3
"18659",0,6,2
"18660",0,6,3
"18661",0,48,6
"18662",0,37,3
"18663",0,6,2
"18664",1,53,5
"18665",1,48,6
"18666",0,8,6
"18667",0,26,7
"18668",0,39,5
"18669",0,12,6
"18670",0,42,6
"18671",0,27,1
"18672",0,29,2
"18673",1,1,1
"18674",1,25,6
"18675",0,4,5
"18676",0,26,5
"18677",1,48,3
"18678",1,41,6
"18679",0,26,3
"18680",0,47,5
"18681",1,29,2
"18682",0,42,5
"18683",0,36,3
"18684",0,23,6
"18685",1,48,4
"18686",0,49,2
"18687",0,48,2
"18688",0,20,6
"18689",0,47,6
"18690",0,48,6
"18691",1,4,5
"18692",1,20,2
"18693",0,12,3
"18694",0,6,6
"18695",0,22,6
"18696",0,25,6
"18697",0,20,6
"18698",1,6,2
"18699",0,49,2
"18700",1,47,2
"18701",0,48,6
"18702",1,18,5
"18703",0,22,5
"18704",0,17,5
"18705",0,47,2
"18706",0,12,1
"18707",1,12,5
"18708",1,48,2
"18709",0,47,5
"18710",0,35,4
"18711",1,1,3
"18712",0,36,6
"18713",1,8,4
"18714",0,13,6
"18715",0,51,5
"18716",0,50,3
"18717",0,36,2
"18718",0,36,5
"18719",1,42,1
"18720",0,37,4
"18721",0,26,3
"18722",0,51,5
"18723",0,32,6
"18724",0,39,4
"18725",1,49,2
"18726",0,12,6
"18727",0,48,6
"18728",0,53,6
"18729",1,22,4
"18730",0,48,6
"18731",1,12,6
"18732",1,37,2
"18733",1,9,2
"18734",0,17,2
"18735",0,27,4
"18736",0,27,2
"18737",0,17,4
"18738",0,36,4
"18739",0,42,4
"18740",0,36,6
"18741",1,12,1
"18742",0,17,6
"18743",0,36,2
"18744",0,48,3
"18745",0,36,6
"18746",0,6,5
"18747",0,36,5
"18748",0,39,5
"18749",0,37,6
"18750",0,8,6
"18751",0,6,6
"18752",0,12,2
"18753",0,6,5
"18754",0,53,4
"18755",0,29,7
"18756",1,27,2
"18757",0,39,6
"18758",1,1,5
"18759",1,17,5
"18760",0,6,2
"18761",1,42,4
"18762",0,25,5
"18763",0,37,7
"18764",0,53,6
"18765",0,26,3
"18766",1,21,1
"18767",0,9,2
"18768",0,16,NaN
"18769",1,48,2
"18770",0,4,6
"18771",0,39,6
"18772",0,36,4
"18773",0,42,2
"18774",0,6,2
"18775",0,48,6
"18776",0,35,2
"18777",0,39,2
"18778",0,6,4
"18779",0,6,5
"18780",0,13,5
"18781",0,22,1
"18782",0,34,6
"18783",0,27,2
"18784",0,18,6
"18785",0,9,6
"18786",0,53,6
"18787",0,36,6
"18788",0,49,2
"18789",0,4,6
"18790",0,9,6
"18791",0,21,5
"18792",0,48,5
"18793",0,12,4
"18794",1,48,3
"18795",0,21,6
"18796",1,39,5
"18797",0,49,1
"18798",0,42,5
"18799",0,21,6
"18800",0,16,6
"18801",0,6,6
"18802",0,42,6
"18803",0,32,6
"18804",0,6,4
"18805",0,55,4
"18806",0,12,5
"18807",1,23,6
"18808",0,6,6
"18809",0,12,6
"18810",0,12,4
"18811",1,47,3
"18812",0,36,5
"18813",0,42,3
"18814",0,28,3
"18815",0,42,5
"18816",0,11,5
"18817",0,27,6
"18818",0,4,6
"18819",0,6,4
"18820",0,36,4
"18821",1,21,3
"18822",1,13,2
"18823",0,55,5
"18824",0,18,5
"18825",0,47,5
"18826",0,22,2
"18827",0,12,2
"18828",0,1,3
"18829",0,12,2
"18830",1,37,3
"18831",0,25,2
"18832",0,17,4
"18833",0,41,2
"18834",1,5,1
"18835",0,36,5
"18836",0,4,5
"18837",0,21,6
"18838",0,36,6
"18839",0,18,4
"18840",0,6,6
"18841",0,53,5
"18842",1,31,1
"18843",1,51,1
"18844",0,36,2
"18845",1,13,7
"18846",0,35,6
"18847",0,9,4
"18848",0,55,5
"18849",0,45,5
"18850",1,6,5
"18851",0,36,5
"18852",0,36,2
"18853",0,26,3
"18854",0,24,5
"18855",1,48,2
"18856",0,39,1
"18857",0,47,5
"18858",0,41,5
"18859",1,48,4
"18860",0,11,6
"18861",0,29,6
"18862",0,39,5
"18863",0,36,5
"18864",0,39,6
"18865",0,26,2
"18866",0,26,6
"18867",0,42,4
"18868",0,4,3
"18869",0,12,6
"18870",0,5,6
"18871",1,29,1
"18872",0,6,2
"18873",1,55,2
"18874",0,42,6
"18875",0,10,2
"18876",1,12,2
"18877",0,32,6
"18878",0,13,5
"18879",0,12,3
"18880",0,9,4
"18881",1,47,5
"18882",1,29,6
"18883",0,12,6
"18884",0,17,5
"18885",0,36,2
"18886",0,42,5
"18887",0,25,6
"18888",1,6,6
"18889",0,54,4
"18890",0,48,5
"18891",1,28,2
"18892",0,51,6
"18893",1,13,6
"18894",0,48,2
"18895",0,12,6
"18896",0,10,5
"18897",1,48,1
"18898",0,27,6
"18899",0,41,5
"18900",0,15,6
"18901",1,6,6
"18902",1,42,5
"18903",0,1,2
"18904",0,48,3
"18905",0,12,7
"18906",0,6,3
"18907",1,51,1
"18908",0,42,3
"18909",0,5,3
"18910",1,35,4
"18911",0,55,5
"18912",0,26,6
"18913",1,27,3
"18914",0,18,6
"18915",0,27,6
"18916",1,42,6
"18917",0,35,5
"18918",1,21,4
"18919",1,26,6
"18920",1,56,6
"18921",1,6,2
"18922",1,12,3
"18923",0,21,3
"18924",0,5,5
"18925",1,48,1
"18926",0,25,6
"18927",0,11,6
"18928",1,34,1
"18929",0,39,6
"18930",0,33,6
"18931",1,32,2
"18932",0,21,6
"18933",1,48,2
"18934",1,18,4
"18935",1,13,4
"18936",0,4,2
"18937",0,55,1
"18938",0,22,2
"18939",1,37,4
"18940",1,21,2
"18941",0,42,6
"18942",0,51,6
"18943",0,48,2
"18944",0,25,5
"18945",1,22,2
"18946",1,19,1
"18947",0,42,4
"18948",1,42,5
"18949",1,42,2
"18950",1,42,5
"18951",1,42,5
"18952",1,39,1
"18953",1,24,4
"18954",0,39,2
"18955",1,29,3
"18956",0,39,2
"18957",0,39,5
"18958",1,27,5
"18959",0,6,4
"18960",0,26,5
"18961",0,39,6
"18962",0,42,2
"18963",0,12,6
"18964",0,53,5
"18965",0,49,4
"18966",1,18,7
"18967",1,41,6
"18968",0,36,6
"18969",1,26,4
"18970",0,21,6
"18971",1,40,5
"18972",0,6,6
"18973",0,17,4
"18974",0,26,2
"18975",1,37,2
"18976",1,53,3
"18977",1,47,1
"18978",0,55,4
"18979",0,39,5
"18980",1,42,6
"18981",1,4,2
"18982",1,37,4
"18983",0,29,6
"18984",1,48,2
"18985",0,48,1
"18986",0,39,6
"18987",0,27,5
"18988",0,25,4
"18989",1,31,3
"18990",0,42,4
"18991",1,41,5
"18992",0,48,5
"18993",0,12,3
"18994",0,48,6
"18995",0,25,5
"18996",0,33,4
"18997",0,4,5
"18998",0,27,3
"18999",0,17,6
"19000",0,48,6
"19001",1,42,4
"19002",0,39,1
"19003",0,34,5
"19004",0,42,6
"19005",1,42,1
"19006",0,39,2
"19007",0,39,2
"19008",0,42,2
"19009",0,42,1
"19010",0,39,4
"19011",1,5,1
"19012",0,48,6
"19013",0,17,3
"19014",0,53,6
"19015",0,39,6
"19016",0,12,6
"19017",0,41,5
"19018",1,32,5
"19019",0,16,6
"19020",0,12,5
"19021",1,1,5
"19022",0,42,6
"19023",1,12,3
"19024",0,12,6
"19025",1,21,4
"19026",0,17,5
"19027",0,36,6
"19028",0,53,6
"19029",0,37,6
"19030",0,48,2
"19031",0,50,6
"19032",1,30,2
"19033",0,51,1
"19034",0,41,6
"19035",1,5,3
"19036",0,41,6
"19037",0,17,6
"19038",0,36,6
"19039",1,51,5
"19040",0,13,4
"19041",0,42,2
"19042",1,23,5
"19043",0,55,4
"19044",0,55,3
"19045",0,27,4
"19046",0,36,5
"19047",1,47,6
"19048",0,13,5
"19049",0,12,5
"19050",1,5,5
"19051",1,36,5
"19052",0,42,5
"19053",0,48,2
"19054",1,39,1
"19055",0,34,1
"19056",1,16,2
"19057",0,39,4
"19058",0,6,6
"19059",0,6,6
"19060",1,13,4
"19061",1,48,5
"19062",1,48,4
"19063",0,29,6
"19064",0,5,3
"19065",0,42,4
"19066",0,50,5
"19067",0,27,6
"19068",0,34,6
"19069",0,25,6
"19070",1,41,3
"19071",0,24,4
"19072",0,18,2
"19073",0,34,2
"19074",0,4,5
"19075",0,47,2
"19076",0,26,6
"19077",0,36,6
"19078",0,36,5
"19079",1,32,5
"19080",0,4,5
"19081",0,4,6
"19082",0,36,6
"19083",0,48,2
"19084",1,51,2
"19085",1,37,1
"19086",1,48,5
"19087",0,27,6
"19088",0,45,6
"19089",0,6,1
"19090",1,4,1
"19091",0,6,4
"19092",0,39,6
"19093",0,39,6
"19094",0,39,5
"19095",0,4,6
"19096",0,1,4
"19097",0,42,4
"19098",0,42,6
"19099",1,39,6
"19100",1,39,1
"19101",0,48,2
"19102",1,42,4
"19103",0,6,6
"19104",0,25,6
"19105",0,6,6
"19106",0,39,6
"19107",1,48,2
"19108",1,51,2
"19109",1,12,2
"19110",0,36,4
"19111",1,36,6
"19112",1,21,5
"19113",0,4,1
"19114",0,48,4
"19115",1,32,3
"19116",0,18,6
"19117",0,51,6
"19118",0,34,6
"19119",1,12,4
"19120",0,39,5
"19121",0,25,6
"19122",0,42,6
"19123",1,41,2
"19124",1,51,5
"19125",0,23,6
"19126",0,8,2
"19127",0,34,4
"19128",0,51,4
"19129",1,12,6
"19130",1,36,6
"19131",0,39,4
"19132",1,12,3
"19133",1,48,1
"19134",0,24,5
"19135",1,37,2
"19136",0,37,5
"19137",0,37,6
"19138",1,12,6
"19139",0,51,6
"19140",1,51,2
"19141",0,41,6
"19142",0,37,4
"19143",0,6,4
"19144",0,39,5
"19145",0,6,2
"19146",0,55,6
"19147",0,39,3
"19148",0,6,6
"19149",0,39,6
"19150",0,39,5
"19151",0,17,6
"19152",1,6,2
"19153",1,39,4
"19154",1,6,5
"19155",1,39,3
"19156",1,53,6
"19157",0,17,5
"19158",0,4,6
"19159",0,32,6
"19160",0,36,5
"19161",0,39,5
"19162",1,34,2
"19163",0,45,5
"19164",0,25,3
"19165",0,42,5
"19166",0,39,4
"19167",1,1,6
"19168",0,6,6
"19169",0,40,6
"19170",0,12,6
"19171",0,48,5
"19172",0,37,2
"19173",0,18,5
"19174",0,17,3
"19175",1,39,5
"19176",0,53,6
"19177",1,42,7
"19178",0,42,4
"19179",0,39,5
"19180",0,18,6
"19181",0,34,3
"19182",1,12,2
"19183",0,34,4
"19184",1,42,3
"19185",0,32,6
"19186",0,6,4
"19187",0,6,6
"19188",0,32,6
"19189",0,37,4
"19190",0,39,6
"19191",0,6,2
"19192",0,53,5
"19193",0,29,1
"19194",0,12,4
"19195",0,39,6
"19196",0,45,2
"19197",0,50,6
"19198",1,51,5
"19199",0,41,5
"19200",0,55,6
"19201",0,39,6
"19202",0,36,6
"19203",0,17,6
"19204",0,12,6
"19205",1,41,2
"19206",0,24,6
"19207",0,4,6
"19208",0,6,2
"19209",1,48,1
"19210",0,19,6
"19211",0,42,6
"19212",0,17,6
"19213",0,26,6
"19214",0,6,6
"19215",0,8,6
"19216",0,6,6
"19217",0,32,5
"19218",1,20,1
"19219",0,13,4
"19220",0,12,6
"19221",0,13,5
"19222",1,6,2
"19223",1,21,6
"19224",1,37,5
"19225",0,42,1
"19226",0,39,2
"19227",0,6,1
"19228",0,6,6
"19229",0,42,5
"19230",0,53,1
"19231",0,36,6
"19232",0,42,6
"19233",0,15,2
"19234",0,26,2
"19235",0,23,4
"19236",0,36,6
"19237",1,17,2
"19238",1,11,6
"19239",0,37,2
"19240",0,51,5
"19241",0,9,4
"19242",0,6,2
"19243",0,51,5
"19244",0,6,3
"19245",0,18,6
"19246",0,19,6
"19247",0,34,5
"19248",0,48,6
"19249",0,32,6
"19250",0,17,6
"19251",1,12,1
"19252",1,9,4
"19253",0,55,5
"19254",0,6,6
"19255",1,8,6
"19256",0,37,6
"19257",0,17,1
"19258",1,39,2
"19259",0,6,5
"19260",1,6,2
"19261",1,39,6
"19262",0,48,1
"19263",0,6,6
"19264",0,8,6
"19265",0,6,6
"19266",0,53,4
"19267",0,53,6
"19268",0,36,7
"19269",1,51,3
"19270",0,36,6
"19271",1,8,1
"19272",1,36,1
"19273",1,26,2
"19274",1,21,2
"19275",0,17,6
"19276",0,41,2
"19277",0,48,4
"19278",0,36,6
"19279",0,13,6
"19280",0,34,5
"19281",0,51,6
"19282",0,55,6
"19283",0,54,6
"19284",1,12,4
"19285",1,55,6
"19286",1,37,6
"19287",1,47,6
"19288",0,24,2
"19289",1,39,5
"19290",0,4,6
"19291",1,29,5
"19292",0,22,6
"19293",0,48,5
"19294",1,4,3
"19295",0,39,6
"19296",1,6,1
"19297",1,51,5
"19298",0,42,2
"19299",1,39,1
"19300",0,24,6
"19301",0,26,3
"19302",1,36,5
"19303",0,10,6
"19304",1,1,4
"19305",0,19,4
"19306",0,17,6
"19307",0,36,5
"19308",1,54,3
"19309",0,44,6
"19310",1,29,5
"19311",0,42,6
"19312",0,46,2
"19313",0,36,6
"19314",0,40,4
"19315",0,53,5
"19316",1,37,5
"19317",1,5,4
"19318",0,5,5
"19319",0,27,6
"19320",0,26,5
"19321",0,12,2
"19322",0,6,2
"19323",0,17,6
"19324",0,25,5
"19325",0,27,5
"19326",1,5,1
"19327",0,26,6
"19328",1,29,2
"19329",1,32,5
"19330",0,34,5
"19331",1,39,6
"19332",0,6,6
"19333",0,27,5
"19334",1,39,6
"19335",1,39,4
"19336",0,6,4
"19337",0,6,5
"19338",1,6,5
"19339",0,6,1
"19340",0,48,4
"19341",0,24,6
"19342",0,36,6
"19343",0,31,2
"19344",0,12,4
"19345",1,18,5
"19346",0,42,3
"19347",0,18,2
"19348",0,17,5
"19349",0,12,6
"19350",0,49,1
"19351",0,40,6
"19352",0,17,6
"19353",1,26,4
"19354",0,16,1
"19355",0,51,4
"19356",0,26,4
"19357",0,48,4
"19358",0,12,5
"19359",0,25,2
"19360",1,26,1
"19361",0,36,4
"19362",0,17,6
"19363",1,12,4
"19364",1,48,4
"19365",1,18,4
"19366",1,47,4
"19367",1,28,6
"19368",1,40,1
"19369",0,9,6
"19370",0,12,1
"19371",1,41,1
"19372",0,12,6
"19373",1,48,5
"19374",1,6,1
"19375",1,6,2
"19376",0,42,5
"19377",1,48,1
"19378",1,6,3
"19379",0,42,5
"19380",0,54,6
"19381",0,48,4
"19382",0,32,5
"19383",1,12,2
"19384",1,12,2
"19385",1,21,5
"19386",0,12,2
"19387",0,56,5
"19388",0,36,4
"19389",1,51,6
"19390",0,24,4
"19391",0,4,3
"19392",0,34,5
"19393",0,34,5
"19394",1,17,6
"19395",1,48,5
"19396",0,41,5
"19397",0,6,6
"19398",0,42,2
"19399",0,51,1
"19400",1,26,3
"19401",0,12,6
"19402",0,25,6
"19403",0,39,4
"19404",1,37,6
"19405",1,18,5
"19406",1,39,5
"19407",0,51,6
"19408",0,48,6
"19409",0,39,6
"19410",0,29,5
"19411",0,29,4
"19412",0,39,2
"19413",0,49,2
"19414",0,27,5
"19415",0,48,6
"19416",1,18,5
"19417",1,33,4
"19418",1,5,5
"19419",0,36,5
"19420",1,1,2
"19421",0,12,2
"19422",0,32,6
"19423",0,26,5
"19424",1,1,4
"19425",0,13,6
"19426",0,17,2
"19427",1,48,1
"19428",0,36,3
"19429",0,19,6
"19430",0,17,4
"19431",1,5,5
"19432",0,42,6
"19433",0,41,1
"19434",0,6,5
"19435",0,28,5
"19436",0,39,3
"19437",0,11,4
"19438",0,9,5
"19439",0,44,2
"19440",0,51,1
"19441",0,26,6
"19442",1,13,1
"19443",0,6,6
"19444",0,6,6
"19445",1,21,5
"19446",0,37,1
"19447",0,27,6
"19448",0,12,5
"19449",0,12,6
"19450",0,42,5
"19451",1,26,4
"19452",1,13,2
"19453",0,4,2
"19454",0,55,5
"19455",0,17,6
"19456",0,42,2
"19457",0,6,6
"19458",0,48,7
"19459",1,4,1
"19460",1,51,5
"19461",0,26,2
"19462",0,12,1
"19463",0,8,5
"19464",0,51,1
"19465",0,26,5
"19466",0,25,4
"19467",0,6,6
"19468",0,34,6
"19469",0,42,3
"19470",1,1,1
"19471",0,56,6
"19472",0,24,6
"19473",0,11,5
"19474",0,21,5
"19475",1,17,5
"19476",0,20,5
"19477",1,26,4
"19478",0,12,2
"19479",0,49,2
"19480",0,31,3
"19481",1,40,5
"19482",0,18,5
"19483",0,42,5
"19484",0,53,6
"19485",0,8,6
"19486",0,13,5
"19487",1,37,1
"19488",0,42,4
"19489",0,17,6
"19490",0,12,5
"19491",1,12,6
"19492",0,26,1
"19493",1,18,4
"19494",1,21,2
"19495",0,29,4
"19496",1,40,5
"19497",0,17,6
"19498",0,42,4
"19499",0,48,4
"19500",0,22,6
"19501",0,26,6
"19502",0,53,6
"19503",0,27,6
"19504",1,48,1
"19505",1,39,5
"19506",0,23,2
"19507",0,18,6
"19508",0,26,2
"19509",0,6,5
"19510",0,25,3
"19511",0,45,6
"19512",0,12,3
"19513",1,48,4
"19514",0,6,6
"19515",0,36,6
"19516",0,39,7
"19517",0,39,4
"19518",0,33,6
"19519",0,12,6
"19520",1,48,6
"19521",1,41,6
"19522",0,12,5
"19523",0,12,6
"19524",1,47,6
"19525",1,53,2
"19526",0,24,6
"19527",0,36,4
"19528",1,55,4
"19529",0,20,2
"19530",0,4,4
"19531",1,39,2
"19532",0,25,6
"19533",1,13,2
"19534",0,6,5
"19535",0,9,1
"19536",0,37,3
"19537",0,17,2
"19538",0,55,6
"19539",1,26,2
"19540",0,4,6
"19541",1,41,5
"19542",0,48,6
"19543",1,26,5
"19544",1,39,5
"19545",0,22,1
"19546",0,42,5
"19547",1,37,4
"19548",0,34,5
"19549",0,25,5
"19550",0,30,6
"19551",0,48,2
"19552",0,39,2
"19553",0,6,6
"19554",0,29,6
"19555",1,48,5
"19556",0,26,5
"19557",1,53,4
"19558",0,4,1
"19559",0,36,3
"19560",1,1,2
"19561",1,28,6
"19562",1,4,2
"19563",0,18,4
"19564",1,4,5
"19565",0,17,2
"19566",0,53,6
"19567",0,48,5
"19568",0,48,6
"19569",0,13,5
"19570",0,36,6
"19571",1,34,2
"19572",0,20,1
"19573",0,45,5
"19574",0,47,4
"19575",0,48,6
"19576",1,39,4
"19577",0,49,1
"19578",0,34,5
"19579",0,36,2
"19580",0,17,5
"19581",0,37,6
"19582",1,4,2
"19583",0,51,6
"19584",0,45,4
"19585",0,5,6
"19586",0,51,6
"19587",1,6,4
"19588",0,12,4
"19589",0,12,2
"19590",0,36,2
"19591",0,42,2
"19592",0,39,4
"19593",0,6,6
"19594",1,13,1
"19595",0,39,2
"19596",0,34,7
"19597",0,13,3
"19598",1,36,6
"19599",0,36,2
"19600",1,53,5
"19601",0,6,6
"19602",0,37,4
"19603",0,36,2
"19604",0,35,6
"19605",0,36,2
"19606",0,39,6
"19607",1,8,2
"19608",0,34,6
"19609",0,4,5
"19610",1,26,4
"19611",0,26,6
"19612",1,21,2
"19613",0,53,6
"19614",0,6,5
"19615",0,25,6
"19616",1,12,2
"19617",0,25,5
"19618",0,29,6
"19619",1,40,5
"19620",1,6,3
"19621",0,55,5
"19622",0,19,6
"19623",1,4,5
"19624",1,48,5
"19625",0,51,6
"19626",1,51,5
"19627",0,27,5
"19628",0,39,5
"19629",0,48,4
"19630",0,17,6
"19631",0,36,6
"19632",0,24,6
"19633",0,12,2
"19634",0,13,6
"19635",0,39,1
"19636",0,42,6
"19637",0,39,1
"19638",0,6,6
"19639",0,16,2
"19640",0,55,2
"19641",0,48,4
"19642",0,12,4
"19643",0,34,4
"19644",0,21,4
"19645",0,6,4
"19646",0,36,6
"19647",0,17,4
"19648",0,12,5
"19649",0,37,2
"19650",0,8,5
"19651",1,27,3
"19652",0,34,3
"19653",0,36,6
"19654",1,50,2
"19655",0,28,3
"19656",0,50,6
"19657",0,13,6
"19658",1,13,4
"19659",0,9,6
"19660",1,12,2
"19661",1,17,5
"19662",0,29,6
"19663",0,27,4
"19664",0,55,6
"19665",0,36,5
"19666",1,22,3
"19667",0,18,4
"19668",0,55,2
"19669",0,48,5
"19670",0,19,5
"19671",1,42,4
"19672",0,39,2
"19673",0,39,6
"19674",0,12,4
"19675",1,18,5
"19676",0,48,5
"19677",1,13,2
"19678",1,4,2
"19679",0,21,6
"19680",1,17,1
"19681",0,26,2
"19682",0,19,2
"19683",0,10,6
"19684",0,26,5
"19685",0,4,6
"19686",1,26,1
"19687",0,1,4
"19688",1,31,5
"19689",1,26,5
"19690",0,51,2
"19691",1,42,2
"19692",1,33,6
"19693",0,29,5
"19694",0,42,6
"19695",0,27,2
"19696",0,48,6
"19697",0,21,5
"19698",0,39,6
"19699",0,26,4
"19700",0,55,6
"19701",0,17,4
"19702",1,33,6
"19703",0,13,6
"19704",0,29,6
"19705",0,29,6
"19706",0,24,2
"19707",0,45,5
"19708",1,47,2
"19709",0,4,2
"19710",0,12,2
"19711",0,26,3
"19712",0,12,4
"19713",0,42,6
"19714",0,48,5
"19715",0,36,2
"19716",0,11,5
"19717",1,47,5
"19718",0,4,5
"19719",0,39,5
"19720",0,39,6
"19721",0,39,6
"19722",1,42,6
"19723",0,13,6
"19724",1,42,6
"19725",0,6,6
"19726",0,42,1
"19727",0,50,6
"19728",0,25,4
"19729",1,5,6
"19730",0,12,2
"19731",0,48,6
"19732",1,36,4
"19733",0,48,5
"19734",0,42,6
"19735",0,55,6
"19736",0,4,6
"19737",0,53,2
"19738",1,9,5
"19739",0,37,4
"19740",1,13,5
"19741",1,20,4
"19742",0,55,6
"19743",0,23,6
"19744",0,17,2
"19745",0,25,3
"19746",0,12,6
"19747",0,12,6
"19748",0,42,6
"19749",0,47,6
"19750",0,29,6
"19751",1,37,2
"19752",1,26,2
"19753",0,10,6
"19754",0,25,4
"19755",0,17,6
"19756",1,37,5
"19757",1,45,1
"19758",1,51,1
"19759",1,8,4
"19760",0,45,1
"19761",0,45,2
"19762",0,48,4
"19763",1,26,6
"19764",0,36,4
"19765",1,12,2
"19766",1,8,1
"19767",0,51,6
"19768",0,25,4
"19769",0,27,6
"19770",1,36,2
"19771",0,48,4
"19772",0,27,5
"19773",1,48,4
"19774",1,13,4
"19775",0,56,6
"19776",1,28,3
"19777",0,39,5
"19778",0,19,5
"19779",1,42,6
"19780",1,39,5
"19781",0,6,5
"19782",0,48,5
"19783",0,5,5
"19784",0,34,5
"19785",1,39,2
"19786",0,8,6
"19787",1,41,2
"19788",0,29,4
"19789",0,34,6
"19790",0,17,6
"19791",1,48,4
"19792",0,45,2
"19793",0,27,6
"19794",1,36,2
"19795",0,30,6
"19796",0,42,6
"19797",1,26,4
"19798",1,42,6
"19799",1,13,3
"19800",0,48,5
"19801",1,47,4
"19802",0,8,3
"19803",0,22,6
"19804",1,30,6
"19805",0,26,3
"19806",1,16,1
"19807",0,6,6
"19808",1,51,4
"19809",0,48,2
"19810",1,48,1
"19811",0,34,2
"19812",1,17,2
"19813",0,18,5
"19814",0,25,5
"19815",0,39,6
"19816",0,12,2
"19817",0,53,6
"19818",0,34,6
"19819",0,51,5
"19820",1,4,1
"19821",0,24,6
"19822",0,36,5
"19823",1,1,2
"19824",1,12,4
"19825",0,42,5
"19826",0,17,5
"19827",0,39,5
"19828",0,41,6
"19829",0,40,6
"19830",1,12,4
"19831",1,39,3
"19832",1,55,3
"19833",0,39,6
"19834",0,12,6
"19835",0,27,6
"19836",1,4,6
"19837",0,34,3
"19838",0,36,6
"19839",0,35,6
"19840",0,6,6
"19841",1,6,4
"19842",0,12,1
"19843",0,26,6
"19844",0,29,5
"19845",0,53,6
"19846",1,53,1
"19847",0,32,5
"19848",0,6,6
"19849",1,55,2
"19850",0,24,4
"19851",1,12,4
"19852",0,6,6
"19853",1,1,1
"19854",0,55,5
"19855",1,12,4
"19856",0,8,6
"19857",0,37,4
"19858",0,39,3
"19859",0,26,4
"19860",1,42,3
"19861",0,20,3
"19862",0,27,5
"19863",1,21,1
"19864",0,45,5
"19865",0,48,1
"19866",0,27,5
"19867",0,51,6
"19868",0,4,2
"19869",0,41,6
"19870",0,12,3
"19871",0,12,5
"19872",0,12,6
"19873",0,12,6
"19874",0,56,5
"19875",0,12,6
"19876",0,12,2
"19877",0,26,4
"19878",0,4,5
"19879",0,48,5
"19880",0,26,5
"19881",0,35,5
"19882",1,41,1
"19883",1,2,5
"19884",0,48,2
"19885",0,39,1
"19886",0,6,3
"19887",0,34,5
"19888",0,29,6
"19889",0,39,5
"19890",0,36,5
"19891",0,42,2
"19892",0,42,2
"19893",0,13,4
"19894",0,55,5
"19895",1,26,4
"19896",1,48,6
"19897",0,24,4
"19898",1,12,5
"19899",0,6,4
"19900",0,37,5
"19901",1,45,7
"19902",1,25,6
"19903",0,21,4
"19904",0,39,3
"19905",1,19,1
"19906",0,34,5
"19907",0,48,6
"19908",0,41,6
"19909",0,17,2
"19910",0,42,2
"19911",0,37,6
"19912",0,51,4
"19913",0,42,4
"19914",0,48,4
"19915",0,36,6
"19916",0,23,4
"19917",1,8,4
"19918",1,45,3
"19919",0,10,6
"19920",1,16,4
"19921",1,19,5
"19922",0,48,4
"19923",0,12,6
"19924",1,48,3
"19925",0,36,7
"19926",1,11,1
"19927",0,32,4
"19928",1,41,2
"19929",1,34,1
"19930",1,29,2
"19931",1,41,6
"19932",0,55,4
"19933",1,29,5
"19934",0,41,6
"19935",0,39,4
"19936",0,36,1
"19937",0,36,1
"19938",0,17,5
"19939",0,54,2
"19940",0,17,5
"19941",0,42,6
"19942",1,47,2
"19943",1,5,1
"19944",1,21,1
"19945",1,21,5
"19946",0,34,2
"19947",0,39,2
"19948",0,36,2
"19949",0,39,6
"19950",0,47,6
"19951",0,21,6
"19952",0,39,3
"19953",0,4,6
"19954",0,26,2
"19955",0,49,7
"19956",0,29,6
"19957",0,26,2
"19958",1,29,1
"19959",1,9,2
"19960",0,42,6
"19961",0,4,4
"19962",0,41,6
"19963",0,51,6
"19964",0,13,6
"19965",0,36,4
"19966",0,36,5
"19967",1,6,6
"19968",0,56,5
"19969",1,48,1
"19970",0,12,4
"19971",0,29,5
"19972",0,6,2
"19973",0,12,4
"19974",1,15,1
"19975",0,25,5
"19976",0,37,6
"19977",1,13,1
"19978",0,48,4
"19979",0,12,6
"19980",0,55,4
"19981",0,8,1
"19982",0,19,4
"19983",0,37,4
"19984",0,51,4
"19985",1,17,1
"19986",0,48,4
"19987",0,55,5
"19988",0,17,5
"19989",0,55,3
"19990",0,51,4
"19991",1,13,5
"19992",0,34,4
"19993",1,26,2
"19994",0,51,6
"19995",0,8,5
"19996",0,48,2
"19997",0,18,5
"19998",0,6,6
"19999",1,21,6
"20000",1,37,4
"20001",0,27,5
"20002",0,37,6
"20003",0,35,5
"20004",0,42,6
"20005",0,12,5
"20006",0,27,5
"20007",1,12,2
"20008",0,15,6
"20009",1,49,3
"20010",1,13,6
"20011",0,48,4
