"","evangelical","inputstate","pew_churatd"
"26037",0,6,2
"26038",0,48,5
"26039",0,22,6
"26040",0,20,6
"26041",0,40,2
"26042",0,42,3
"26043",0,21,5
"26044",0,13,5
"26045",0,17,4
"26046",0,6,2
"26047",0,48,5
"26048",0,48,6
"26049",0,6,2
"26050",0,25,4
"26051",0,53,5
"26052",0,34,6
"26053",0,24,6
"26054",0,55,4
"26055",1,4,1
"26056",0,36,5
"26057",0,27,4
"26058",0,48,3
"26059",1,42,5
"26060",0,6,5
"26061",0,37,5
"26062",1,48,5
"26063",0,41,5
"26064",0,17,5
"26065",1,42,2
"26066",0,47,4
"26067",0,13,4
"26068",0,8,2
"26069",0,19,3
"26070",1,39,4
"26071",0,42,3
"26072",0,42,3
"26073",0,37,1
"26074",0,6,6
"26075",0,6,1
"26076",0,13,4
"26077",0,48,2
"26078",0,42,4
"26079",0,48,2
"26080",0,27,6
"26081",0,9,6
"26082",0,13,3
"26083",0,34,6
"26084",0,42,4
"26085",0,39,2
"26086",1,12,1
"26087",0,4,6
"26088",0,51,2
"26089",0,2,6
"26090",0,31,2
"26091",0,6,5
"26092",0,4,6
"26093",0,12,1
"26094",0,42,4
"26095",1,48,3
"26096",0,4,6
"26097",0,6,6
"26098",0,22,1
"26099",0,42,4
"26100",1,17,5
"26101",0,24,5
"26102",1,41,4
"26103",0,6,6
"26104",0,12,5
"26105",1,48,5
"26106",1,39,1
"26107",0,48,2
"26108",0,27,3
"26109",1,12,2
"26110",0,6,3
"26111",0,36,4
"26112",0,22,6
"26113",0,19,3
"26114",1,48,3
"26115",0,51,6
"26116",0,18,5
"26117",1,12,3
"26118",0,17,6
"26119",0,24,6
"26120",0,39,6
"26121",0,36,2
"26122",1,13,2
"26123",1,45,1
"26124",0,53,6
"26125",0,6,5
"26126",1,12,1
"26127",0,24,3
"26128",0,29,2
"26129",0,25,1
"26130",0,51,6
"26131",0,26,2
"26132",0,34,5
"26133",0,48,2
"26134",0,21,4
"26135",0,48,2
"26136",1,26,2
"26137",1,37,5
"26138",1,39,1
"26139",0,24,5
"26140",1,26,5
"26141",0,5,4
"26142",0,12,2
"26143",1,13,5
"26144",0,36,4
"26145",0,36,3
"26146",1,6,3
"26147",0,36,6
"26148",0,4,NaN
"26149",0,39,6
"26150",0,28,4
"26151",0,51,4
"26152",0,25,4
"26153",1,47,1
"26154",0,39,3
"26155",0,36,6
"26156",0,26,5
"26157",1,40,4
"26158",0,41,2
"26159",0,39,6
"26160",1,28,5
"26161",0,42,6
"26162",0,32,6
"26163",0,36,5
"26164",1,12,4
"26165",0,42,5
"26166",1,6,4
"26167",0,12,5
"26168",0,6,1
"26169",0,48,4
"26170",0,35,4
"26171",1,6,1
"26172",0,42,6
"26173",0,39,6
"26174",0,36,6
"26175",0,47,5
"26176",0,51,3
"26177",1,55,5
"26178",0,5,6
"26179",0,24,6
"26180",0,12,6
"26181",0,4,6
"26182",0,24,4
"26183",0,47,3
"26184",0,13,5
"26185",0,48,5
"26186",0,34,5
"26187",1,39,6
"26188",1,36,4
"26189",0,53,6
"26190",1,51,5
"26191",0,51,6
"26192",0,6,5
"26193",0,29,5
"26194",0,39,5
"26195",0,48,4
"26196",0,48,5
"26197",0,39,3
"26198",1,37,2
"26199",1,12,1
"26200",0,34,5
"26201",0,26,5
"26202",1,12,1
"26203",0,5,7
"26204",0,6,2
"26205",0,34,4
"26206",0,37,6
"26207",0,25,5
"26208",0,48,2
"26209",0,34,3
"26210",0,12,2
"26211",0,28,3
"26212",0,37,2
"26213",0,48,5
"26214",0,36,6
"26215",0,42,5
"26216",1,4,2
"26217",0,19,6
"26218",1,39,5
"26219",0,22,4
"26220",0,18,5
"26221",0,29,4
"26222",0,15,2
"26223",0,39,6
"26224",0,6,5
"26225",0,10,2
"26226",0,18,6
"26227",0,24,2
"26228",0,54,7
"26229",0,6,5
"26230",0,13,2
"26231",0,36,6
"26232",0,36,2
"26233",0,42,5
"26234",0,45,6
"26235",0,55,3
"26236",1,13,2
"26237",0,48,3
"26238",0,36,1
"26239",0,34,4
"26240",0,36,4
"26241",0,39,6
"26242",0,18,6
"26243",0,41,4
"26244",0,13,4
"26245",0,36,6
"26246",0,38,5
"26247",0,6,2
"26248",0,54,2
"26249",0,12,6
"26250",0,51,1
"26251",0,6,5
"26252",1,41,3
"26253",0,6,3
"26254",0,39,6
"26255",0,17,6
"26256",1,48,2
"26257",0,40,6
"26258",1,42,2
"26259",0,26,6
"26260",1,5,2
"26261",0,51,4
"26262",1,8,2
"26263",1,34,2
"26264",1,37,1
"26265",0,10,5
"26266",0,31,2
"26267",0,39,5
"26268",0,8,4
"26269",0,17,4
"26270",1,12,5
"26271",0,6,5
"26272",0,48,3
"26273",0,6,3
"26274",0,26,4
"26275",0,4,2
"26276",0,36,5
"26277",0,9,5
"26278",1,36,5
"26279",0,39,2
"26280",0,12,NaN
"26281",0,36,6
"26282",0,49,2
"26283",0,36,2
"26284",0,6,6
"26285",0,49,2
"26286",0,6,6
"26287",0,20,4
"26288",1,55,5
"26289",0,4,4
"26290",0,37,3
"26291",0,18,1
"26292",0,47,3
"26293",0,18,5
"26294",0,37,2
"26295",0,40,1
"26296",0,47,6
"26297",0,22,4
"26298",0,48,3
"26299",0,6,2
"26300",0,6,4
"26301",0,22,4
"26302",0,17,3
"26303",0,10,5
"26304",0,36,5
"26305",0,17,6
"26306",0,19,4
"26307",0,6,4
"26308",0,25,2
"26309",0,4,6
"26310",0,6,3
"26311",0,6,4
"26312",0,11,3
"26313",0,39,1
"26314",0,26,6
"26315",1,12,6
"26316",0,48,5
"26317",0,12,3
"26318",0,8,6
"26319",0,40,2
"26320",1,6,5
"26321",0,24,6
"26322",0,51,6
"26323",0,17,6
"26324",0,12,6
"26325",0,39,2
"26326",0,13,5
"26327",0,32,5
"26328",0,18,6
"26329",1,17,2
"26330",1,9,2
"26331",0,6,6
"26332",0,6,5
"26333",1,10,1
"26334",0,42,5
"26335",0,34,2
"26336",1,42,5
"26337",0,33,6
"26338",1,17,5
"26339",0,36,5
"26340",0,13,2
"26341",1,42,5
"26342",1,48,2
"26343",1,13,5
"26344",0,48,2
"26345",0,30,6
"26346",0,6,1
"26347",1,13,4
"26348",0,6,3
"26349",0,6,6
"26350",0,24,5
"26351",0,17,6
"26352",0,53,6
"26353",0,53,5
"26354",0,48,5
"26355",1,17,3
"26356",0,8,1
"26357",1,18,5
"26358",0,6,4
"26359",1,12,1
"26360",1,37,1
"26361",1,37,3
"26362",0,36,3
"26363",1,12,3
"26364",0,6,3
"26365",1,39,5
"26366",0,55,6
"26367",1,21,2
"26368",0,1,2
"26369",0,17,6
"26370",0,18,5
"26371",0,34,5
"26372",0,4,2
"26373",0,21,3
"26374",0,6,6
"26375",0,6,4
"26376",0,51,2
"26377",0,47,4
"26378",1,48,2
"26379",0,2,4
"26380",0,42,6
"26381",0,34,3
"26382",0,16,6
"26383",0,32,5
"26384",0,17,5
"26385",0,51,4
"26386",0,17,2
"26387",0,17,3
"26388",0,36,2
"26389",1,54,1
"26390",1,6,2
"26391",0,12,4
"26392",0,55,5
"26393",0,53,4
"26394",1,18,1
"26395",1,12,5
"26396",0,12,4
"26397",1,22,1
"26398",1,5,2
"26399",0,42,2
"26400",0,25,2
"26401",1,13,3
"26402",0,39,6
"26403",0,34,4
"26404",0,12,5
"26405",0,49,6
"26406",0,37,3
"26407",0,42,5
"26408",0,6,2
"26409",1,4,3
"26410",0,36,5
"26411",0,12,2
"26412",1,51,2
"26413",0,34,6
"26414",0,37,5
"26415",0,6,2
"26416",0,6,2
"26417",1,12,3
"26418",0,4,4
"26419",0,39,4
"26420",0,12,1
"26421",1,12,5
"26422",0,12,6
"26423",0,36,5
"26424",0,51,6
"26425",0,6,6
"26426",0,48,5
"26427",0,32,3
"26428",1,6,1
"26429",0,48,4
"26430",0,36,4
"26431",0,19,1
"26432",1,6,4
"26433",0,36,6
"26434",0,42,6
"26435",1,48,4
"26436",0,51,1
"26437",0,13,1
"26438",1,45,4
"26439",0,8,6
"26440",1,42,5
"26441",1,48,2
"26442",0,18,6
"26443",0,48,3
"26444",0,47,4
"26445",0,45,4
"26446",0,17,6
"26447",1,6,4
"26448",0,48,4
"26449",1,48,1
"26450",1,34,4
"26451",0,6,4
"26452",0,36,4
"26453",0,6,5
"26454",0,36,2
"26455",1,47,6
"26456",0,4,5
"26457",0,36,2
"26458",1,17,6
"26459",1,42,5
"26460",0,6,6
"26461",0,37,4
"26462",0,21,4
"26463",0,12,4
"26464",0,12,3
"26465",0,48,5
"26466",1,18,2
"26467",0,26,2
"26468",0,18,5
"26469",0,36,6
"26470",0,51,2
"26471",1,12,2
"26472",0,41,2
"26473",0,26,3
"26474",1,42,2
"26475",1,39,5
"26476",0,17,4
"26477",0,42,5
"26478",1,34,1
"26479",0,48,6
"26480",0,12,3
"26481",0,6,4
"26482",0,17,6
"26483",0,11,5
"26484",0,20,3
"26485",0,36,2
"26486",1,48,3
"26487",0,6,6
"26488",0,6,6
"26489",0,33,3
"26490",0,21,5
"26491",1,1,3
"26492",0,34,6
"26493",1,51,2
"26494",0,24,6
"26495",0,6,1
"26496",0,6,2
"26497",0,53,5
"26498",0,8,6
"26499",0,48,2
"26500",1,51,2
"26501",0,29,4
"26502",0,48,5
"26503",1,55,2
"26504",0,36,6
"26505",1,51,2
"26506",0,13,2
"26507",0,36,5
"26508",0,6,6
"26509",0,26,5
"26510",0,12,7
"26511",0,36,5
"26512",0,41,2
"26513",0,34,4
"26514",0,6,6
"26515",0,12,4
"26516",0,36,6
"26517",1,11,5
"26518",0,37,6
"26519",0,42,2
"26520",0,32,5
"26521",1,24,2
"26522",0,12,4
"26523",1,34,5
"26524",0,49,2
"26525",0,24,2
"26526",0,4,5
"26527",0,47,5
"26528",0,8,5
"26529",0,53,6
"26530",0,48,6
"26531",0,51,4
"26532",0,34,3
"26533",0,39,2
"26534",1,31,2
"26535",0,36,1
"26536",0,34,4
"26537",1,34,1
"26538",0,47,3
"26539",0,47,2
"26540",0,12,2
"26541",0,34,2
"26542",0,24,2
"26543",0,13,6
"26544",0,34,6
"26545",0,8,2
"26546",1,37,5
"26547",1,31,4
"26548",0,48,4
"26549",0,17,6
"26550",1,39,5
"26551",0,42,6
"26552",1,26,4
"26553",1,37,5
"26554",1,12,4
"26555",0,6,6
"26556",0,48,5
"26557",0,6,6
"26558",0,6,6
"26559",0,44,6
"26560",0,6,5
"26561",0,21,5
"26562",0,18,2
"26563",0,39,2
"26564",0,48,5
"26565",0,39,5
"26566",0,34,2
"26567",0,37,4
"26568",0,51,3
"26569",0,26,6
"26570",0,6,5
"26571",0,32,6
"26572",1,1,1
"26573",1,51,5
"26574",0,6,6
"26575",0,33,5
"26576",0,39,6
"26577",0,42,4
"26578",0,8,6
"26579",0,48,2
"26580",0,34,5
"26581",0,51,2
"26582",1,48,3
"26583",0,17,5
"26584",1,36,2
"26585",0,29,2
"26586",1,48,2
"26587",1,5,2
"26588",0,12,5
"26589",0,36,1
"26590",0,42,2
"26591",0,34,6
"26592",0,48,3
"26593",0,2,5
"26594",0,36,2
"26595",0,20,6
"26596",0,41,1
"26597",0,42,3
"26598",0,25,5
"26599",0,26,6
"26600",0,48,6
"26601",0,24,4
"26602",0,6,2
"26603",0,36,6
"26604",0,36,5
"26605",1,29,2
"26606",0,12,2
"26607",1,20,4
"26608",1,47,2
"26609",0,25,2
"26610",0,38,5
"26611",1,24,1
"26612",1,6,2
"26613",0,47,5
"26614",0,39,3
"26615",1,48,2
"26616",0,17,6
"26617",0,20,5
"26618",0,26,4
"26619",0,36,5
"26620",0,24,2
"26621",1,29,1
"26622",0,8,4
"26623",0,47,6
"26624",1,48,4
"26625",0,36,4
"26626",1,6,5
"26627",0,19,6
"26628",0,53,3
"26629",0,6,5
"26630",0,54,4
"26631",1,12,2
"26632",0,12,6
"26633",1,48,4
"26634",1,51,3
"26635",0,19,6
"26636",0,39,6
"26637",0,18,2
"26638",0,42,2
"26639",0,6,6
"26640",0,42,1
"26641",0,26,6
"26642",0,41,6
"26643",0,34,6
"26644",0,42,3
"26645",1,6,5
"26646",0,29,5
"26647",0,36,5
"26648",1,55,2
"26649",0,39,6
"26650",1,13,4
"26651",0,13,4
"26652",0,12,2
"26653",0,39,6
"26654",0,12,4
"26655",0,36,6
"26656",0,6,5
"26657",0,28,2
"26658",0,27,6
"26659",1,54,5
"26660",0,12,4
"26661",0,6,5
"26662",0,29,5
"26663",0,37,6
"26664",0,18,6
"26665",0,12,3
"26666",1,12,1
"26667",0,12,2
"26668",0,42,6
"26669",0,51,2
"26670",1,4,2
"26671",0,55,4
"26672",0,32,6
"26673",0,36,4
"26674",0,37,5
"26675",0,25,6
"26676",0,37,6
"26677",0,6,6
"26678",0,53,4
"26679",0,36,6
"26680",0,10,4
"26681",1,48,4
"26682",0,12,1
"26683",0,51,2
"26684",0,12,5
"26685",1,48,2
"26686",0,39,3
"26687",0,13,3
"26688",0,34,5
"26689",0,26,6
"26690",0,36,6
"26691",1,51,3
"26692",0,37,6
"26693",0,48,2
"26694",0,24,5
"26695",0,17,3
"26696",0,6,6
"26697",1,39,3
"26698",0,21,5
"26699",0,18,2
"26700",0,48,1
"26701",0,35,6
"26702",0,29,2
"26703",0,6,4
"26704",0,24,4
"26705",0,48,2
"26706",0,37,5
"26707",0,12,4
"26708",0,25,5
"26709",0,17,1
"26710",1,51,2
"26711",1,6,3
"26712",0,1,6
"26713",0,18,2
"26714",0,8,2
"26715",1,13,3
"26716",0,34,4
"26717",0,34,3
"26718",0,36,2
"26719",0,36,4
"26720",1,4,4
"26721",1,26,6
"26722",0,29,5
"26723",0,51,5
"26724",0,51,5
"26725",1,40,2
"26726",1,51,2
"26727",0,42,6
"26728",0,36,1
"26729",0,6,6
"26730",1,13,3
"26731",0,36,5
"26732",0,48,3
"26733",0,17,2
"26734",0,36,3
"26735",0,27,3
"26736",1,34,4
"26737",1,48,2
"26738",0,34,5
"26739",0,6,2
"26740",1,36,1
"26741",0,26,6
"26742",0,36,1
"26743",0,26,5
"26744",0,6,5
"26745",1,55,3
"26746",0,19,5
"26747",0,24,5
"26748",1,48,1
"26749",0,36,4
"26750",0,47,4
"26751",0,24,4
"26752",0,48,4
"26753",1,48,4
"26754",0,29,6
"26755",1,48,5
"26756",0,36,5
"26757",0,12,5
"26758",0,36,2
"26759",0,51,5
"26760",0,48,4
"26761",0,36,5
"26762",0,41,1
"26763",0,26,1
"26764",0,47,6
"26765",0,45,6
"26766",0,6,2
"26767",0,19,3
"26768",0,55,6
"26769",0,37,1
"26770",1,48,3
"26771",0,53,2
"26772",0,6,4
"26773",0,13,2
"26774",0,24,2
"26775",0,42,6
"26776",0,17,5
"26777",0,27,7
"26778",0,6,5
"26779",0,21,6
"26780",0,8,5
"26781",0,6,1
"26782",0,48,3
"26783",1,50,2
"26784",0,28,2
"26785",1,35,2
"26786",0,39,5
"26787",0,39,2
"26788",0,55,4
"26789",0,51,5
"26790",0,4,4
"26791",0,36,5
"26792",0,6,5
"26793",0,48,4
"26794",1,5,4
"26795",0,22,4
"26796",1,18,4
"26797",1,13,3
"26798",0,6,5
"26799",1,34,3
"26800",0,12,6
"26801",1,31,5
"26802",0,6,5
"26803",0,9,5
"26804",0,37,6
"26805",0,42,3
"26806",0,48,6
"26807",0,53,2
"26808",1,37,3
"26809",0,19,6
"26810",1,26,4
"26811",0,37,3
"26812",0,42,5
"26813",1,6,5
"26814",0,39,5
"26815",0,42,5
"26816",1,16,5
"26817",0,47,6
"26818",0,13,4
"26819",0,41,6
"26820",1,9,4
"26821",1,17,3
"26822",0,45,1
"26823",0,48,6
"26824",0,25,5
"26825",1,6,2
"26826",0,17,2
"26827",0,13,5
"26828",0,48,6
"26829",0,27,2
"26830",0,17,6
"26831",0,39,2
"26832",0,45,2
"26833",0,13,6
"26834",0,36,4
"26835",0,6,4
"26836",1,42,2
"26837",1,42,2
"26838",0,41,5
"26839",0,5,4
"26840",0,42,6
"26841",0,6,6
"26842",0,18,1
"26843",0,37,6
"26844",0,6,6
"26845",0,55,3
"26846",0,34,5
"26847",0,42,6
"26848",1,47,4
"26849",0,34,6
"26850",0,9,3
"26851",0,12,4
"26852",1,55,3
"26853",1,13,2
"26854",0,12,6
"26855",0,6,6
"26856",0,6,5
"26857",0,48,4
"26858",0,13,6
"26859",1,20,5
"26860",0,2,6
"26861",0,34,5
"26862",0,18,5
"26863",0,36,4
"26864",0,36,5
"26865",0,39,5
"26866",0,51,6
"26867",0,19,5
"26868",0,53,1
"26869",1,39,4
"26870",1,13,1
"26871",0,18,5
"26872",0,42,6
"26873",0,8,6
"26874",0,51,4
"26875",0,9,6
"26876",0,36,6
"26877",0,25,6
"26878",0,30,5
"26879",1,9,7
"26880",0,42,5
"26881",0,12,6
"26882",0,36,6
"26883",1,40,6
"26884",0,31,5
"26885",1,17,2
"26886",1,13,1
"26887",0,42,4
"26888",0,6,4
"26889",0,27,6
"26890",0,34,3
"26891",0,47,6
"26892",0,6,6
"26893",1,29,6
"26894",0,24,6
"26895",1,40,2
"26896",0,8,6
"26897",0,6,5
"26898",0,12,5
"26899",0,27,6
"26900",0,4,7
"26901",0,53,2
"26902",0,20,2
"26903",0,51,3
"26904",0,53,6
"26905",0,4,6
"26906",0,36,6
"26907",0,39,3
"26908",0,18,4
"26909",0,21,5
"26910",1,39,3
"26911",0,54,6
"26912",0,39,4
"26913",0,35,2
"26914",0,25,5
"26915",0,24,1
"26916",0,42,6
"26917",0,6,6
"26918",1,39,1
"26919",0,20,4
"26920",0,36,6
"26921",0,48,5
"26922",0,12,6
"26923",0,6,2
"26924",0,27,4
"26925",0,24,5
"26926",1,12,3
"26927",0,17,5
"26928",0,6,4
"26929",0,29,6
"26930",0,55,6
"26931",0,36,5
"26932",0,12,4
"26933",1,37,3
"26934",0,34,3
"26935",1,48,4
"26936",0,55,6
"26937",0,6,6
"26938",1,37,2
"26939",1,36,3
"26940",1,47,4
"26941",0,36,2
"26942",1,12,2
"26943",0,54,4
"26944",0,1,5
"26945",1,1,2
"26946",0,12,4
"26947",0,27,5
"26948",1,47,6
"26949",1,13,2
"26950",1,13,5
"26951",0,27,5
"26952",0,6,4
"26953",0,53,5
"26954",0,25,2
"26955",1,51,4
"26956",1,47,5
"26957",0,24,5
"26958",0,39,3
"26959",0,45,2
"26960",0,12,3
"26961",0,12,5
"26962",0,36,2
"26963",0,22,1
"26964",0,53,6
"26965",0,12,4
"26966",0,47,6
"26967",0,26,7
"26968",0,48,6
"26969",1,12,2
"26970",0,26,4
"26971",0,42,5
"26972",0,12,5
"26973",0,12,3
"26974",0,53,5
"26975",1,6,5
"26976",1,45,1
"26977",0,36,1
"26978",0,12,4
"26979",0,26,2
"26980",1,37,1
"26981",0,5,2
"26982",0,22,1
"26983",0,26,4
"26984",0,17,4
"26985",0,4,6
"26986",0,54,6
"26987",0,48,3
"26988",0,46,2
"26989",1,48,5
"26990",0,6,5
"26991",0,55,5
"26992",0,42,4
"26993",0,55,3
"26994",0,18,6
"26995",0,35,6
"26996",1,37,1
"26997",0,27,5
"26998",0,24,4
"26999",0,6,4
"27000",0,53,3
"27001",1,47,5
"27002",0,6,4
"27003",0,6,6
"27004",0,48,6
"27005",0,9,2
"27006",0,6,5
"27007",0,39,4
"27008",1,6,5
"27009",1,48,2
"27010",0,9,5
"27011",1,45,1
"27012",0,12,6
"27013",1,48,2
"27014",0,51,6
"27015",1,40,4
"27016",0,37,2
"27017",0,17,6
"27018",0,6,2
"27019",1,6,3
"27020",0,34,5
"27021",0,54,6
"27022",0,48,4
"27023",0,42,3
"27024",1,6,1
"27025",1,36,1
"27026",0,48,4
"27027",0,17,4
"27028",0,36,2
"27029",0,6,6
"27030",0,24,1
"27031",0,13,4
"27032",0,48,5
"27033",0,18,5
"27034",0,39,4
"27035",0,24,6
"27036",1,27,2
"27037",0,5,3
"27038",0,12,4
"27039",0,45,2
"27040",0,51,5
"27041",1,51,2
"27042",0,55,5
"27043",1,42,1
"27044",0,22,4
"27045",0,21,5
"27046",1,6,2
"27047",0,13,5
"27048",1,21,1
"27049",0,42,5
"27050",0,9,5
"27051",0,47,5
"27052",0,26,4
"27053",0,41,3
"27054",0,12,2
"27055",0,16,2
"27056",0,51,1
"27057",0,42,4
"27058",0,25,6
"27059",0,12,5
"27060",0,9,6
"27061",1,4,2
"27062",0,12,4
"27063",0,47,2
"27064",0,34,3
"27065",0,54,3
"27066",0,48,4
"27067",0,39,2
"27068",0,12,6
"27069",0,25,6
"27070",1,47,2
"27071",0,39,6
"27072",0,51,5
"27073",0,12,5
"27074",0,42,6
"27075",0,48,1
"27076",0,6,1
"27077",1,1,5
"27078",1,36,5
"27079",0,5,5
"27080",0,17,2
"27081",0,36,2
"27082",0,18,6
"27083",0,6,3
"27084",0,39,3
"27085",0,6,1
"27086",0,26,1
"27087",0,51,4
"27088",0,54,4
"27089",0,17,7
"27090",0,13,4
"27091",0,22,1
"27092",0,6,4
"27093",0,47,6
"27094",0,42,5
"27095",0,48,5
"27096",0,27,1
"27097",0,18,3
"27098",0,51,6
"27099",0,42,4
"27100",0,12,2
"27101",0,13,2
"27102",0,48,6
"27103",0,36,7
"27104",0,4,6
"27105",0,6,6
"27106",0,55,4
"27107",0,54,5
"27108",0,36,3
"27109",1,6,4
"27110",1,48,5
"27111",0,9,2
"27112",0,39,3
"27113",0,39,5
"27114",1,21,5
"27115",0,13,3
"27116",0,41,5
"27117",0,37,3
"27118",1,12,2
"27119",0,37,5
"27120",0,29,2
"27121",0,27,3
"27122",0,9,6
"27123",0,32,6
"27124",1,39,2
"27125",0,6,6
"27126",0,12,3
"27127",0,42,6
"27128",0,4,4
"27129",0,41,5
"27130",0,42,4
"27131",1,47,5
"27132",0,6,3
"27133",0,18,4
"27134",0,55,3
"27135",0,12,5
"27136",1,18,2
"27137",0,40,2
"27138",1,37,1
"27139",0,51,2
"27140",1,45,1
"27141",1,6,5
"27142",0,34,2
"27143",1,48,1
"27144",0,19,6
"27145",0,40,5
"27146",0,12,1
"27147",1,32,3
"27148",0,48,2
"27149",0,23,6
"27150",0,18,3
"27151",0,5,4
"27152",1,37,2
"27153",0,24,4
"27154",0,12,4
"27155",0,13,2
"27156",1,42,2
"27157",1,37,1
"27158",0,36,4
"27159",0,48,6
"27160",0,39,5
"27161",0,39,3
"27162",0,1,3
"27163",1,55,3
"27164",0,34,2
"27165",1,13,1
"27166",0,29,4
"27167",0,24,5
"27168",0,17,4
"27169",1,13,5
"27170",0,12,5
"27171",0,9,6
"27172",0,29,2
"27173",0,6,5
"27174",0,32,3
"27175",1,26,2
"27176",0,13,3
"27177",0,41,2
"27178",0,6,6
"27179",0,42,2
"27180",0,36,2
"27181",1,28,2
"27182",0,6,1
"27183",0,6,4
"27184",1,6,2
"27185",0,12,4
"27186",1,13,2
"27187",0,18,5
"27188",1,18,2
"27189",0,36,4
"27190",0,26,5
"27191",0,36,6
"27192",0,29,6
"27193",0,55,5
"27194",1,48,4
"27195",0,47,6
"27196",1,21,1
"27197",0,6,6
"27198",0,18,2
"27199",0,36,6
"27200",0,45,2
"27201",0,17,4
"27202",1,13,2
"27203",0,49,2
"27204",1,41,2
"27205",0,18,5
"27206",0,12,5
"27207",0,42,4
"27208",1,42,7
"27209",1,17,2
"27210",0,8,6
"27211",0,17,4
"27212",0,6,3
"27213",0,12,2
"27214",0,40,6
"27215",0,1,4
"27216",0,34,6
"27217",1,6,5
"27218",0,17,6
"27219",0,8,6
"27220",0,4,6
"27221",0,42,6
"27222",0,41,3
"27223",1,48,4
"27224",0,18,5
"27225",1,5,2
"27226",1,39,2
"27227",0,9,2
"27228",0,42,5
"27229",0,48,2
"27230",0,6,1
"27231",0,49,4
"27232",0,26,5
"27233",1,47,4
"27234",1,21,1
"27235",0,39,5
"27236",1,47,3
"27237",0,39,6
"27238",0,6,6
"27239",0,42,5
"27240",0,42,5
"27241",0,4,5
"27242",1,12,4
"27243",0,24,6
"27244",0,42,5
"27245",0,21,6
"27246",0,24,2
"27247",1,34,1
"27248",0,53,1
"27249",0,17,3
"27250",0,11,3
"27251",1,34,2
"27252",1,13,2
"27253",1,13,5
"27254",0,36,2
"27255",0,47,3
"27256",0,34,5
"27257",0,24,5
"27258",0,39,2
"27259",0,36,3
"27260",0,48,4
"27261",0,27,2
"27262",0,36,4
"27263",1,13,4
"27264",0,37,5
"27265",0,13,4
"27266",0,18,4
"27267",1,23,4
"27268",0,26,5
"27269",0,53,6
"27270",1,6,2
"27271",0,25,5
"27272",0,39,6
"27273",0,22,6
"27274",0,53,2
"27275",1,32,6
"27276",0,13,1
"27277",0,39,4
"27278",0,48,5
"27279",1,29,1
"27280",0,6,2
"27281",1,35,2
"27282",0,25,1
"27283",0,39,4
"27284",0,42,6
"27285",0,36,1
"27286",0,45,5
"27287",1,37,4
"27288",0,24,5
"27289",0,20,6
"27290",0,42,2
"27291",1,13,1
"27292",0,24,2
"27293",0,6,6
"27294",1,37,3
"27295",1,13,7
"27296",0,42,4
"27297",0,36,6
"27298",1,40,2
"27299",0,18,5
"27300",0,24,5
"27301",1,8,1
"27302",1,37,4
"27303",0,6,2
"27304",0,36,6
"27305",0,6,3
"27306",0,12,4
"27307",0,19,6
"27308",0,6,2
"27309",1,48,5
"27310",0,39,4
"27311",0,51,5
"27312",1,16,2
"27313",1,48,5
"27314",0,51,4
"27315",0,6,5
"27316",0,37,4
"27317",0,12,3
"27318",1,51,3
"27319",0,51,6
"27320",0,36,1
"27321",0,47,6
"27322",1,12,2
"27323",0,12,4
"27324",0,55,6
"27325",0,26,5
"27326",0,53,6
"27327",1,42,1
"27328",0,36,5
"27329",0,21,4
"27330",1,13,2
"27331",1,1,5
"27332",0,42,2
"27333",0,10,3
"27334",0,36,6
"27335",0,6,5
"27336",0,6,6
"27337",0,36,2
"27338",0,1,6
"27339",0,36,5
"27340",0,49,5
"27341",0,48,1
"27342",0,25,5
"27343",0,36,3
"27344",0,49,2
"27345",1,48,1
"27346",0,42,6
"27347",0,53,6
"27348",0,48,5
"27349",0,6,4
"27350",0,17,3
"27351",0,29,1
"27352",0,4,4
"27353",0,36,5
"27354",1,18,2
"27355",0,25,6
"27356",0,29,5
"27357",0,53,6
"27358",0,6,4
"27359",1,8,5
"27360",0,47,6
"27361",0,8,5
"27362",0,42,4
"27363",0,12,2
"27364",1,40,2
"27365",0,12,6
"27366",0,17,4
"27367",0,48,5
"27368",0,13,1
"27369",0,16,5
"27370",1,5,3
"27371",1,37,2
"27372",0,24,2
"27373",0,39,6
"27374",0,4,6
"27375",0,36,5
"27376",0,6,3
"27377",0,36,5
"27378",0,19,6
"27379",0,6,4
"27380",0,12,4
"27381",1,48,3
"27382",1,5,1
"27383",0,12,5
"27384",0,8,6
"27385",0,53,6
"27386",0,25,3
"27387",0,17,4
"27388",0,21,4
"27389",0,27,5
"27390",0,26,2
"27391",0,5,6
"27392",0,39,2
"27393",0,51,4
"27394",0,36,4
"27395",0,12,5
"27396",0,26,5
"27397",1,17,5
"27398",0,39,6
"27399",0,12,5
"27400",0,25,5
"27401",0,53,7
"27402",0,12,7
"27403",0,24,4
"27404",1,21,4
"27405",0,12,4
"27406",0,42,6
"27407",0,39,2
"27408",1,27,3
"27409",0,53,5
"27410",0,6,2
"27411",0,34,4
"27412",0,32,5
"27413",0,48,6
"27414",0,36,2
"27415",0,32,6
"27416",0,13,6
"27417",0,30,6
"27418",0,24,6
"27419",0,26,5
"27420",1,39,2
"27421",0,6,5
"27422",1,42,NaN
"27423",0,42,4
"27424",0,24,5
"27425",0,36,5
"27426",0,6,5
"27427",0,12,3
"27428",0,11,6
"27429",0,17,6
"27430",0,6,5
"27431",0,48,4
"27432",0,55,4
"27433",0,39,4
